Front,Back,Reversible
What does the bootstrap firmware typically initialize?,"CPU registers, device controllers, and main memory contents.",y
What is the role of the tiny bootstrap loader?,It brings in the full bootstrap program from secondary storage.,y
Where is the full bootstrap program stored?,In 'boot blocks' at a fixed location on the device.,y
Define: boot disk,A disk with a boot partition and kernel to load for booting.,y
Define: system disk,"A storage device with a boot partition, which can store the OS for booting.",y
What does the bootstrap NVM code do to load the OS?,"It instructs the storage controller to read the boot blocks into memory (without device drivers loaded), then executes that code.",y
What is the role of the full bootstrap program?,"It is more sophisticated and loads the entire OS from a non-fixed location, then starts the OS.",y
Define: boot partition,A storage device partition containing an executable operating system and its device drivers.,y
Define: master boot record (MBR),"Windows boot code, stored in the first logical block (or first page for NVM) of a boot partition. It contains boot code, a partition table, and a flag for the boot partition.",y
Define: boot sector,"The first sector of a Windows boot device, containing bootstrap code that directs to the kernel.",y
What does the system's firmware do at the beginning of the Windows boot process?,It directs the system to read boot code from the MBR.,y
"What is a common type of storage device failure, more frequent than complete disk failure?",One or more sectors becoming defective.,y
When do disks typically come with bad blocks?,Most disks come from the factory with bad blocks.,y
"How were bad blocks handled on older disks (e.g., IDE controllers)?","Manually, by scanning the disk for bad blocks during formatting and flagging them as unusable.",y
What Linux program is used to search for and lock away bad blocks that develop during operation?,`badblocks`.,y
What typically happens to data on bad blocks when handled manually?,It is usually lost.,y
How do more sophisticated disks handle bad-block recovery?,"The controller maintains a list of bad blocks (initialized at factory, updated over life) and replaces bad sectors logically with spare sectors.",y
Define: bad block,"An unusable sector on an HDD (or non-functional bits, bytes, pages on NVM devices).",y
Define: sector sparing,"Replacement of an unusable HDD sector with another sector elsewhere on the device, typically a spare sector set aside during low-level formatting.",y
What is another term for 'sector sparing'?,Forwarding.,y
How does a device controller replace a bad sector with a spare sector?,"After detecting a bad sector (e.g., via ECC error), the controller logically replaces it. Subsequent requests for the original logical block are then translated to the replacement sector's address.",y
What is a potential consequence of the controller redirecting bad blocks?,It could invalidate OS disk-scheduling optimization.,y
Where are spare sectors typically located on disks?,"A few spare sectors in each cylinder, and a spare cylinder.",y
"When a bad block is remapped, where does the controller try to use a spare sector from?",The same cylinder if possible.,y
Define: sector slipping,"Renaming of sectors to avoid using a bad sector, by remapping all subsequent sectors down one spot to free up space, and then mapping the bad sector to the newly freed space.",y
What happens in the case of an unrecoverable hard error on a storage device?,"Data on that block is lost, and the file using the block must be repaired (e.g., from backup), requiring manual intervention.",y
How does bad block management differ for NVM devices compared to HDDs?,"It is simpler, as there is no seek time performance loss due to remapping.",y
How are replacement locations handled for bad pages on NVM devices?,"Multiple pages are set aside as replacement locations, or space from the over-provisioning area is used.",y
What does the controller for NVM devices do with bad pages?,It maintains a table of bad pages and never sets them as available to write to.,y
