Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is a significant drawback of Network-attached storage (NAS) that Storage-area networks (SANs) aim to address?,NAS devices are typically more expensive than SANs.,"NAS requires proprietary hardware, while SAN uses off-the-shelf components.","NAS storage I/O consumes data network bandwidth, increasing network communication latency.",NAS offers limited flexibility in allocating storage to hosts.,NAS cannot be shared by multiple hosts simultaneously.,C,"The text explicitly states: 'Drawback of NAS: storage I/O consumes data network bandwidth, increases network communication latency.' and SANs are introduced as a solution for large installations where 'server-client communication competes with server-storage communication'."
Which of the following best defines a Storage-area network (SAN)?,A general-purpose IP network used for both data and storage traffic.,"A private network connecting servers and storage units using storage protocols, not networking protocols.",A cloud-based service that provides storage via APIs over the Internet.,A system where storage is directly attached to individual host computers via local I/O ports.,A device that provides file-level access to storage across a local area network.,B,"A SAN is defined as a 'private network (storage protocols, not networking protocols) connecting servers and storage units'."
What is a primary 'power' or benefit of a Storage-area network (SAN)?,Its low cost and ease of deployment for small businesses.,Its ability to eliminate the need for storage controllers.,Its exclusive reliance on wireless communication for storage access.,"Its flexibility, allowing multiple hosts/storage arrays to attach and storage to be dynamically allocated.",Its capacity to store data only on solid-state drives (SSDs).,D,The text highlights 'SAN power: flexibility' and details that 'Multiple hosts/storage arrays: attach to same SAN. Storage: dynamically allocated to hosts'.
What does 'JBOD' stand for in the context of storage arrays?,Just Before Out of Data,Jumbo Block on Demand,Joined Backup of Disks,Just a Bunch of Disks,Java Based Object Drive,D,The acronym 'JBOD' is defined as 'Just a Bunch of Disks' referring to unprotected drives in a storage array.
What is the role of a SAN switch?,To convert IP network traffic to Fibre Channel traffic.,To manage client access to files stored on a NAS device.,To allow or prohibit access between hosts and storage units.,To perform data deduplication and compression for a storage array.,To connect individual drives within a storage array to the controller.,C,The text states: 'SAN switch: allows/prohibits access between hosts and storage'.
Which statement accurately compares SANs and NAS concerning connected hosts?,SANs can typically connect more hosts than NAS.,NAS can have more connected hosts than SAN.,Both SANs and NAS are limited to a single connected host.,"SANs primarily connect to individual workstations, while NAS connects to servers.",The number of connected hosts is irrelevant for both SAN and NAS.,B,The text mentions: 'NAS can have more connected hosts than SAN'.
What is a Storage Array described as?,A general-purpose server running file-sharing software.,A collection of individual hard drives directly connected to a single host.,A purpose-built device including drives to store data and controller(s) to manage storage/access.,A software-defined storage solution that runs entirely on virtual machines.,A network switch specifically designed for connecting client computers to the internet.,C,"A storage array is described as a 'purpose-built device (includes SAN/network ports or both). Contains: drives to store data, controller(s) to manage storage/access'."
Which of the following functions are typically implemented by the controllers within a storage array?,Email server functionalities and web hosting.,"Network protocols, UIs, RAID, snapshots, replication, compression, deduplication, and encryption.",Operating system booting and application execution for client computers.,Connecting to the Internet via Wi-Fi and managing wireless access points.,Providing power backup and uninterruptible power supply (UPS).,B,"Controllers are described as having 'CPUs, memory, software (implement array features: network protocols, UIs, RAID, snapshots, replication, compression, deduplication, encryption)'."
What is Fibre Channel (FC) identified as in the context of Storage-area networks (SANs)?,The most common networking protocol for NAS.,A type of cloud storage API.,The most common SAN interconnect.,A method for directly attaching storage to a host's CPU.,A protocol for accessing storage over a wireless network.,C,The text states: 'FC: most common SAN interconnect'.
"Besides Fibre Channel (FC) and iSCSI, what other SAN interconnect is mentioned?",Ethernet,USB,InfiniBand (IB),FireWire,SATA,C,The text states: 'Another SAN interconnect: InfiniBand (IB)'.
What distinguishes InfiniBand (IB) as described in the text?,It is a general-purpose networking protocol for client-server communication.,"It is a low-speed, cost-effective solution for small office environments.",It is a special-purpose bus architecture with hardware/software support for high-speed interconnection networks.,It is primarily used for host-attached storage with individual drives.,It uses standard IP networks to carry file-level protocols like NFS and CIFS.,C,"InfiniBand (IB) is described as a 'special-purpose bus architecture, hardware/software support for high-speed interconnection networks (servers, storage units)'."
