Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What factors cause Error-Correction Code (ECC) codes to vary?,The color of the storage device and its manufacturer,The operating system version and the amount of available RAM,The extra storage needed and the number of errors correctable,The current power consumption and ambient temperature,The user's preference settings and security protocols,C,"The text states: 'Codes vary: based on extra storage needed, number of errors correctable.'"
On which type of storage device do disk drives typically use ECC?,Per-file ECC,Per-block ECC,Per-sector ECC,Per-track ECC,Per-platter ECC,C,The text specifies: 'Disk drives: use per-sector ECC.'
On which type of storage device do flash drives typically use ECC?,Per-sector ECC,Per-cluster ECC,Per-block ECC,Per-page ECC,Per-chip ECC,D,The text specifies: 'Flash drives: use per-page ECC.'
What happens during a read operation if the recalculated ECC value does not match the stored ECC value?,The system automatically encrypts the data,"The data is confirmed as corrupted, and the storage media may be bad",The read operation is immediately aborted without further action,The stored ECC value is updated to match the recalculated one,The data is compressed to save space,B,"The text states: 'Sector/page read: ECC recalculated, compared with stored value. Mismatch: data corrupted, storage media may be bad.'"
What is a 'soft error' in the context of ECC?,An error that leads to permanent data loss,An error that can be recovered by retrying the operation,"An error in software logic, not data integrity",An error that requires manual user intervention to fix,An error that corrupts the operating system files,B,The definition table defines 'soft error' as: 'Recoverable error by retrying the operation.' The text also says ECC 'Reports recoverable soft error.'
What is signaled when an ECC system encounters too many changes to correct?,A recoverable soft error,A non-correctable hard error,A parity mismatch error,A cyclic redundancy check failure,A checksum validation success,B,"The text states: 'Too many changes, ECC cannot correct: non-correctable hard error signaled.'"
What is a 'hard error' according to the provided text?,An error that can be fixed by simply refreshing the memory,An error that is easily recoverable by software algorithms,"An unrecoverable error, possibly resulting in data loss","An error that only affects system performance, not data integrity","An error related to a faulty power supply, not data",C,"The definition table defines 'hard error' as: 'Unrecoverable error, possibly resulting in data loss.'"
Who or what automatically performs ECC processing during read/write operations?,The user through a diagnostic tool,The operating system software,The storage device controller,The CPU's arithmetic logic unit,Network interface card,C,The text states: 'Controller automatically performs ECC processing on read/write.'
Error detection and correction capabilities are frequently differentiators between which product categories?,Desktop and laptop computers,Consumer and enterprise products,Hardware and software components,Open-source and proprietary systems,Analog and digital devices,B,The text mentions: 'Error detection/correction: frequently differentiators between consumer and enterprise products.'
"Beyond storage drives, ECC is also used in some systems for what other purposes?",User interface responsiveness and graphical rendering,Network routing and packet prioritization,DRAM error correction and data path protection,CPU clock speed regulation and power management,Sound card audio processing,C,The text notes: 'ECC: used in some systems for DRAM error correction and data path protection.'
