Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"What is a common approach for combining access control mechanisms, as exemplified by Solaris?",Using only a single password per file.,Relying solely on basic UNIX permissions.,Encrypting all files and partitions.,"Combining ACLs with owner, group, and universe schemes.",Implementing mandatory access control.,D,"The text states: ""Common approach: combine ACLs with owner, group, universe scheme (e.g., Solaris)."""
How many fields are used in UNIX permissions to define access rights?,One,Two,Three,Four,Five,C,"UNIX permissions are described as having ""Three fields: owner, group, universe."""
Each field in UNIX permissions uses how many bits to represent `rwx`?,One,Two,Three,Four,Eight,C,"The text specifies: ""Each field: three bits rwx (read, write, execute)."""
"In UNIX permissions, what character represents read access?",`w`,`x`,`r`,`a`,`l`,C,"The text states: ""`r` for read."""
"In UNIX permissions, what character signifies write access?",`r`,`x`,`w`,`c`,`s`,C,"The text states: ""`w` for write."""
"In UNIX permissions, which character denotes execution access?",`r`,`w`,`e`,`x`,`f`,D,"The text states: ""`x` for execution."""
"In the UNIX permission example `rwx` for owner, `rw-` for group, and `r--` for others, what does `rw-` indicate for the group?",Read and execute only,Read and write only,Write and execute only,"Read, write, and execute",No access,B,"`r` stands for read, `w` for write, and `-` indicates the absence of execute permission."
"In a UNIX file listing, what does `d` as the first character indicate?",A regular file,A symbolic link,A device file,A subdirectory,An executable file,D,"The text states: ""`d` as first character indicates subdirectory."""
What is a user interface challenge when combining ACLs with regular permissions?,How to store ACL data efficiently.,How to process ACL checks quickly.,How to show optional ACLs to users.,How to synchronize ACLs across multiple servers.,How to prevent unauthorized modification of ACLs.,C,"The text identifies the ""User interface challenge: how to show optional ACLs."""
How does Solaris indicate that optional ACLs are present on a file in its permission string?,By prefixing `acl` to the permissions.,By using a specific color in the listing.,By appending `+` to the regular permissions.,By displaying a separate ACL column.,By using `acl(on)` in the output.,C,"The text explains: ""Solaris: ""+"" appended to regular permissions (e.g., `-rw-r--r--+`)."""
Which commands are mentioned for managing ACLs in UNIX-like systems?,`chmod` and `chown`,`setfacl` and `getfacl`,`ls` and `cd`,`mkdir` and `rmdir`,`useradd` and `usermod`,B,"The text explicitly mentions: ""Commands like `setfacl` and `getfacl` manage ACLs."""
How are ACLs typically managed in Windows operating systems?,Through command-line utilities only.,Using a graphical user interface (GUI).,By editing configuration files.,Via network scripts.,Through BIOS settings.,B,"The text states: ""Windows: GUI for ACL management."""
"When both ACLs and group permissions are present, which typically takes precedence?",Group permissions,Owner permissions,ACLs,The most restrictive permission,The least restrictive permission,C,"The text specifies: ""Precedence: ACLs typically take precedence over group permissions (specificity priority)."""
When is the approach of using a password with each file considered effective?,When passwords are short and simple.,If passwords are random and changed often.,When all files share the same password.,If users are not required to remember them.,Only for read-only files.,B,"The text states: ""Effective if passwords random and changed often."""
What is a significant disadvantage of implementing password protection for each individual file?,Increased network traffic.,Many passwords to remember for the user.,Slower file access times.,Higher CPU utilization.,Incompatibility with various file types.,B,"The text lists: ""Disadvantages: many passwords to remember."""
"What type of protection results if a single password is used for all files in a system, as a disadvantage of the password-per-file approach?",Multi-factor authentication,Granular access control,All-or-none protection,Role-based access,Time-based access,C,"The text states: ""single password for all files (all-or-none protection)."""
"Instead of a password with each file, what is a more common modern approach for protection involving passwords?",Using a master password for all user accounts.,Password protection at the directory level only.,"Encryption of partition/files, with key password management.",Employing hardware security modules.,Relying on biometric authentication for file access.,C,"The text notes: ""More commonly: encryption of partition/files, with key password management."""
"In multilevel directory structures, what can directory protection control regarding files within that directory?",The size of files,The content of files,The creation/deletion of files,The backup schedule of files,The compression level of files,C,"The text states: ""Control creation/deletion of files in directory."""
"Beyond file creation/deletion, what else can directory protection control regarding a user's interaction with files?",User's ability to modify file attributes.,User's ability to determine file existence (listing directory contents).,User's ability to execute files.,User's ability to append to files.,User's ability to rename files.,B,"The text states: ""Control user's ability to determine file existence (listing directory contents)."""
"If a path name refers to a file in a multilevel directory structure, what access is required for the user?",Only access to the file.,Only access to the directory.,Access to both the directory and the file.,Read-only access to the directory.,Execute access to the directory.,C,"The text clarifies: ""If path name refers to file, user needs access to both directory and file."""
"In acyclic or general graph directory structures, how might access rights vary for a file?",They are always identical regardless of the path.,They depend on the file's content.,They depend on the path name used to refer to the file.,They are determined by the system administrator only.,They are inherited from the root directory.,C,"The text indicates: ""Different access rights depending on path name in acyclic/general graphs."""
"According to the provided glossary, what is the definition of an ""access-control list""?",A log of all user access attempts.,A list of network devices allowed to connect to a system.,A list of user names allowed to access a file.,A set of rules for encrypting data.,A database of system users and their roles.,C,"The glossary defines ""access-control list"" as ""A list of user names allowed to access a file."""
