Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"In the Windows API for shared memory using memory-mapped files, what is the second step after creating a file mapping?",Opening the file.,Closing the file handle.,Establishing a view of the mapped file in the process's virtual address space.,Calling `CreateFileMapping()` again.,Writing data directly to the file.,C,The outline lists 'Establish a view of the mapped file in process's virtual address space' as the second step.
"In the context of the Windows API, what role does a mapped file play when used for inter-process communication?",It acts as a temporary buffer for non-shared data.,It serves as a shared-memory object.,It functions as a secure network conduit.,It dictates the operating system's paging policy.,It only allows read-only access for multiple processes.,B,'Mapped file acts as shared-memory object for inter-process communication'.
Which Windows API function is used to open the file that will be memory-mapped?,`CreateFileMapping()`,`MapViewOfFile()`,`CreateFile()`,`OpenFile()`,`GetFileHandle()`,C,The steps explicitly state: 'Open file with `CreateFile()` (returns `HANDLE`)'.
Which Windows API function is responsible for creating a file mapping object using a file `HANDLE`?,`MapViewOfFile()`,`CreateFile()`,`UnmapViewOfFile()`,`CreateFileMapping()`,`GetMappedObject()`,D,The steps state: 'Create file mapping with `CreateFileMapping()` (uses file `HANDLE`)'.
"Which Windows API function is used to establish a 'view' of a mapped file, typically using a mapped object `HANDLE`?",`CreateFile()`,`UnmapViewOfFile()`,`CreateFileMapping()`,`MapViewOfFile()`,`GetViewHandle()`,D,The steps state: 'Establish view with `MapViewOfFile()` (uses mapped object `HANDLE`)'.
What specifically does `CreateFileMapping()` create in the Windows API for shared memory?,A physical file on disk.,A temporary buffer in kernel space.,A named shared-memory object.,A pointer to the file's content.,An event for synchronization.,C,`CreateFileMapping()` creates a 'named shared-memory object'.
"What does `MapViewOfFile()` return, and what do accesses to this returned value signify?",It returns a file handle; accesses signify direct disk operations.,It returns a process ID; accesses signify inter-process messaging.,It returns a pointer to the shared-memory object; accesses to this memory are accesses to the file.,It returns a boolean indicating success; accesses signify a network connection.,It returns an error code; accesses signify a corrupted memory region.,C,`MapViewOfFile()` 'returns pointer to shared-memory object; accesses to this memory are accesses to the file'.
"When mapping a file in the Windows API, what extent of the file can be mapped?",Only the first page of the file.,Only a fixed 64KB portion.,Only the last section of the file.,The entire file or a specific portion of it.,Only files smaller than 1MB.,D,'Entire file or portion can be mapped'.
Which Windows API function is used by processes to remove their 'view' of a memory-mapped file?,`CloseHandle()`,`DeleteFileMapping()`,`UnmapViewOfFile()`,`ReleaseFile()`,`DetachMemory()`,C,'Both processes remove view with `UnmapViewOfFile()`'.
"According to the glossary, what is the definition of 'memory mapping'?",A technique for compressing files on disk.,A method to encrypt data stored in files.,A file-access method where a file is mapped into process memory space for direct memory access.,A system call specifically for network file transfers.,A hardware component that manages RAM allocation.,C,The glossary defines 'memory mapping' as 'File-access method where file is mapped into process memory space for direct memory access'.
"In the Windows context, what does the term 'file mapping' refer to?",The process of indexing files in a directory.,"The second step in memory-mapping a file, where an address range is defined.",The first step in memory-mapping a file.,A diagram illustrating the layout of a file on disk.,A network protocol for sharing files.,C,"The glossary defines 'file mapping' as 'In Windows, the first step in memory-mapping a file'."
What is the definition of a 'view' in the context of Windows memory-mapped files?,A graphical representation of the file's content.,A security permission level for file access.,An address range mapped in shared memory; the second step in memory-mapping a file.,A read-only copy of the entire file.,The internal data structure representing the file system.,C,"The glossary defines 'view' as 'In Windows, an address range mapped in shared memory; second step in memory-mapping a file'."
What is a 'named shared-memory object' in the Windows API?,A special type of file that only allows named access.,A section of a memory-mapped file accessible by name from multiple processes.,A hardware component for memory sharing.,A data structure used to track process names.,A cryptographic key for securing shared memory.,B,"The glossary defines 'named shared-memory object' as 'In Windows API, a section of a memory-mapped file accessible by name from multiple processes'."
