Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What purpose do 'Timestamps and user identification' attributes serve for a file?,To solely determine the file's physical location.,To compress the file data.,To define the file's internal structure.,"Useful for protection, security, and monitoring.",To specify the file's encoding scheme.,D,"Timestamps and user identification are 'useful for protection, security, monitoring.'"
Which of the following is an example of an 'extended file attribute' supported by newer file systems?,File name.,File size.,File creation date.,Character encoding.,File protection (read/write).,D,"Newer file systems support 'extended file attributes: character encoding, file checksum.'"
"Where is the information about all files, including their attributes, primarily kept?",In the CPU registers.,In the main memory (RAM).,In the directory structure.,In a separate network database.,Within each individual file's header.,C,"Info about all files is 'kept in directory structure, on same device as files.'"
Which of the following is NOT one of the common basic file operations provided by an OS as system calls?,Create.,Write.,Reposition.,Encrypt.,Delete.,D,"The text lists 'create, write, read, reposition, delete, truncate' as system calls, but not encrypt."
What are the two steps involved in 'Creating a file'?,Encrypting its contents and assigning an owner.,Formatting the disk and installing drivers.,Finding space in the file system and making a directory entry.,Loading it into memory and executing it.,Calculating its checksum and compressing it.,C,Creating a file involves 'Find space in file system' and 'Make entry for new file in directory.'
"For most file operations (except create/delete), what system call must be made first?",Close().,Execute().,Open().,Read().,Seek().,C,"The text states, 'All operations except create/delete require open() first.'"
"When 'Writing a file' sequentially, what does the system maintain to indicate the next location for data?",A read pointer.,A write pointer.,A file handle.,A directory entry.,An open count.,B,The system keeps a 'write pointer to next write location (sequential)' which is 'updated after each write.'
What is the 'current-file-position pointer' used for in file operations?,To indicate the physical block on disk where the file starts.,To track the total size of the file.,To specify the memory location for I/O buffers.,To determine the next location for both read and write operations within a file.,To point to the file's entry in the system-wide open-file table.,D,The 'Current operation location: per-process current-file-position pointer (shared by read/write).'
"What is the operation of changing the current-file-position pointer to a given value, which involves no actual I/O, commonly known as?",Truncate.,Write.,Seek.,Read.,Delete.,C,This operation is 'Also known as file seek.'
"Under what condition is the actual content of a file, which has 'hard links,' deleted?",Immediately when the first link is deleted.,When the file is truncated.,Only when the last hard link to the file is deleted.,When the operating system is restarted.,When a process modifies the file.,C,"For 'Hard links,' the 'actual content deleted only when last link deleted.'"
What does the 'Truncating a file' operation do?,Copies the file to a new location.,"Erases the contents but keeps the attributes, resetting file length to zero and releasing file space.",Renames the file without changing its content.,Compresses the file to save disk space.,Encrypts the file's data for security.,B,"Truncating a file means to 'Erase contents but keep attributes. Reset file length to zero, release file space.'"
What is the purpose of the 'open-file table' maintained by the OS?,To store user login credentials.,To list all files available on the system.,"To keep information about all currently open files, avoiding constant directory searching.",To track network connections.,To manage printer queues.,C,The OS keeps 'open-file table: info about all open files' to 'avoid constant directory searching.'
"When a file is closed, what happens to its entry in the open-file table?",Its access permissions are modified.,The OS removes the entry and releases any locks.,It is moved to a 'recently closed' list.,The file's content is deleted from disk.,A new hard link is automatically created.,B,"When a file is closed, the 'OS removes entry from open-file table, releases locks.'"
The `open()` system call takes the file name and performs which of the following actions?,It directly loads the entire file into memory.,"It searches the directory, copies the entry to the open-file table, and returns a pointer to it.",It creates a new directory for the file.,It permanently locks the file for exclusive access.,It calculates the file's checksum for integrity verification.,B,"`open()`: takes file name, searches directory, copies entry to open-file table, returns pointer to open-file table entry."
"When multiple processes open the same file, how does the OS typically manage this using internal tables?",Each process gets a complete copy of the file on disk.,The OS creates a single system-wide open-file table entry that multiple per-process entries can point to.,Only the first process is allowed to open the file; others are denied.,The OS implicitly closes the file for other processes.,All processes share a single current-file-position pointer.,B,"The OS uses two levels of internal tables: Per-process table and System-wide open-file table. When opened by another process, a new entry in process's table points to the system-wide entry."
What is the 'open count' attribute in the system-wide open-file table used for?,To track the number of times the file has been modified.,To count the total number of bytes read from the file.,To store the number of processes that currently have the file open.,To record the number of hard links to the file.,To limit the maximum number of times a file can be opened.,C,The 'open count' is the 'number of processes with file open.'
"Which type of file lock allows multiple processes to acquire it concurrently, similar to a reader lock?",Exclusive lock.,Mandatory lock.,Advisory lock.,Shared lock.,System lock.,D,A 'Shared lock' allows 'multiple processes acquire concurrently (like reader lock).'
"Which type of file lock allows only one process at a time to acquire it, similar to a writer lock?",Shared lock.,Advisory lock.,Exclusive lock.,Concurrent lock.,Passive lock.,C,An 'Exclusive lock' allows 'only one process at a time (like writer lock).'
"In which type of file-locking mechanism does the OS prevent other processes from accessing a locked file, ensuring locking integrity?",Advisory.,Shared.,Exclusive.,Mandatory.,Concurrent.,D,"In a 'Mandatory' locking system, the 'OS prevents other processes from accessing locked file.'"
"Which file-locking mechanism does NOT prevent access by other processes, requiring applications to manually acquire and respect locks (e.g., UNIX)?",Mandatory.,Exclusive.,Shared.,Advisory.,System-enforced.,D,"In an 'Advisory' locking system, the 'OS does not prevent access; text editor must manually acquire lock.'"
What is the common technique for the OS and users to recognize or support different file types?,Encrypting the file content.,Storing type information in a separate database.,"Including the type as part of the file name (e.g., name.extension).",Requiring all files to be text files.,Embedding a 'magic number' in every file.,C,A 'Common technique: include type as part of file name (name.extension).'
What is a 'shell script' typically defined as?,A binary executable program.,A file containing a set series of commands specific to a shell.,A compressed archive of multiple files.,A database file for user information.,An image file format.,B,A '.sh' is defined as a 'shell script (ASCII commands).'
"In macOS, what specific attribute helps the OS determine which application created a file, allowing it to open the correct app upon double-click?",File extension.,Magic number.,Creator attribute.,File size.,Protection bits.,C,"macOS files have a 'creator attribute (program that created it)' which is 'set by OS during create() call, enforced.'"
"In UNIX, what term refers to a number at the beginning of some binary files that indicates the data type, such as an image format?",File ID.,Header signature.,Magic number.,Type byte.,File extension.,C,UNIX uses a 'magic number at beginning of some binary files indicates data type.'
"What is a disadvantage of an Operating System supporting multiple, complex file structures?",It simplifies file backups.,It requires less disk space for file storage.,"It makes the OS large and cumbersome, and new applications with unsupported structures may have problems.",It enhances compatibility with all legacy systems.,It automatically encrypts all user data.,C,"Disadvantage of OS supporting multiple file structures: 'large, cumbersome OS' and 'New applications with unsupported structures: problems.'"
How does UNIX generally view files in terms of their internal structure?,As rigidly formatted databases.,As collections of pre-defined record types.,As a sequence of 8-bit bytes with no OS interpretation.,"As objects with complex, OS-enforced structures.",As encrypted archives only accessible by specific applications.,C,UNIX: 'each file is sequence of 8-bit bytes; no OS interpretation.'
What is the unit of I/O for disk systems?,Individual bits.,Logical records of varying length.,One block (physical record) of a well-defined size.,Entire files at once.,Network packets.,C,Disk systems: 'All disk I/O in units of one block (physical record); all blocks same size.'
What is 'internal fragmentation' in the context of file storage?,The scattering of file data across non-contiguous disk sectors.,Wasted disk space in the last block of a file due to block allocation.,Memory wasted within a program's address space.,The fragmentation of memory used by the OS kernel.,The unused space in a directory entry.,B,Internal fragmentation is 'Wasted disk space in last block of file due to block allocation.'
"What happens if a file of 1,949 bytes is stored on a system with 512-byte blocks in terms of internal fragmentation?",No fragmentation occurs as it fits perfectly.,"Only 3 blocks are used, and 393 bytes are wasted.","4 blocks are used, and 99 bytes are wasted.","It would require 5 blocks, wasting 51 bytes.",The file cannot be stored due to size mismatch.,C,"Example given: '1,949-byte file -> 4 blocks (2,048 bytes); 99 bytes wasted.'"
What is the primary consequence of using a larger block size in a file system?,Decreased disk access time.,Reduced internal fragmentation.,Greater internal fragmentation.,More efficient CPU utilization.,Elimination of the need for directories.,C,"The text states, 'larger block size -> greater fragmentation.'"
"What is the primary requirement for information stored in files, as stated in the text?",It must be compressed before storage.,It must be encrypted for security.,It must be accessed and read into memory.,It must be validated by the operating system.,It must be converted into a proprietary format.,C,The text explicitly states: 'Files store information; must be accessed and read into memory.'
"According to the text, what constitutes a major design problem regarding file access methods?",Ensuring data integrity during access.,Optimizing file compression algorithms.,Choosing the right method for a specific system.,Implementing distributed file locking mechanisms.,Deciding on the appropriate file system structure.,C,The text states that 'Choosing right method: major design problem.'
Which file access method is described as the simplest?,Direct access,Indexed access,Sequential access,Relative access,Hashed access,C,The text introduces 'Sequential access' as the 'Simplest access method'.
How is information typically processed when using sequential access?,"In a random order, based on user requests.","In parallel, using multiple threads.","In order, one record after another.","In reverse order, from end to beginning.",Based on an internal index structure.,C,"The text describes sequential access as processing 'Information processed in order, one record after another'."
Which types of applications are most commonly associated with sequential file access?,Database management systems,Airline reservation systems,Editors and compilers,Graphics rendering software,Real-time operating systems,C,"The text identifies sequential access as 'Most common (editors, compilers)'."
"In sequential access, what is the effect of the `read_next()` operation?",It reads a specific record by number.,It moves the file pointer to the beginning.,It reads the next portion of information and automatically advances the file pointer.,It appends new data to the end of the file.,It skips a specified number of records forward.,C,"The text states that `read_next()` 'reads next portion, automatically advances file pointer'."
What does the `write_next()` operation accomplish in sequential file access?,It overwrites a record at a specified position.,It creates a new file for writing.,It appends data to the end of the file and advances the pointer to the end of the newly written material.,It writes data to a temporary buffer.,It writes data only if the file pointer is at the beginning.,C,"The text specifies that `write_next()` 'appends to end, advances to end of newly written material'."
Is it possible to reset a file to its beginning when using sequential access?,"No, once read, a sequential file cannot be reset.",Only if the file is very small.,"Yes, the file can be reset to the beginning.",Only if the system supports skipping backward `n` records.,Only by closing and reopening the file.,C,The text states: 'File can be reset to beginning.'
The concept of sequential access is primarily based on which storage device model?,Disk drive,Solid-state drive,Random-access memory (RAM),Tape model of file,Optical disc,D,The text mentions that sequential access is 'Based on tape model of file'.
On which types of devices can sequential access be performed?,Only sequential-access devices.,Only random-access devices.,Both sequential-access and random-access devices.,Network-attached storage only.,Only devices with fixed-length logical records.,C,The text states: 'Works on sequential-access devices and random-access ones'.
"Besides 'direct access', what is another name for this file access method?",Indexed access,Hashed access,Parallel access,Relative access,Stream access,D,The text introduces 'direct access (or relative access)' as another method.
"In direct access, how are file contents typically structured?",As variable-length data streams.,As unformatted raw bytes.,As fixed-length logical records.,As a hierarchical directory tree.,As dynamically sized blocks.,C,The text states that a file in direct access consists of 'fixed-length logical records'.
What is the characteristic of read/write operations in direct access regarding order?,Records must be read/written strictly in order.,Records are read/written rapidly in no particular order.,Records are written sequentially but read randomly.,Records are read sequentially but written randomly.,Order depends on the file's creation time.,B,The text explicitly states: 'Programs read/write records rapidly in no particular order' and 'No restrictions on read/write order'.
Direct access is primarily based on which storage device model?,Tape model,Disk model of file,Printer spooler,Network share,Cloud storage,B,The text states that direct access is 'Based on disk model of file (disks allow random access)'.
How is a file viewed when using direct access?,As an unstructured collection of bytes.,As a continuous stream of characters.,As a numbered sequence of blocks/records.,As a hierarchical tree of directories.,"As a single, large block of data.",C,The text specifies: 'File viewed as numbered sequence of blocks/records'.
For what kind of applications is direct access particularly useful?,Text editing and compilation.,Archiving and backup solutions.,"Immediate access to large amounts of information (e.g., databases).",Streaming audio and video content.,Batch processing of financial transactions.,C,"The text highlights its 'Great use for immediate access to large info amounts (e.g., databases)'."
What additional parameter is included in direct-access file operations like `read()` and `write()` compared to sequential access?,File path.,Data buffer size.,Block number.,User permissions.,Timestamp.,C,"The text specifies: 'Direct-access file operations: include block number as parameter. `read(n)`, `write(n)` instead of `read_next()`, `write_next()`'."
"If `read_next()` and `write_next()` are retained in a direct access system, what additional operation might be provided to allow random access?",`skip_to_end()`,`reset_file()`,`position_file(n)`,`get_current_position()`,`seek_relative()`,C,"The text states an 'Alternative: retain `read_next()`, `write_next()`, add `position_file(n)`'."
What is a relative block number?,A physical address on the disk.,The total number of blocks in a file.,"An index relative to the beginning of the file (e.g., first is 0, next 1).",A cryptographic hash of the block content.,The block's size in bytes.,C,"The text defines 'Relative block number' as an 'index relative to beginning of file (first is 0, next 1, etc.)'. The glossary confirms 'first is block 0'."
What problem does the operating system handle in relation to file placement in direct access?,The compression problem.,The security problem.,The allocation problem.,The indexing problem.,The synchronization problem.,C,The text states: 'OS decides file placement (allocation problem)'. The glossary defines 'allocation problem' as 'OS determination of where to store file blocks'.
What is a benefit of using relative block numbers from the perspective of user access?,It allows users to directly manipulate disk sectors.,It simplifies data encryption.,It prevents users from accessing non-file portions of the file system.,It enables faster network transfers.,It automatically reclaims unused disk space.,C,The text states that relative block numbers prevent 'user from accessing non-file portions of file system'.
"According to the text, what are the common starting points for relative block numbers in different systems?",All systems start at 0.,All systems start at 1.,"Some systems start at 0, others at 1.",They always start at the current physical block number.,They vary based on file size.,C,"The text states: 'Some systems start relative block numbers at 0, others at 1'."
How is a request for record N typically translated into an I/O request in a direct access system?,Into a request for N bytes at a random location.,Into an I/O request for N bytes starting at N * (logical record length).,Into a request to read the entire file up to record N.,Into a sequential read starting from block 0.,"Into a request for N blocks, regardless of size.",B,The text details: 'Satisfying request for record N: turned into I/O request for N bytes starting at N * (logical record length)'.
What is a key advantage of having fixed-size logical records in direct access files?,They increase data compression efficiency.,They allow for more flexible data structures.,"They make it easy to read, write, and delete a record.",They reduce the need for file indexing.,They enable real-time data streaming.,C,"The text states: 'Logical records fixed size: easy to read, write, delete a record'."
Is it a universal standard for operating systems to support both sequential and direct access methods?,"Yes, all modern OS support both.","No, not all OS support both sequential and direct access.",Only OS designed for servers support both.,Both are supported only if the file system is NTFS.,Only legacy OS support both.,B,The text clearly states: 'Not all OS support both sequential and direct access'.
What requirement do some operating systems impose regarding access methods at file creation time?,Files must be defined as read-only at creation.,Files must be encrypted at creation.,Files must be defined as sequential or direct at creation.,Files must have a minimum size specified at creation.,Files must be associated with a user group at creation.,C,The text states: 'Some require file defined as sequential/direct at creation'.
How can sequential access be simulated on a direct-access file?,By converting the file to a tape format.,By always starting reads from block 0.,By keeping a `cp` variable for the current position.,By implementing a complex indexing scheme.,It is not possible to simulate sequential access on a direct-access file.,C,The text indicates: 'Simulate sequential access on direct-access file: keep `cp` variable for current position'.
What is the efficiency implication of attempting to simulate direct access on a sequential-access file?,It is highly efficient due to optimized I/O.,It is impossible to achieve.,It is extremely inefficient and clumsy.,"It provides moderate performance, but not ideal.",It requires specialized hardware.,C,The text states: 'Simulating direct-access on sequential-access: extremely inefficient and clumsy'.
What is the underlying access method upon which 'other access methods' (like indexed access) are built?,Sequential access.,Network access.,Direct-access method.,Memory-mapped access.,Stream access.,C,The text notes: 'Built on top of direct-access method'.
What is constructed for a file in 'other access methods' to facilitate finding records?,A hash table.,A linked list.,An index.,A buffer cache.,A directory entry.,C,The text states: 'Involve constructing an index for the file'.
What is the primary purpose of an index in file access methods?,To compress file data.,To secure file contents.,To contain pointers to various blocks for direct access.,To log all file modifications.,To provide a graphical representation of file structure.,C,The text describes an index as containing 'pointers to various blocks (like book index)'.
What is the general process to find a record when using an index?,Sequentially scan the entire file.,"Search the index, then use a pointer to access the file directly.",Send a network request to a central server.,Reconstruct the file from fragmented blocks.,Decrypt the file and then scan.,B,"The text outlines the process: 'Find record: search index, use pointer to access file directly'."
"In the example of a retail-price file, what are the contents and how is it sorted?","Customer names, sorted by last name.","UPCs and prices, sorted by UPC.","Product descriptions, sorted alphabetically.","Transaction dates, sorted by month.","Employee IDs, sorted by hire date.",B,"The text provides the example: 'retail-price file (UPCs, prices). Sorted by UPC'."
What is the described solution for handling index files that are too large to fit in memory?,Discard the index and use sequential access.,"Store the entire index on a separate, faster disk.",Create an index for the index file (primary index pointing to secondary index).,Use a hash function instead of an index.,Only allow very small files to be indexed.,C,The text states: 'Solution: index for the index file (primary index → secondary index → data)'.
"In IBM ISAM (indexed sequential-access method), how are the main index, secondary index, and data related?",The main index points directly to data blocks.,The secondary index points to the main index.,"A small main index points to disk blocks of secondary index, which then point to actual file blocks.","All indexes are stored in a single, large file.",There is only one level of indexing.,C,The text explains ISAM: 'Small main index points to disk blocks of secondary index. Secondary index blocks point to actual file blocks'.
Describe the steps involved in locating an item using the IBM ISAM method.,Sequential search main index → sequential search secondary index → sequential search block.,Binary search main index → get secondary index block → binary search secondary index → find block with record → sequential search block.,Direct access to data block using a computed hash.,Linear scan of the entire file from start to end.,Binary search on data blocks directly.,B,The text outlines the process: 'Find item: binary search main index → get secondary index block → binary search secondary index → find block with record → sequential search block'.
"In the described IBM ISAM example, what is the maximum number of direct-access reads required to locate any record?",One.,Two.,Three.,Four.,Unlimited.,B,"The text states: 'Any record located by at most two direct-access reads'. This refers to disk I/O, typically one for the secondary index block and one for the actual data block."
"According to the glossary, what is the definition of 'sequential access'?",File contents read in random order.,"File-access method: contents read in order, beginning to end.",File contents designated as fixed-length structured data.,OS determination of where to store file blocks.,Access method built on direct access with pointers.,B,"The glossary defines 'sequential access' as 'File-access method: contents read in order, beginning to end'."
"As defined in the glossary, what characterizes 'direct access'?",File contents processed sequentially.,File-access method: contents read in random order.,Information appended to the end of the file.,Data accessed only if sorted.,Method suitable for tape devices only.,B,The glossary defines 'direct access' as 'File-access method: contents read in random order'.
"What does the term 'logical records' refer to in the context of file access, according to the glossary?",Unstructured raw data streams.,File contents logically designated as fixed-length structured data.,Temporary data stored in memory buffers.,System logs of file operations.,Metadata about file permissions.,B,The glossary defines 'logical records' as 'File contents logically designated as fixed-length structured data'.
"Based on the glossary, what is an 'index' in the context of file access?",A unique identifier for a file.,A file containing only text data.,An access method built on direct access; file contains index with pointers to contents.,A record of all file access attempts.,A compressed version of a file.,C,The glossary defines 'index' as 'Access method built on direct access; file contains index with pointers to contents'.
"Regarding file access methods, what variety exists across different systems?",All systems provide sequential access only.,All systems provide multiple access methods.,"Some systems provide only one access method, while others provide many.",Most systems prioritize direct access exclusively.,Only research systems explore multiple methods.,C,The text states: 'Some systems provide only one access method; others many'.
Do all sequential access systems allow skipping forward or backward `n` records?,"Yes, this is a standard feature.","No, only direct access allows this.",Only some sequential access systems provide this capability.,This feature is limited to `read_next()` operations.,It's only possible if the file is very small.,C,"The text notes: 'Some systems: skip forward/backward `n` records', implying it's not a universal feature."
"What is the primary function of a directory in a file system, as defined in the provided text?",To store the actual data content of files.,To manage disk space allocation for files.,To serve as a symbol table translating file names to file control blocks.,To provide an interface for user authentication.,To encrypt file contents for security.,C,The text defines a directory as a 'symbol table translating file names to file control blocks'.
Which of the following operations is NOT listed as a required ability for directory organization?,Insert entries,Delete entries,Search for a named entry,Compress entries,List all entries,D,"The text lists 'Insert entries', 'Delete entries', 'Search for named entry', and 'List all entries' as required abilities. 'Compress entries' is not mentioned."
"When a file is deleted from a directory, what potential issue is explicitly mentioned in the text that might require defragmentation?",The file's data is immediately overwritten by new data.,The file's permissions are reset to default.,It may leave a 'hole'.,The file's inode is permanently locked.,All hard links to the file are automatically removed.,C,"The text states that 'Delete a file: Remove file from directory; may leave hole, defragmentation needed'."
What is the primary purpose of the 'Traverse the file system' operation on a directory?,To change file permissions for all files.,To access every directory/file for operations like backup or space release.,To optimize file access speeds.,To synchronize file data across multiple servers.,To create new directory entries automatically.,B,"The text states, 'Traverse the file system: Access every directory/file; for backup or space release'."
"Which of the following is a primary limitation of a single-level directory structure, especially for multiple users?",It requires excessive memory to store file names.,It makes it difficult to implement file sharing.,"Files must have unique names, leading to name collisions.",It does not support deletion of files.,It is too complex to understand for new users.,C,"The text states, 'Files must have unique names (name collision problem for multiple users)' as a limitation of single-level directories."
What characteristic best describes the simplicity of a single-level directory structure?,It supports complex access control lists.,It easily integrates with network file systems.,All files reside in the same directory.,It employs advanced indexing algorithms.,It allows for hierarchical organization.,C,The text describes the single-level directory as the 'Simplest structure: all files in same directory'.
"In a two-level directory system, what does MFD stand for and what is its primary function?",Main File Database; stores all file data.,Master File Directory; contains user authentication information.,"Main File Directory; indexed by user name/account, points to UFD.",Metadata File Descriptor; describes file attributes.,Modular File Directory; manages distributed file systems.,C,"The text defines MFD as 'System's main file directory (MFD) indexed by user name/account, points to UFD'."
How does a two-level directory system address the name collision problem found in single-level directories?,By automatically renaming files to unique identifiers.,By limiting the total number of files a user can create.,"By allowing different users to have the same file names, unique within their respective UFDs.",By requiring users to specify a full path to every file.,By disallowing multiple users from accessing the same system.,C,"The text states, 'Different users can have same file names (unique within each UFD)', which resolves the name collision problem."
What is a significant disadvantage of the two-level directory structure regarding user interaction and collaboration?,It requires all users to be administrators.,"It isolates users, making cooperation difficult.",It limits the size of individual user files.,It consumes excessive CPU resources for directory lookups.,It does not support executable files.,B,The text lists 'Isolates users; disadvantage for cooperation' as a disadvantage.
"In a two-level directory system, if User A wants to access a file named `report.txt` belonging to User B, how must User A specify the file?",By only specifying `report.txt` in their own UFD.,By changing their current directory to User B's UFD.,"By specifying User B's name and the file name, forming a path name like `/userb/report.txt`.",By requesting administrator approval for access.,By using a relative path name from the root.,C,"The text states, 'To access another user's file, must specify user name and file name. User name + file name = path name. Example: `/userb/test.txt`'."
"To avoid wasting space by copying system files to every User File Directory (UFD) in a two-level directory system, what solution is proposed?",System files are stored directly in the Main File Directory (MFD).,System files are made read-only for all users.,"A special user directory (e.g., user 0) is created for system files.",System files are compressed and linked to UFDs.,System files are accessed via a network share.,C,"The text suggests, 'Solution: special user directory for system files (e.g., user 0)' to prevent space waste."
What is a 'search path' in the context of a two-level directory system?,The sequence of users authorized to access a specific file.,The predefined route taken by the OS to find user directories.,The sequence of directories searched by the OS for an executable file when a command is executed.,The order in which files within a UFD are indexed.,The historical log of all file searches performed.,C,The text defines 'search path' as the 'Sequence of directories searched for an executable file when a command is executed'.
"What is the most common directory structure, described as a generalization of the two-level directory to an arbitrary height?",Single-level directory,Flat-file directory,Tree-structured directory,Acyclic-graph directory,General graph directory,C,"The text states, 'Generalization of two-level directory to arbitrary height. Most common directory structure' refers to the tree-structured directory."
How is a directory (or subdirectory) often distinguished from a regular file in a tree-structured directory system?,By a unique file extension.,By its file size being zero.,"By a specific bit in its entry (e.g., 0 for file, 1 for subdirectory).",By being stored in a different physical location on disk.,By having read-only permissions by default.,C,"The text states, 'Directory often treated as special file; one bit defines entry as file (0) or subdirectory (1)'."
"When a process references a file in a tree-structured directory system, where does the operating system typically search first if the file is not specified with a full path?",The root directory.,The user's home directory.,The process's current directory.,A system-wide default directory.,The directory where the executable file resides.,C,"The text states, 'Each process has a current directory. Reference to file: current directory searched'."
What is the key difference between an 'absolute path name' and a 'relative path name' in a tree-structured directory?,"Absolute path names are for directories, relative for files.","Absolute path names begin at the root, while relative path names define a path from the current directory.","Absolute path names are for local files, relative for network files.","Absolute path names are shorter, relative path names are longer.","Absolute path names include file extensions, relative path names do not.",B,"The text defines 'Absolute path name: begins at root (e.g., ""/""), follows path down.' and 'Relative path name: defines path from current directory'."
"What happens when a non-empty directory is deleted in some tree-structured directory systems, such as with UNIX's `rm -r` command?",The operation is immediately rejected.,"Only the directory entry is removed, leaving its contents as orphaned files.",The directory and all its files/subdirectories are deleted recursively.,The directory is moved to a quarantine area for manual review.,The user is prompted to manually move all contents first.,C,"The text explains, 'Others (e.g., UNIX `rm -r`): delete directory and all its files/subdirectories recursively. More convenient, but dangerous'."
What is the primary advantage of an acyclic-graph directory structure compared to a tree-structured directory?,It simplifies path name resolution.,It allows directories to share subdirectories and files.,It prevents unauthorized access to files.,It has faster search times for all files.,It inherently supports version control.,B,"The text states, 'Allows directories to share subdirectories and files'."
How is a 'link' typically implemented in an acyclic-graph directory system?,As a duplicate copy of the target file for redundancy.,As a special directory entry containing the actual data of a shared file.,"As a pointer (e.g., absolute/relative path name) to another file/subdirectory.",As an encrypted container for secure file sharing.,As a network address for remote file access.,C,"The text states, 'Link: pointer to another file/subdirectory (e.g., absolute/relative path name)'."
"In the context of acyclic-graph directories, what does it mean to 'resolve' a link?",To compress a file for storage efficiency.,To verify the integrity of a file system.,To follow a link and find the target file.,To repair a broken directory entry.,To establish a new hard link.,C,The text defines 'Resolve: use path name in link to locate real file'.
"What problem, referred to as 'aliasing', arises in acyclic-graph directories due to shared files?",Only one user can access a shared file at a time.,The file's contents can be corrupted easily.,Multiple absolute path names exist for the same file.,The operating system cannot track file modifications.,Shared files require dedicated server hardware.,C,The text lists as a problem: 'Multiple absolute path names for same file (aliasing)'.
"When a file is deleted in an acyclic-graph directory system, what problem can arise if other links to the file still exist?","The file's data is immediately lost, regardless of other links.",The file's security permissions are revoked.,It may leave 'dangling pointers'.,The entire directory structure must be rebuilt.,The file is automatically moved to a recycle bin.,C,"The text states, 'Deleting file leaves dangling pointers if other links exist'."
How does an acyclic-graph directory system typically handle the deallocation of space for shared files to prevent dangling pointers and premature deletion?,By manually checking all possible links before deletion.,By using a 'reference count' to track the number of links to a file.,By relying on symbolic links that automatically update.,By marking the file as 'hidden' instead of deleting it.,By disallowing shared files from being deleted by users.,B,"The text explains, 'Preserve file until all references deleted: use reference count. Increment count on new link/entry, decrement on deletion. Delete when count is 0'."
What type of links does UNIX typically use for the 'reference count' mechanism in acyclic-graph directories to manage shared files?,Soft links,Symbolic links,Hard links,Network links,Indirect links,C,"The text states, 'UNIX uses for hard links' in the context of reference counts."
What is the primary characteristic that distinguishes a general graph directory from an acyclic-graph directory?,It uses distributed storage.,It allows cycles (loops) in the directory structure.,It provides stronger security features.,It only supports read-only files.,It does not allow file sharing.,B,"The text states, 'Allows cycles in the directory structure' as the distinguishing feature."
