Front,Back,Reversible
What is a limitation of equal and proportional allocation regarding process priority?,High-priority processes are treated the same as low-priority processes.,y
How can process priority be factored into frame allocation?,"By using proportional allocation based on process priority, or a combination of size and priority.",y
What is 'global replacement'?,"A page-replacement strategy where a process selects a replacement frame from all frames in the system, even if they are allocated to another process.",y
What is 'local replacement'?,A page-replacement strategy where a process selects a replacement frame only from its own allocated frames.,y
How does local replacement affect a process's frame allocation?,The number of frames allocated to a process does not change.,y
How does global replacement affect a process's frame allocation?,A process can increase its number of allocated frames by taking them from other processes.,y
What is a major problem associated with global replacement?,A process's performance depends on the paging behavior of other processes (external circumstances).,y
What is a key characteristic of local replacement regarding process performance?,A process's performance depends only on its own paging behavior.,y
Which page-replacement strategy generally leads to greater system throughput and is more common?,Global replacement.,y
What is a page fault?,An event where a page is referenced but has no valid mapping in memory.,y
What are the two types of page faults?,Major page faults (also known as hard faults) and minor page faults (also known as soft faults).,y
What is a 'major fault'?,A page fault that is resolved by performing I/O to bring the required page from secondary storage (backing store) into memory.,y
What actions are required to resolve a major page fault?,Reading from the backing store and updating the page table.,y
When do demand paging systems typically experience a high number of major faults?,"Initially, when many pages are first accessed and need to be loaded from disk.",y
What is a 'minor fault'?,A page fault that is resolved without paging in data from secondary storage.,y
Provide a reason for a minor page fault involving shared libraries.,"A shared library page may already be in memory, but the process has no logical mapping to it, requiring only an update to the process's page table.",y
Provide a reason for a minor page fault involving a reclaimed page.,"A page that was previously reclaimed to the free-frame list but not yet zeroed or reallocated can be reassigned to a process, requiring only its removal from the free-frame list.",y
How does the time consumption of minor faults compare to major faults?,Minor faults are less time-consuming than major faults.,y
What Linux command can be used to observe major and minor page faults?,"ps -eo min_flt,maj_flt,cmd",y
"What is a common observation regarding major and minor faults in Linux processes, and why?","Major faults are typically low, while minor faults are high, because Linux processes heavily use shared libraries.",y
"In a global page-replacement strategy, when are page replacements triggered?","When the free-frame list falls below a certain threshold, not necessarily at zero.",y
What is the purpose of triggering page replacements before the free-frame list is exhausted?,To ensure there is always sufficient free memory available.,y
What are 'reapers' in the context of memory management?,Routines that scan memory and free frames to maintain a minimum level of free memory.,y
When are kernel 'reaper' routines triggered?,When the amount of free memory falls below a minimum threshold.,y
From which processes do reapers reclaim pages?,"From all processes, excluding kernel processes.",y
How do reapers select pages for reclamation?,"They use page-replacement algorithms, typically LRU approximation.",y
When are reapers suspended and resumed?,They are suspended when free memory reaches a maximum threshold and resumed when it falls back below the minimum threshold.,y
What happens if reapers are unable to maintain free frames using their typical algorithm?,"They reclaim pages more aggressively, potentially using simpler algorithms like pure FIFO.",y
What is the 'out-of-memory (OOM) killer'?,A Linux routine that terminates processes to free memory when the amount of free memory becomes very low.,y
How is the OOM score used by the OOM killer?,A higher OOM score indicates a higher likelihood of the process being terminated.,y
How is a process's OOM score calculated?,By its memory usage percentage.,y
What is the path to view a process's OOM score in Linux?,/proc/<pid>/oom_score,y
Who can configure the minimum and maximum thresholds for reaper routines?,The system administrator.,y
What is the typical assumption about memory access in virtual memory systems?,Uniform memory access (UMA).,y
What is 'non-uniform memory access (NUMA)'?,"An architecture, common in systems with multiple CPUs, where memory access time varies based on the CPU core accessing it.",y
How does CPU access time differ in NUMA systems?,"A CPU accesses memory located locally (e.g., on the same system board) faster than memory located remotely.",y
What is the trade-off with NUMA systems compared to uniform access systems?,"NUMA systems are slower than uniform access for some operations, but they allow for more CPUs, leading to greater throughput and parallelism.",y
Why is managing page frame location critical for NUMA performance?,"To ensure that frames are allocated as close as possible to the CPU that will access them, minimizing latency.",y
How does a NUMA-aware system handle frame allocation during a page fault?,It attempts to allocate a frame that is physically close to the CPU experiencing the fault.,y
How can the scheduler improve performance in NUMA systems?,"By tracking the last CPU a process ran on and scheduling it on the same CPU, then allocating frames close to that CPU, leading to improved cache hits and decreased memory access times.",y
What issue do threads introduce for NUMA memory allocation?,"If a process has threads running on different system boards, allocating memory optimally for all threads becomes a challenge.",y
How does Linux address NUMA challenges related to scheduling domains?,"The kernel identifies scheduling domains, and the CFS scheduler tries to prevent thread migration across these domains to avoid memory access penalties.",y
How does Linux address NUMA challenges related to memory allocation?,"It maintains a separate free-frame list for each NUMA node, ensuring that a thread is allocated memory from the node it is running on.",y
What are 'lgroups' in Solaris?,"Locality groups in the kernel that gather CPUs and memory, allowing for optimized memory access within a defined latency.",y
Describe the structure and access within a Solaris lgroup.,"Each lgroup consists of a set of CPUs and memory, where any CPU in the group can access any memory in that group within a defined latency. Lgroups can also form a hierarchy.",y
How does Solaris utilize lgroups for scheduling and memory allocation?,"Solaris schedules threads and allocates memory within an lgroup; if not possible, it uses nearby lgroups to minimize memory latency and maximize CPU cache hit rates.",y
