Front,Back,Reversible
Describe the 'Additional-reference-bits algorithm'.,"It keeps an 8-bit byte for each page. On a timer interrupt (e.g., every 100ms), the OS shifts the reference bit into the high-order bit of the byte and shifts others right. The 8-bit shift registers show the history, and the page with the lowest number is considered LRU.",y
What is another name for the 'Second-chance page-replacement algorithm'?,The clock algorithm.,y
Describe the 'second-chance page-replacement algorithm'.,"It's a basic FIFO algorithm. If a selected page's reference bit is 0, it's replaced. If the reference bit is 1, it's given a second chance: the bit is cleared, its arrival time is reset, and it's not replaced until others are replaced or given second chances.",y
How is the second-chance algorithm typically implemented?,"As a circular queue with a pointer that advances, clearing reference bits, until a page with a 0-bit is found.",y
When does the second-chance algorithm degenerate to FIFO?,If all reference bits are set.,y
What is the 'clock' in the context of the second-chance algorithm?,A circular queue in the second-chance algorithm containing possible victim frames.,y
What two bits does the 'Enhanced second-chance algorithm' consider?,"The reference bit and the modify bit, as an ordered pair (reference bit, modify bit).",y
"List the four classes of pages in the Enhanced second-chance algorithm, from best to worst for replacement.","1. (0, 0): neither recently used nor modified (best to replace). 2. (0, 1): not recently used but modified (needs write-out). 3. (1, 0): recently used but clean (likely used again soon). 4. (1, 1): recently used and modified (likely used again soon, needs write-out).",y
What is the replacement preference in the Enhanced second-chance algorithm?,"It replaces the first page found in the lowest nonempty class, preferring clean pages to reduce I/Os.",y
How do counting-based page replacement algorithms generally work?,They keep a counter of references for each page.,y
Describe the 'Least Frequently Used (LFU)' page replacement algorithm.,It selects the page with the smallest access count for replacement.,y
What is a problem with the LFU algorithm?,A page that was heavily used initially but is now unused might retain a high count and not be replaced readily.,y
How can the problem of high counts in LFU be mitigated?,By shifting counts right periodically (creating an exponentially decaying average).,y
Describe the 'Most Frequently Used (MFU)' page replacement algorithm.,"It selects the page with the smallest access count for replacement, assuming that pages with the smallest count were just brought in and are therefore likely to be used in the future.",y
Are LFU and MFU common in practice?,Neither LFU nor MFU are common because they are expensive to implement and do not approximate the optimal algorithm well.,y
What is the purpose of 'Page-buffering algorithms'?,They are used in addition to page replacement algorithms to improve performance.,y
How does a 'pool of free frames' page-buffering algorithm work?,"On a page fault, the desired page is read into a free frame from the pool before the victim is written out, allowing the process to restart faster. The victim frame is added to the pool after its write-out.",y
How does a 'list of modified pages' page-buffering algorithm work?,"When the paging device is idle, modified pages are written to secondary storage and their modify bits are reset, increasing the probability of a clean page for replacement (no write-out needed during fault).",y
What is the benefit of a 'pool of free frames remembering old page' algorithm?,"If an old page is needed before its frame is reused, it can be reused directly from the pool without I/O. The free-frame pool is checked first on a page fault.",y
Which operating system uses page buffering with the second-chance algorithm?,UNIX.,y
Why might some applications perform worse with OS virtual memory buffering?,"Applications often understand their memory/storage use better than general-purpose OS algorithms, and double buffering can occur if both the OS and application buffer I/O.",y
Provide an example of an application scenario where general-purpose OS algorithms might be inefficient.,"Data warehouses performing sequential reads then computations/writes. LRU might remove older pages that will be read again, making MFU potentially more efficient.",y
What is 'raw disk'?,"Direct access to secondary storage as a large sequential array of logical blocks, bypassing file-system services.",y
What file-system services does 'raw I/O' bypass?,"Demand paging, locking, prefetching, allocation, names, and directories.",y
When are raw partitions generally efficient?,"They are efficient for specific applications that can manage their own storage, but most applications are better served by regular file-system services.",y
