Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"In Windows, what does the 'working-set minimum' define?",The maximum number of pages a process can ever use.,The minimum number of pages guaranteed to a process in memory.,The initial number of pages allocated to a process at creation.,The smallest possible size of a virtual page.,The threshold for initiating automatic working-set trimming.,B,The 'working-set minimum' is the minimum number of frames (pages) guaranteed to a process in memory.
What is the default 'working-set maximum' assigned to a process upon creation in Windows?,50 pages,100 pages,256 pages,345 pages,512 pages,D,"Upon process creation, Windows assigns a default 'working-set maximum' of 345 pages."
What is the purpose of 'automatic working-set trimming' in Windows?,To increase the working-set size of active processes.,To decrease working-set frames for processes if a minimum free memory threshold is reached.,To periodically write all process pages to disk.,To ensure all processes reach their working-set maximum.,To optimize the initial allocation of memory to new processes.,B,Automatic working-set trimming is a global replacement tactic in Windows that decreases working-set frames for processes if the free memory falls below a threshold.
When does Windows perform a local LRU page replacement policy?,Only when the system boots up.,When a process is at its working-set maximum and there is insufficient free memory.,When a process is below its working-set minimum.,When `automatic working-set trimming` is active.,When the `hard working-set limits` are ignored.,B,"If a process is at its working-set maximum and there is insufficient free memory, the kernel selects a page from that process's working set for replacement using a local LRU policy."
Which of the following virtual memory features is NOT explicitly mentioned as implemented by Windows?,Demand paging,Copy-on-write,Memory compression,"First-In, First-Out (FIFO) page replacement",Shared libraries,D,"Windows implements demand paging, copy-on-write, paging, memory compression, and shared libraries. Its page replacement is an LRU-approximation clock algorithm (second-chance), not FIFO."
"In Solaris, what is the role of the `lotsfree` parameter?",It defines the maximum amount of physical memory available.,It is the threshold for Solaris to begin paging activities.,It specifies the number of pages to scan per second.,It determines the desired free memory level.,It represents the number of pages reclaimed by `kswapd`.,B,"`lotsfree` is a parameter in Solaris that serves as a threshold; if free pages fall below this value, the pageout process starts."
How often does the Solaris kernel check free memory against the `lotsfree` parameter?,Once per second,Twice per second,Four times per second,Every 30 seconds,Only when a page fault occurs,C,The Solaris kernel checks free memory against `lotsfree` four times per second.
Describe the 'two hands' mechanism used by the Solaris pageout process.,"One hand for reading from disk, one for writing to disk.","One hand for user pages, one for kernel pages.",A front hand to reset reference bits and a back hand to check them and reclaim pages.,"One hand for active pages, one for inactive pages.",Two distinct processes that simultaneously scan memory.,C,"The Solaris pageout process uses two hands: a front hand scans pages setting reference bits to 0, and a back hand checks those bits, reclaiming pages if they are still 0."
"In Solaris, what is `scanrate`?",The frequency at which the pageout process awakens.,The speed at which data is transferred to secondary storage.,The number of pages scanned per second by the pageout process.,The rate at which processes are swapped out of memory.,The time taken to clear and check a page's reference bit.,C,"`scanrate` in Solaris refers to the number of pages per second scanned by the pageout process, ranging from `slowscan` to `fastscan`."
What action does the Solaris kernel take if it cannot maintain `desfree` memory for a 30-second average?,It increases the `scanrate` to its maximum.,It calls the pageout process for every new page request.,"It starts to swap out idle processes, freeing all their pages.",It stops all new process creation.,It reconfigures the `lotsfree` parameter.,C,"If Solaris is unable to maintain `desfree` memory for a 30-second average, the kernel swaps processes, specifically looking for idle ones, to free their pages."
What is 'priority paging' in Solaris?,Giving higher priority to kernel pages over user pages.,"Prioritizing selection of victim frames based on criteria, such as avoiding shared library pages.",A method to quickly page out low-priority processes.,Ensuring critical system processes always reside in physical memory.,Assigning different page replacement algorithms based on process priority.,B,"Priority paging is when Solaris prioritizes the selection of victim frames based on certain criteria, such as explicitly skipping shared library pages even if they are eligible for reclamation."
"In Solaris, what happens if free memory falls below `minfree`?",The system halts to prevent data corruption.,The pageout process is called for every new page request.,The `scanrate` is automatically set to `slowscan`.,Only shared library pages are reclaimed.,The `lotsfree` parameter is adjusted dynamically.,B,"If the system is unable to maintain `minfree`, the Solaris pageout process is called for every new page request, indicating an extreme memory shortage."
Which of the following is NOT a feature or mechanism mentioned as part of Solaris's memory management?,Two-hand pageout process,`lotsfree` parameter,`kswapd` daemon,Priority paging,`desfree` parameter,C,"`kswapd` is the page-out daemon process specific to Linux, not Solaris. Solaris uses its own 'pageout process'."
What is the definition of 'clustering' as provided in the text?,A method for grouping CPUs to handle memory tasks.,Paging in a group of contiguous pages when a single page is requested via a page fault.,The act of collecting fragmented memory pages.,A system's ability to run multiple virtual machines.,Organizing processes into distinct memory regions.,B,Clustering is defined as 'Paging in a group of contiguous pages when a single page is requested via a page fault'.
"According to the provided definitions, what does 'working-set maximum' refer to?",The minimum number of frames guaranteed to a process in Windows.,The total physical memory available on the system.,The maximum number of frames allowed to a process in Windows.,The number of frames that are actively being used by the kernel.,The upper limit of virtual address space.,C,The 'working-set maximum' is defined as the 'Maximum number of frames allowed to a process in Windows'.
What is the meaning of 'hard working-set limit' in Windows?,A soft suggestion for memory usage that can always be exceeded.,The minimum guaranteed memory for a process.,The maximum amount of physical memory a process is allowed to use.,The total size of the swap file.,"A limit that can only be set by the operating system, not by the user.",C,The 'hard working-set limit' is defined as the 'Maximum amount of physical memory a process is allowed to use in Windows'.
What is the definition of 'priority paging' from the provided text?,Assigning a priority level to each page in memory.,"Prioritizing selection of victim frames based on criteria, e.g., avoiding shared library pages.",A mechanism to give preference to paging in critical system pages.,The process of quickly freeing memory for high-priority applications.,The ability to dynamically adjust page sizes based on priority.,B,"Priority paging is defined as 'Prioritizing selection of victim frames based on criteria, e.g., avoiding shared library pages'."
"In Linux, if the `active_list` grows larger than the `inactive_list`, what action is taken regarding pages from the `active_list`?",They are immediately written to swap space.,They are moved from the front of the `active_list` to the rear of the `inactive_list`.,Their accessed bits are permanently set to 1.,They are marked as read-only.,They are deallocated and added to the free frames list.,B,"If the `active_list` grows larger than the `inactive_list`, pages from the front (least recently used) of the `active_list` move to the `inactive_list`, making them eligible for reclamation."
