Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Why does the OS I/O subsystem aim to optimize I/O for maximum concurrency?,To reduce electricity consumption.,To ensure data redundancy.,Because devices are a performance bottleneck.,To simplify device driver development.,To increase the system's aesthetic appeal.,C,"Optimizing I/O for maximum concurrency is crucial because devices, especially secondary storage, are often a performance bottleneck."
Which of the following best defines mass storage in a computer system?,The volatile memory used for active programs.,The nonvolatile storage system of a computer.,The cache memory directly connected to the CPU.,Temporary storage used for network packets.,Read-only memory (ROM) containing boot firmware.,B,"Mass storage is defined as the nonvolatile storage system of a computer, used for permanent data and file storage."
What constitutes the main mass-storage system in modern computers?,RAM and CPU registers,Magnetic tape and optical disks,HDDs and NVM devices (secondary storage),Cloud storage and network attached storage,USB drives and SD cards (tertiary storage),C,"The main mass-storage system in modern computers is comprised of secondary storage devices, namely HDDs and NVM devices."
"Besides secondary storage, what other type of storage is mentioned for some systems, and what are examples?",Primary storage; RAM and Cache,Volatile storage; SSDs and USB drives,"Tertiary storage; magnetic tape, optical disks, cloud storage",Internal storage; CPU registers and BIOS,Network storage; NAS and SAN,C,"Some systems utilize slower, larger tertiary storage, with examples including magnetic tape, optical disks, and cloud storage."
"What general term encompasses all types of storage drives, including HDDs and NVM devices?",Volatile storage,Primary memory,Non-volatile storage (NVS) or storage drives,Cache memory,System memory,C,"The general term for all types of storage drives, including HDDs and NVM devices, is non-volatile storage (NVS) or 'storage drives'."
Which types of devices make up the bulk of secondary storage in modern computers?,Optical disks and floppy drives,Magnetic tape and punch cards,Hard disk drives (HDDs) and nonvolatile memory (NVM) devices,RAM and ROM chips,Network Attached Storage (NAS) and Storage Area Networks (SAN),C,The bulk of secondary storage in modern systems consists of hard disk drives (HDDs) and nonvolatile memory (NVM) devices.
What is the physical shape of an HDD platter?,A rectangular block,A spherical orb,A flat circular shape,A cylindrical rod,A triangular prism,C,"Each disk platter within an HDD has a flat circular shape, similar to a CD."
What are common diameters for HDD platters?,0.5 to 1.0 inches,1.8 to 3.5 inches,4.0 to 5.25 inches,6.0 to 8.0 inches,10 to 12 inches,B,Common platter diameters for HDDs range from 1.8 to 3.5 inches.
How many surfaces of an HDD platter are typically covered with magnetic material for data storage?,One surface,Two surfaces,Three surfaces,Only the edges,"None, data is stored electromagnetically through the entire platter",B,"Typically, both surfaces of a platter are covered with magnetic material for data storage."
How is information fundamentally stored and read on an HDD platter?,Stored optically and read by laser.,Stored thermally and read by heat sensors.,Stored by recording magnetically and read by detecting magnetic patterns.,Stored electrically and read by charge detection.,Stored chemically and read by chemical reactions.,C,Information is stored on an HDD by recording magnetically onto the platter surfaces and read by detecting the magnetic patterns.
"What component ""flies"" just above each surface of every platter in an HDD to read and write data?",The spindle motor,The disk arm,The read-write head,The platter itself,The data cable,C,A read-write head 'flies' just above each surface of every platter to perform read and write operations.
What connects the read-write heads in an HDD and moves them in unison?,A rotating spindle,A flexible ribbon cable,The disk arm,A hydraulic piston,Individual stepper motors,C,"The read-write heads are attached to a disk arm, which moves all heads as a single unit."
How is the surface of an HDD platter logically divided?,Into square blocks,Into radial spokes,Into circular tracks,Into hexagonal cells,Into spiral grooves,C,The platter surface is logically divided into concentric circular tracks.
What are tracks on an HDD platter further subdivided into?,Cylinders,Sectors,Clusters,Pages,Blocks,B,Tracks on an HDD are subdivided into sectors.
What is a 'cylinder' in the context of an HDD?,The rotating component of the drive motor.,A single track on one platter.,The set of tracks at a given arm position across all platters.,A fixed-size section of a track.,The protective casing of the disk drive.,C,A cylinder is defined as the set of tracks at a given arm position on all platters within the HDD device.
How many concentric cylinders and sectors per track are typically found on an HDD?,Tens of cylinders; a few sectors per track.,Hundreds of cylinders; tens of sectors per track.,Thousands of concentric cylinders; hundreds of sectors per track.,Millions of cylinders; thousands of sectors per track.,Only one cylinder; millions of sectors per track.,C,HDDs typically have thousands of concentric cylinders and hundreds of sectors per track.
What is the smallest unit of data transfer on an HDD?,A track,A cylinder,A sector,A platter,A byte,C,Each sector is a fixed size and represents the smallest unit of data transfer on an HDD.
"What was a common sector size for HDDs until around 2010, and what is it migrating to?","128 bytes, migrating to 512 bytes","2KB, migrating to 8KB","512 bytes, migrating to 4KB","1KB, migrating to 2KB","64 bytes, migrating to 256 bytes",C,"Common sector size was 512 bytes until ~2010, then migrating to 4KB."
What are the typical storage capacities of modern HDDs?,Megabytes and gigabytes,Gigabytes and terabytes,Terabytes and petabytes,Kilobytes and megabytes,Bytes and kilobytes,B,Modern HDDs typically have storage capacities measured in gigabytes and terabytes.
What is the primary function of the disk drive motor in an HDD?,To move the read-write heads across the platters.,To spin the platters at high speed.,To cool the internal components of the drive.,To control the data transfer rate.,To power the drive's controller board.,B,"The disk drive motor's primary function is to spin the platters at high speed (e.g., 60 to 250 times/sec, in RPM)."
Which of the following is a common rotational speed (RPM) for HDDs?,"1,000 RPM","3,600 RPM","7,200 RPM","25,000 RPM",500 RPM,C,"Common RPMs for HDDs include 5,400, 7,200, 10,000, and 15,000."
What power-saving feature do some HDDs employ when not actively used?,They completely shut off all internal power.,They power down the motor and spin up on I/O request.,They switch to a lower data transfer rate.,They automatically encrypt all stored data.,They move all data to a cache for faster access upon wake.,B,Some drives power down when not in use and spin up only when an I/O request is made.
What performance characteristic of an HDD is directly related to its rotation speed?,Seek time,Rotational latency,Head crash probability,Platter diameter,Magnetic field strength,B,"Rotation speed directly affects rotational latency, which is the time for the desired sector to rotate to the disk head."
What is the 'transfer rate' for an HDD?,The speed at which the disk arm moves.,The rate at which data flows between the drive and the computer.,The time it takes for a sector to rotate.,The frequency of platter rotations.,The total storage capacity of the drive.,B,Transfer rate is defined as the rate at which data flows between the drive and the computer.
"Besides transfer rate, what is another key performance aspect of HDDs, often called random-access time?",Sequential read speed,Buffer size,Positioning time,Error correction rate,Power consumption,C,"Another key performance aspect, often referred to as random-access time, is positioning time."
What is 'seek time' in the context of HDD positioning time?,The time it takes for a platter to complete one full rotation.,The time required to move the disk arm to the desired cylinder.,The time needed to transfer data from the drive's buffer to the host.,The delay caused by waiting for the correct sector to appear under the head.,The time it takes for the drive to power on from a low-power state.,B,Seek time is the part of positioning time specifically for moving the disk arm to the desired cylinder.
What is 'rotational latency' in the context of HDD positioning time?,The time it takes to locate a bad sector.,The time it takes for the desired sector to rotate to the disk head after the arm is positioned.,The delay introduced by data compression algorithms.,The time required to spin up the disk platters from a stopped state.,The time it takes to move data from the drive's cache to the platters.,B,Rotational latency is the time required for the desired sector to rotate to the disk head once the arm is over the correct cylinder.
What are typical ranges for transfer rates and positioning times for HDDs?,"Kilobytes/sec transfer, microseconds seek/rotational latency.","Megabytes/sec transfer, several milliseconds seek/rotational latency.","Gigabytes/sec transfer, nanoseconds seek/rotational latency.","Terabytes/sec transfer, seconds seek/rotational latency.","Bytes/sec transfer, minutes seek/rotational latency.",B,Typical disks exhibit tens to hundreds of MB/sec transfer rates and several ms seek/rotational latency.
How do DRAM buffers in a drive controller improve HDD performance?,They directly spin the platters faster.,They reduce the physical size of the drive.,"They provide a temporary storage area for data, speeding up data transfers to/from the platters.",They act as a power supply for the read-write heads.,They increase the magnetic density of the platters.,C,"DRAM buffers in the drive controller enhance performance by caching data, speeding up the overall data flow."
How does a disk head maintain its separation from the platter surface in an HDD?,It is physically touching the surface and sliding.,"It is suspended by electromagnets, not touching.",It flies on a thin cushion (microns) of air/gas.,It uses a vacuum to create separation.,It uses a lubricant layer to prevent contact.,C,"The disk head flies on a thin cushion (microns) of air or gas, preventing direct contact with the platter surface."
What adverse event occurs if an HDD's read-write head makes contact with the disk surface?,A soft error that can be easily corrected.,A temporary slowdown in data transfer.,"A head crash, often leading to irreparable damage.",An automatic data defragmentation.,A power surge in the drive controller.,C,"Head contact with the disk surface is known as a 'head crash,' which normally results in irreparable damage."
What are the typical consequences of an HDD head crash?,The drive simply reboots and continues operation.,Minor data corruption that is easily recoverable without intervention.,"Usually irreparable damage, requiring disk replacement and potential data loss unless backed up or RAID protected.",Only a temporary decrease in read/write speed.,The drive automatically initiates a full self-repair cycle.,C,"A head crash is normally irreparable, requiring the entire disk to be replaced, and data is lost unless backed up or RAID protected."
How are modern HDDs typically designed in terms of sealing?,They are open to the environment for air circulation.,They are designed to be easily opened for user maintenance.,They are sealed units to protect internal components.,They are filled with a liquid coolant.,They have vents that can be opened and closed manually.,C,Modern HDDs are typically sealed units to protect the delicate internal components from dust and contaminants.
What feature allows some HDDs to be removed from a system without powering down?,Cold swapping,Hot swapping (removable),Magnetic shielding,Automatic data mirroring,Self-cleaning mechanism,B,"Some chassis allow HDD removal without shutting down the system, a feature known as 'removable' or hot-swapping."
Which of the following is an example of removable media besides HDDs?,CPU registers,Internal SSDs,"CDs, DVDs, Blu-ray discs",System RAM,Motherboard BIOS,C,"CDs, DVDs, and Blu-ray discs are common examples of other types of removable media."
How do published disk transfer rates generally compare to real-world performance?,They are usually much lower than real-world performance.,They are always identical to real-world performance.,They are typically higher than effective real-world transfer rates.,"They only reflect performance in ideal lab conditions, not real-world.","Published rates are for write operations, real-world for read.",C,Published performance numbers for disks are usually higher than the effective transfer rates experienced in real-world scenarios.
What is the relationship between a disk's stated transfer rate and its effective transfer rate?,"The stated rate is for reads, effective for writes.",The stated rate is always lower than the effective rate.,The stated rate is always higher than the effective transfer rate.,They are two names for the same metric.,The effective rate only applies to sequential access.,C,Stated transfer rates are always higher than the effective transfer rates because of various system overheads and real-world conditions.
What is the distinction between the 'transfer rate' (bits read from magnetic media) and the 'effective transfer rate' (rate blocks delivered to OS)?,"The transfer rate is theoretical, while the effective rate is only for NVM devices.","The transfer rate is raw speed, while the effective rate includes system overhead and bottlenecks.","The transfer rate only applies to HDDs, while the effective rate applies to all storage.","The transfer rate is a measure of rotational speed, while effective rate is seek time.",There is no distinction; they refer to the same performance metric.,B,"The 'transfer rate' refers to the raw rate data is read from the media, whereas the 'effective transfer rate' accounts for the actual rate at which blocks are delivered to the OS, including system overheads."
What is a fundamental difference between NVM devices and HDDs in terms of operation?,"NVM devices are volatile, HDDs are nonvolatile.","NVM devices are mechanical, HDDs are electrical.","NVM devices are electrical, HDDs are mechanical.","NVM devices use magnetic storage, HDDs use flash memory.","NVM devices require constant power, HDDs do not.",C,"NVM devices are electrical rather than mechanical, which is a fundamental difference from HDDs."
What are the two main components of a flash-memory-based NVM device?,Platters and disk arms,Spindle motor and read-write heads,Controller and flash NAND die semiconductor chips,Optical reader and magnetic tape,CPU and RAM modules,C,Flash-memory-based NVM devices are composed of a controller and flash NAND die semiconductor chips that store data.
What is a common name for flash-memory-based NVM devices housed in a disk-drive-like container?,Hard Disk Drive (HDD),Solid-State Disk (SSD),Magnetic Tape Drive,Optical Disk Drive,RAM Disk,B,Flash-memory-based NVM devices often come in a disk-drive-like container and are called Solid-State Disks (SSDs).
"Besides SSDs, what are other common forms of NVM devices mentioned?",CD-ROMs and DVD-ROMs,Magnetic tapes and floppy disks,USB drives and DRAM sticks,Punch cards and paper tapes,Zip drives and Jaz drives,C,Other forms of NVM devices include USB drives (thumb drives/flash drives) and DRAM sticks (used for RAM drives).
"Where are NVM devices often found surface-mounted, such as in smartphones?",In external USB enclosures,Inside the CPU package,Directly on the motherboard,Within the power supply unit,As part of the display assembly,C,"NVM devices are often found surface-mounted on motherboards, particularly in devices like smartphones."
What are the key advantages of NVM devices compared to HDDs?,"More reliable, slower, higher power consumption.","Less reliable, faster, higher power consumption.","More reliable, faster, consume less power.","Lower cost per MB, higher capacity, slower.","Require moving parts, but are more durable.",C,"NVM devices are more reliable (no moving parts), faster (no seek/rotational latency), and consume less power than HDDs."
What are the primary disadvantages of NVM devices compared to larger HDDs?,Less reliable and slower access times.,More expensive per MB and less capacity.,Higher power consumption and larger physical size.,More mechanical parts and higher noise levels.,Less durable and more susceptible to magnetic fields.,B,NVM devices are generally more expensive per MB and offer less capacity than larger HDDs.
What trend has been observed regarding NVM capacity and price?,"Capacity increased slower, price dropped slower.","Capacity increased faster, price dropped quicker.","Capacity decreased, price increased.",Both capacity and price remained constant.,"Capacity remained constant, price dropped significantly.",B,"The trend indicates that NVM capacity has increased faster and its price has dropped quicker, leading to increasing use."
Why are SSDs commonly used in laptops?,They are cheaper and have larger capacities.,They are heavier and produce more heat.,"They are smaller, faster, and more energy-efficient.",They require more cooling and maintenance.,"They have moving parts, making them more durable for portable use.",C,"SSDs are favored in laptops because they are smaller, faster, and contribute to more energy-efficient systems."
What can limit the throughput of NVM devices despite their inherent speed?,Their high power consumption.,Their mechanical moving parts.,Standard bus interfaces.,The capacity of the device.,The need for constant defragmentation.,C,"Despite NVM devices being faster than HDDs, standard bus interfaces can often limit their true throughput."
How do some NVM devices overcome the throughput limitations of standard bus interfaces?,By using optical fiber connections.,By connecting directly to the system bus (PCIe).,By employing wireless transfer protocols.,By reducing their internal clock speed.,By relying solely on software-based acceleration.,B,"Some NVM devices connect directly to the system bus (e.g., PCIe) via interfaces like NVMe to maximize throughput and decrease latency."
How is NVM technology influencing computer design?,"By increasing the reliance on slower, mechanical storage.",By making computer systems larger and heavier.,By enabling direct disk replacement and new cache tiers.,"By standardizing on slower, cheaper bus interfaces.",By eliminating the need for any form of mass storage.,C,NVM technology is changing computer design by serving as direct disk replacements and enabling new cache tiers due to their speed.
What type of challenges are associated with NAND semiconductors used in NVM?,Overheating issues and excessive noise.,Magnetic interference and read-write head crashes.,"Storage and reliability challenges, especially related to erase cycles.",Physical size constraints limiting capacity significantly.,High power consumption leading to short battery life.,C,"NAND semiconductors, fundamental to NVM, pose storage and reliability challenges, especially regarding their finite erase cycles."
What is the typical unit of data for read and write operations in NAND flash memory?,Block,Page,Sector,Cylinder,Track,B,"NAND flash memory reads and writes data in 'page' increments, similar to sectors in HDDs."
What fundamental operation must occur before data can be written to NAND flash cells if they contain existing data?,A defragmentation cycle,A formatting operation,An erase operation,A wear leveling process,A power cycling,C,Data cannot be overwritten directly in NAND cells; they must be erased first.
"What is the increment size for erasure in NAND flash memory, and how does its speed compare to read/write?","Page increment, faster than read/write.","Block increment (several pages), much slower than read/write.","Sector increment, comparable to read/write.","Byte increment, faster than read/write.","Drive increment, same speed as read/write.",B,Erasure in NAND flash memory occurs in 'block' increments (several pages) and is much slower than individual read/write operations.
How do NVM flash devices achieve parallel operations?,By using a single large NAND die.,By having a single datapath to the controller.,By employing many die and many datapaths.,By sequentially processing all I/O requests.,By spinning the flash chips at high speeds.,C,NVM flash devices can achieve parallel operations because they are composed of many die and many datapaths.
What is a significant reliability concern with NAND semiconductors related to their operation?,They become magnetic after too many reads.,They deteriorate with every erase cycle.,They are prone to head crashes.,They require constant external cooling.,Their data gets corrupted by electromagnetic interference.,B,"NAND semiconductors deteriorate with every erase cycle, limiting their lifespan (~100,000 program-erase cycles)."
How is the lifespan of NVM devices typically measured?,In Gigabytes of total data read (GBR).,In Years of continuous operation (YCO).,In Drive Writes Per Day (DWPD).,In Total Power Cycles (TPC).,In Seek Operations Per Second (SOPS).,C,The lifespan of NVM devices is commonly measured in Drive Writes Per Day (DWPD).
What does 'Drive Writes Per Day (DWPD)' represent for an NVM device?,The maximum number of read operations per day.,The total capacity of the drive in terabytes.,How many times the drive's total capacity can be written per day before failure.,The average daily power consumption of the drive.,The number of garbage collection cycles performed daily.,C,DWPD indicates how many times the drive's total capacity can be written per day before it is expected to fail or exceed its warranty period.
A 2TB NAND drive with a 3 DWPD rating suggests how much data can be written per day over its warranty period?,2 TB/day,3 TB/day,6 TB/day,0.66 TB/day,1 TB/day,C,A 2TB drive with a 3 DWPD rating means 2TB * 3 = 6TB of data can be written per day for the warranty period.
"Where are algorithms implemented to mitigate the limitations of NAND flash memory, and are they visible to the OS?","In the OS kernel, fully transparent to applications.","In the NVM device controller, mostly transparent to the OS.","In user applications, requiring specific programming.","In the BIOS/UEFI firmware, requiring manual configuration.","In the CPU microcode, completely hidden from all software.",B,Ameliorating algorithms for NAND flash limitations are usually implemented in the NVM device controller and are transparent to the OS.
"How does the OS interact with NVM devices regarding data blocks, and who manages the underlying physical operations?",OS directly manipulates physical pages; OS manages.,OS reads/writes logical blocks; device manages.,OS only issues read commands; device manages writes.,OS manages all aspects; device is a passive storage medium.,OS uses only file names; device handles all block operations.,B,"The OS reads/writes logical blocks, while the NVM device's internal controller manages the complex underlying physical operations."
What factor can cause variations in NVM device performance?,The color of the device's casing.,"The type of data cable used (e.g., USB vs. HDMI).",The operating algorithms implemented in its controller.,The ambient room temperature.,The frequency of system reboots.,C,NVM performance can vary significantly based on the operating algorithms implemented within the device's controller.
What is the purpose of the Flash Translation Layer (FTL) in an NVM device controller?,To translate electrical signals into magnetic ones.,To compress data before writing it to flash memory.,To map physical pages to currently valid logical blocks.,To perform error correction on data during transfer.,To convert analog audio signals to digital format.,C,"The FTL (Flash Translation Layer) is maintained by the controller to map physical pages to currently valid logical blocks, abstracting the physical complexities from the OS."
What specific information does the FTL track regarding physical blocks in NVM?,The manufacturing date of each block.,Which blocks contain only invalid pages and can be erased.,The temperature of each block.,The number of times a block has been read.,The serial number of each flash cell.,B,"The FTL tracks the state of physical blocks, specifically identifying which blocks contain only invalid pages and are thus available for erasure."
"In a full SSD, if a block contains no valid data, what happens before a new write can occur in that block?",It can be written to directly without any prerequisite.,The data is copied to another block first.,The write operation waits for an erase to occur.,The SSD automatically expands its capacity.,The block is marked as permanently unusable.,C,"If a block in a full SSD contains no valid data, a pending write must wait for the block to be erased before the write can proceed, as NAND cells cannot be overwritten directly."
What process is initiated in an NVM device if there are no free blocks but some individual pages hold invalid data?,Formatting of the entire drive.,Firmware update.,Garbage collection.,Data compression.,Error correction code recalculation.,C,"If there are no free blocks but individual pages contain invalid data, garbage collection is initiated to reclaim space."
What happens to 'good' (valid) data during garbage collection in NVM devices?,It is automatically deleted.,It is copied to other locations to free up blocks.,It remains in its original location.,It is moved to a temporary volatile memory.,It is encrypted and then discarded.,B,"During garbage collection, valid data pages are copied to other locations, allowing the original blocks to be fully erased and made available for new writes."
What technique is used in NVM devices to improve write performance and address limitations of NAND flash?,Under-provisioning,Seek optimization,Over-provisioning,Rotational speed increase,Thermal throttling,C,Over-provisioning is a technique used to improve write performance in NVM devices by setting aside dedicated write areas.
Define over-provisioning in the context of NVM devices.,The process of using more power than necessary.,"The device setting aside pages as always available write area, not counted in free space.",The act of deliberately filling the entire drive with data.,The technique of storing redundant copies of all data.,The method of reducing the drive's advertised capacity.,B,"Over-provisioning is when the device sets aside a portion of its pages as an always available write area, which is not counted in the device's reported free space."
Where are blocks placed after they are erased due to garbage collection or write operations?,Permanently deleted from the drive.,Returned to the OS as 'bad' blocks.,Placed in over-provisioning space or returned to the free pool.,"Moved to a separate, slower storage area.",Re-marked as invalid until manually formatted.,C,Blocks that become totally invalid are erased and then placed in the over-provisioning space or returned to the general free pool for future writes.
What additional benefit does over-provisioning space provide in NVM devices?,It allows for higher data compression ratios.,It helps with wear leveling.,It reduces the need for error-correcting codes.,It significantly increases the drive's cost.,It enables magnetic data storage.,B,Over-provisioning space also aids in wear leveling by providing additional blocks to distribute writes across.
What is the primary goal of wear leveling in NVM devices?,To make all NAND cells look identical.,To increase the read speed of the device.,To distribute write operations evenly across all NAND cells over time.,To compact data and free up space.,To reduce the device's power consumption.,C,"Wear leveling is an effort to select all NAND cells over time as write targets, distributing the erase cycles evenly."
What specific problem does wear leveling aim to prevent in NVM devices?,Overheating of the controller.,Premature media failure due to frequently erased blocks.,Data corruption from cosmic rays.,Slowdowns caused by fragmented data.,Physical damage from excessive vibration.,B,Wear leveling aims to avoid premature media failure that can occur if certain blocks are erased too frequently.
How does the NVM controller implement wear leveling?,By physically rotating the flash chips.,By constantly erasing all blocks simultaneously.,By using algorithms to place data on less-erased blocks.,By limiting the total number of writes to the drive.,By requiring manual intervention from the user.,C,The NVM controller uses algorithms to intelligently place data on less-erased blocks to level wear across the NAND cells.
How do NVM devices provide data protection against errors?,By physically shielding the data from external interference.,By performing continuous data defragmentation.,By employing error-correcting codes (ECC) calculated and stored with the data.,By using a redundant array of inexpensive disks (RAID) internally.,By operating in a vacuum to prevent oxidation.,C,NVM devices provide data protection through error-correcting codes (ECC) that are calculated and stored with the data to detect and correct errors.
What happens to an NVM page if it frequently experiences correctable errors?,It is automatically formatted.,It is marked bad and not used in subsequent writes.,The data on it is moved to a volatile memory location.,It triggers a full drive diagnostic test.,The controller attempts to repair the page's physical structure.,B,"If a page frequently incurs correctible errors, it is marked bad by the controller and is no longer used for subsequent writes."
What is a potential risk if data on a single NVM device is not protected?,It will experience significantly slower read speeds.,It will spontaneously de-fragment.,"A catastrophic failure is possible, leading to corrupted or lost data.",The device will consume more power.,Its capacity will gradually decrease over time.,C,"A single NVM device can experience catastrophic failure, resulting in corrupted or lost data if not protected."
How can data on NVM devices be made recoverable in case of catastrophic failure?,By applying a special magnetic field.,By using only read-only NVM devices.,By utilizing RAID protection.,By reducing the write cycles of the device.,By installing custom firmware.,C,"To make data on NVM devices recoverable in case of catastrophic failure, RAID protection can be used."
What type of memory is sometimes used as a mass-storage device despite its volatility?,ROM (Read-Only Memory),Flash Memory,DRAM (Dynamic Random-Access Memory),EPROM (Erasable Programmable Read-Only Memory),SRAM (Static Random-Access Memory),C,"DRAM is frequently used as a mass-storage device, despite its volatile nature, in the form of RAM drives."
How are RAM drives created and presented to the system?,"They are physical, dedicated hardware components.",They are created by device drivers carving out a section of DRAM and presenting it as a storage device.,They are external USB devices that plug into a port.,They are a feature of the CPU's internal cache memory.,They are a type of magnetic storage with very fast access.,B,RAM drives (RAM disks) are created by device drivers that carve out a section of DRAM and present it to the system as a storage device.
How can RAM drives be utilized by the operating system?,Only as a network share.,Only for caching internet data.,As raw block devices or with file systems.,Only for storing permanent system files.,Exclusively for executing CPU instructions.,C,"RAM drives can be used as raw block devices or can be formatted with file systems, offering flexibility in their utilization."
"What is the primary purpose of using RAM drives, despite their volatile nature?","To provide long-term, permanent storage for critical data.","To store data that requires immediate access, even after power loss.",To allow users/programmers to place data in memory for temporary safekeeping using standard file operations.,To reduce the overall RAM usage of the system.,To replace the main hard disk drive entirely.,C,"The purpose of RAM drives, despite their volatility, is to allow users/programmers to place data in memory for temporary safekeeping using standard file operations, benefiting from RAM's speed."
For what specific use cases are RAM drives particularly useful?,Archiving historical data and large backups.,Storing temporary files and sharing data between processes.,Permanent installation of operating systems.,Distributing software updates over a network.,Running computationally intensive scientific simulations.,B,RAM drives are useful for temporary files and for sharing data between different parts of the system or applications.
Which operating systems commonly feature RAM drive capabilities?,Only Windows XP and older versions.,Only legacy UNIX systems.,"All major operating systems like Linux, MacOS, and Windows.",Specialized real-time operating systems only.,"Only macOS, not Windows or Linux.",C,"RAM drives are found in all major operating systems, including Linux (e.g., /dev/ram, tmpfs), MacOS (diskutil), and Windows (via third-party tools)."
What was magnetic tape's historical role in secondary storage?,The primary storage medium for running programs.,An early secondary-storage medium for mass data.,A volatile cache memory for CPUs.,A modern replacement for SSDs.,A compact disk format for multimedia.,B,Magnetic tape was an early secondary-storage medium for holding large quantities of data.
What are two key characteristics of magnetic tape regarding data persistence and capacity?,Volatile and low capacity.,Nonvolatile and holds large data quantities.,Volatile and high speed.,Nonvolatile and limited to small files.,Requires constant power and unlimited capacity.,B,Magnetic tape is nonvolatile and capable of holding large quantities of data.
How does the access time of magnetic tapes compare to main memory and other drives?,It is significantly faster than main memory.,It is comparable to SSDs in speed.,It is slow compared to main memory and other drives.,It has near-instantaneous random access.,Its access time is highly variable and unpredictable.,C,Magnetic tape access time is slow compared to main memory and other drives like HDDs and SSDs.
What is the approximate difference in random access speed between magnetic tapes and HDDs/SSDs?,"Tapes are 10x faster than HDDs, 100x faster than SSDs.",Tapes are comparable in speed to HDDs and SSDs.,"Tapes are ~1000x slower than HDDs, ~100,000x slower than SSDs.","Tapes are 100x slower than HDDs, 1000x slower than SSDs.","Tapes are only slower for sequential access, faster for random.",C,"Random access on magnetic tape is approximately ~1000x slower than HDDs and ~100,000x slower than SSDs."
What are the primary modern uses for magnetic tapes?,Main storage for operating systems and applications.,High-speed caching for database systems.,"Backup, infrequently used information, and transferring information between systems.",Primary storage for laptop computers.,Real-time data processing and analytics.,C,"Magnetic tapes are primarily used for backups, storing infrequently accessed information, and transferring data between systems due to their large capacity and low cost per bit."
How is data accessed on a magnetic tape?,By random access with a laser head.,By spinning a platter and moving a read-write head.,By keeping the tape in a spool and winding/rewinding it past a read-write head.,By directly accessing individual sectors electrically.,By physically plugging and unplugging sections of the tape.,C,Data on magnetic tape is accessed by winding and rewinding the tape past a read-write head.
What is a significant time overhead associated with accessing a specific spot on a magnetic tape?,Data transfer rate can be very slow.,It can take minutes to move to the correct spot.,The data needs to be defragmented first.,It requires frequent error correction cycles.,The tape needs to be physically cleaned before each access.,B,"Moving to the correct spot on a magnetic tape, due to its sequential nature, can take minutes."
"Once a magnetic tape is positioned, how do its read/write speeds compare to HDDs?",They are significantly slower than HDDs.,They are comparable to HDDs.,They are much faster than HDDs.,"They are irrelevant, as tapes are only for archival.",They depend entirely on the external temperature.,B,"Once positioned, tape drives can read/write data at speeds comparable to HDDs."
