Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
One of the benefits of Vectored I/O (scatter-gather) is that it avoids which of the following?,The need for device drivers.,The use of hardware interrupts.,Context-switching and system-call overhead.,Any form of data buffering.,The creation of virtual memory addresses.,C,Benefits include 'Avoids context-switching and system-call overhead'.
What does the term 'escape' or 'back door' refer to in the context of I/O interfaces?,A security vulnerability that allows unauthorized access to devices.,A method of passing arbitrary commands to a device driver when the standard interface is insufficient.,A debugging port used during hardware development.,A fallback mechanism for network communication during failures.,A way to restore device settings to factory defaults.,B,From the glossary: 'Method of passing arbitrary commands when interface lacks standard method'.
Which definition correctly describes 'raw I/O'?,Access to a device through a standardized file system interface.,"Direct access to secondary storage as a linear array of blocks, bypassing the file system.",Character-by-character input/output operations.,Input/output operations managed exclusively by the CPU.,Network communication without using sockets.,B,"From the glossary: 'Direct access to secondary storage as array of blocks, no file system'."
What is the primary characteristic of 'direct I/O'?,It ensures that all I/O is routed through the main CPU cache.,It is a block I/O method that bypasses OS block features like buffering and locking.,It allows direct memory access without involving the kernel.,It is an interface specifically for network devices.,It refers to I/O operations that are always synchronous.,B,"From the glossary: 'Block I/O bypassing OS block features (buffering, locking)'."
What is a 'socket' in the context of network I/O?,A physical connector for network cables.,A software library for encrypting network data.,An endpoint for communication and an interface for network I/O.,A type of network protocol used for file sharing.,A hardware device that manages network addresses.,C,From the glossary: 'Endpoint for communication; interface for network I/O'.
What is a 'programmable interval timer'?,A software application for scheduling tasks.,A hardware timer provided by many CPUs for measuring elapsed time and triggering operations.,A network device used for time synchronization.,A component that controls the speed of data transfer.,A type of memory used to store timing information.,B,From the glossary: 'Hardware timer provided by many CPUs'.
How is 'blocking' I/O defined?,An I/O request that completes instantly without any delay.,An I/O request that allows the calling thread to continue executing immediately.,An I/O request that suspends the calling thread until the I/O operation completes.,An I/O request that processes multiple data locations in one call.,An I/O request that only reads data and does not write.,C,From the glossary: 'I/O request that suspends calling thread until I/O completes'.
What is the definition of 'nonblocking' I/O?,An I/O request that waits for a specified timeout period before returning.,An I/O request that is only used for network communications.,"An I/O request that returns immediately with available data, allowing the thread to continue.",An I/O request that guarantees the full amount of data will be transferred later.,An I/O request that requires explicit polling by the application.,C,"From the glossary: 'I/O request that returns immediately with available data, allowing thread to continue'."
What is the purpose of 'Network Time Protocol (NTP)'?,To provide high-speed data transfer over networks.,To securely encrypt network communications.,To synchronize system clocks across a network.,To manage network device drivers.,To allocate network addresses to devices.,C,From the glossary: 'Network protocol for synchronizing system clocks'.
Which of the following best describes the 'character-stream interface'?,An interface for block-oriented devices like hard drives.,"An interface for I/O to devices that transfer bytes one by one, such as keyboards or modems.",An interface that manages network packets.,An interface that maps files directly into memory.,"An interface used for high-speed, random-access data transfers.",B,"From the glossary: 'Interface for I/O to character devices (e.g., keyboards)' combined with the characteristic 'transfers bytes one by one'."
