Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"What is the smallest number of physical links (lanes) a PCIe connection can have, as listed in the text?",1,2,4,8,12,A,"The text lists PCIe physical links as '1, 2, 4, 8, 12, 16, or 32 lanes'."
"Which component is described as the electronics operating a port, bus, or device?",CPU,Memory,Controller,PHY,Operating System,C,"The text defines a 'Controller' as 'electronics operating a port, bus, or device'."
A Fibre Channel (FC) bus controller is often implemented as a separate circuit board known as a(n):,Integrated graphics unit,Network Interface Card (NIC),Host Bus Adapter (HBA),Solid State Drive (SSD),Power Supply Unit (PSU),C,The text states that a 'Fibre channel (FC) bus controller' is 'often separate circuit board (host bus adapter (HBA))'.
"Which of the following is a task commonly performed by a disk controller, as mentioned in the text?",Executing user application code,Managing network traffic routing,"Performing bad-sector mapping, prefetching, buffering, and caching",Rendering 3D graphics,Controlling CPU clock speed,C,"The text states: 'Disk controller: implements disk-side protocol (SAS, SATA), microcode, processor for tasks (bad-sector mapping, prefetching, buffering, caching)'."
What is 'memory-mapped I/O'?,A method where the CPU uses special I/O instructions to transfer data to/from devices.,A technique where device-control registers are mapped into the processor's address space.,A process of transferring data directly between a device and main memory without CPU intervention.,A system where all I/O operations are handled exclusively by the operating system kernel.,A method of storing device drivers in specific memory regions.,B,The text defines 'memory-mapped I/O' as 'device-control registers mapped into processor address space'.
Why has the trend in computer systems shifted towards using memory-mapped I/O for device communication?,It simplifies hardware design by removing the need for controllers.,It allows the CPU to execute more specialized I/O instructions.,"It is generally more efficient, especially for large transfers like graphics memory updates.",It completely eliminates the need for software interrupts.,It reduces the total number of registers required for device control.,C,The text states: 'Writing millions of bytes to graphics memory faster than millions of I/O instructions. Trend: systems moved to memory-mapped I/O for efficiency.'
Which I/O device control register is read by the host to receive input from a device?,Status register,Control register,Data-out register,Data-in register,Command register,D,The 'data-in register' is specifically described as 'read by host for input'.
A host writes to which I/O device control register to send output data to a device?,Status register,Control register,Data-out register,Data-in register,Command-ready register,C,The 'data-out register' is specifically described as 'written by host to send output'.
"Which I/O device control register contains bits that indicate states such as 'command complete', 'byte available', or 'error'?",Data-in register,Data-out register,Control register,Status register,Address register,D,"The 'status register' is described as having 'bits read by host, indicate states (command complete, byte available, error)'."
"When a host wants to start a command or change a device's mode (e.g., full/half-duplex, parity, word length, speed), it writes to which I/O device control register?",Data-in register,Data-out register,Control register,Status register,Configuration register,C,The 'control register' is defined as being 'written by host to start command or change device mode'.
"What is the term for a thread or process that continuously uses CPU cycles by repeatedly reading a status register, waiting for I/O completion?",Interrupt handling,Direct Memory Access (DMA),Busy-waiting or Polling,Double buffering,Cycle stealing,C,The text explicitly defines 'busy-waiting' or 'polling' as the host repeatedly reading the status register in an I/O loop.
Under what condition is polling an efficient method for host-controller interaction?,When the wait time for the device is very long.,When there are many other CPU tasks pending.,When the controller/device is very fast and rarely needs waiting.,When it leads to frequent buffer overflows.,When used for large data transfers only.,C,The text states: 'Polling efficient if controller/device fast.' and 'Polling efficient for basic operation (3 CPU cycles).'
Which of the following is a significant drawback of using polling for I/O if the wait is long and other CPU tasks are pending?,It increases the complexity of device drivers.,It causes frequent system crashes.,"It is inefficient, wasting CPU cycles on waiting.",It can only be used for output operations.,It requires specialized I/O instructions not available on most CPUs.,C,The text states: 'Inefficient if wait is long and other CPU tasks pending.'
"What is the alternative to polling, where a hardware controller notifies the CPU when it is ready for attention?",Direct Memory Access (DMA),Programmed I/O (PIO),Memory-mapped I/O,Interrupt,Context switching,D,The text states: 'Alternative: hardware controller notifies CPU when ready via interrupt.'
What action does the CPU take immediately after sensing an interrupt-request line asserted by a controller?,It continues executing the current instruction.,It saves its current state and jumps to an interrupt-handler routine.,It immediately restarts the entire system.,It polls all connected devices to identify the source.,It copies data directly to main memory.,B,"The text describes the basic mechanism: 'Controller asserts signal: CPU saves state, jumps to interrupt-handler routine at fixed address'."
Which hardware component assists the CPU in managing and dispatching interrupts efficiently?,The main memory (RAM),The graphics processing unit (GPU),Interrupt-controller hardware,The hard disk drive (HDD),The network interface card (NIC),C,The text states that sophisticated interrupt handling features are 'provided by CPU and interrupt-controller hardware'.
What is a 'nonmaskable interrupt' typically used for?,Routine device I/O completion signals.,System calls from user programs.,Unrecoverable errors such as memory parity errors.,Signals that can be temporarily ignored by the CPU.,"Debugging purposes, allowing the CPU to halt execution.",C,"The text defines 'nonmaskable interrupt' as 'for unrecoverable errors (e.g., memory errors)' and states it 'cannot be delayed or blocked'."
"An interrupt that can be turned off by the CPU for critical sequences, commonly used by device controllers, is known as a:",Nonmaskable interrupt,Software interrupt,Maskable interrupt,Trap,Exception,C,The text defines 'maskable' as an 'interrupt that can be delayed or blocked' and states it is 'used by device controllers'.
What is the purpose of an 'interrupt vector'?,To store the interrupt request line signals from all devices.,To provide a table of memory addresses of specialized interrupt handlers.,To manage the priority levels of various interrupts.,To queue incoming interrupt requests before processing.,To determine if an interrupt is maskable or nonmaskable.,B,The text states: 'Interrupt vector: table of memory addresses of specialized handlers' and its purpose is to 'reduce need for single handler to search all sources'.
"When there are more devices than available interrupt vector elements, what mechanism is used to allow multiple handlers to be associated with a single vector entry?",Interrupt pooling,Direct Memory Access (DMA),Interrupt chaining,Software interrupts,Polling,C,The text explains: 'More devices than vector elements: interrupt chaining. Interrupt chaining: each vector element points to head of handler list; handlers called until one services request.'
"Which range of interrupt vector elements in the Intel Pentium event-vector table is designated for maskable, device-generated interrupts?",0-7,0-31,32-63,32-255,256 and above,D,The text specifies: 'Intel Pentium event-vector table: ... 32-255 (maskable): device-generated interrupts.'
"An event like 'division by zero', 'protected memory access', or 'privileged instruction from user mode' that triggers a software-generated interrupt is known as a(n):",Device interrupt,Polling event,Exception,DMA transfer,Hardware fault,C,"The text states: 'Handles exceptions: division by zero, protected memory access, privileged instruction from user mode.' and the glossary defines 'exception' as 'Software-generated interrupt by error or user program request for OS service'."
"Interrupt handling is often split into two levels. Which level is responsible for context switching, state storage, and queuing of interrupts?",Second-level interrupt handler (SLIH),Trap handler,First-level interrupt handler (FLIH),Device driver,Kernel scheduler,C,"The text describes 'First-level interrupt handler (FLIH)' as handling 'context switch, state storage, queuing'."
Which part of the split interrupt handling mechanism performs the actual processing of the interrupt?,The interrupt-controller hardware,The CPU's interrupt-request line,The First-level interrupt handler (FLIH),The Second-level interrupt handler (SLIH),The main operating system scheduler,D,The text describes 'Second-level interrupt handler (SLIH)' as performing 'actual handling'.
What is another common term for a 'software interrupt'?,Hardware interrupt,Nonmaskable interrupt,Trap,Polling loop,DMA request,C,"The text explicitly states: 'System calls: library routines build data structure, execute software interrupt or trap.' and the glossary confirms 'software interrupt' is 'also called a trap'."
How does the priority of a trap (software interrupt) typically compare to that of device interrupts?,Traps always have higher priority than device interrupts.,Traps typically have lower priority than device interrupts.,Traps and device interrupts always have the same priority.,"Traps only occur during system boot, so priority is irrelevant.","Priority depends solely on the CPU architecture, not the type of interrupt.",B,The text states: 'Trap priority: low compared to device interrupts (less urgent).'
What is 'programmed I/O (PIO)'?,A method where the CPU continuously polls status registers for I/O completion.,A data transfer method where the CPU transfers data one byte at a time.,A technique using virtual addresses for direct memory access.,An I/O operation managed entirely by a dedicated controller without CPU involvement.,A system where all I/O is handled through memory-mapped registers.,B,The text defines 'programmed I/O (PIO)' as a 'Data transfer method where CPU transfers data one byte at a time'.
"Why is Programmed I/O (PIO) considered wasteful for large data transfers (e.g., from a disk)?",It requires complex interrupt handlers.,It results in high power consumption.,The CPU has to constantly watch status bits and feed data byte-by-byte.,It can only transfer data in one direction.,It causes frequent system deadlocks.,C,"The text states: 'For large transfers (e.g., disk), programmed I/O (PIO) (CPU watching status bits, feeding data byte-by-byte) is wasteful'."
"Which component is responsible for offloading large data transfers directly between devices and main memory, without involving the main CPU in byte-by-byte transfer?",I/O port,Control register,Direct-memory-access (DMA) controller,Interrupt controller,Graphics controller,C,The text states: 'Offload work to direct-memory-access (DMA) controller.' and describes it as performing 'transfers without main CPU'.
What is 'scatter-gather' in the context of DMA operations?,A method for collecting small data packets into a single large buffer.,A command block that specifies a list of non-contiguous sources or destinations for data transfer.,A technique for distributing CPU tasks across multiple cores during I/O.,A process of transferring data between two memory-mapped devices.,A type of bus structure for connecting many dispersed devices.,B,The text defines 'scatter-gather' as a 'command block can be complex: list of non-contiguous sources/destinations'.
"When data is transferred to user space using DMA, what is the 'double buffering' issue that can make it inefficient?",The need for two separate DMA controllers.,The requirement to use two different types of memory (volatile and non-volatile).,A second copy operation from kernel memory to user memory.,The use of both physical and virtual addresses simultaneously.,The device having to write data twice to ensure integrity.,C,"The text states: 'Data to user space: second copy operation (double buffering) from kernel to user memory, inefficient'."
What is the term for the temporary prevention of the CPU from accessing main memory because a device like a DMA controller is seizing the bus?,Deadlock,Starvation,Cycle stealing,Context switching,Bus arbitration,C,The text defines 'cycle stealing' as 'DMA controller seizing bus: CPU momentarily prevented from main memory access'.
Which type of DMA uses virtual addresses as transfer sources/destinations and translates them to physical addresses?,Programmed DMA,Physical DMA,Direct Virtual Memory Access (DVMA),Indirect DMA,Buffered DMA,C,"The text states: 'Some architectures use physical addresses for DMA, others direct virtual memory access (DVMA). DVMA: uses virtual addresses, translates to physical.'"
"According to the summary, which of the following is NOT listed as a key concept of I/O hardware?",Bus,Controller,I/O port and its registers,CPU instruction set architecture,Handshaking (host and device controller),D,"The summary lists Bus, Controller, I/O port and its registers, Handshaking, Handshaking execution (polling/interrupts), and Offloading large transfers to DMA controller as key concepts. CPU instruction set architecture is not listed as a key concept of I/O hardware itself."
"What is the primary function of a 'PHY' component, according to the glossary?",To manage system memory.,To connect to a network at the physical layer (OSI layer 1).,To handle CPU scheduling.,To perform disk I/O operations.,To control a graphics display.,B,The glossary defines 'PHY' as 'Physical hardware component connecting to a network (OSI layer 1).'
Which I/O bus type is commonly used in data centers to connect computers to storage arrays?,PCIe bus,Expansion bus,Serial-attached SCSI (SAS),Fibre Channel (FC),USB,D,The glossary defines 'fibre channel (FC)' as 'Storage I/O bus used in data centers to connect computers to storage arrays'.
What is the primary goal of structuring techniques and interfaces in the application I/O interface?,To maximize the speed of I/O operations for all devices.,To ensure that all I/O devices use the same hardware protocols.,"To treat I/O devices uniformly, regardless of their specific type.",To allow applications to directly control device hardware.,To reduce the number of physical I/O devices connected to the system.,C,The text states the goal is to 'treat I/O devices uniformly'.
Which of the following is an example illustrating the uniform treatment of I/O devices?,An application directly accessing a disk's raw sectors without OS intervention.,Opening a file on a disk without needing to know the specific disk type.,A network card communicating directly with another network card.,Configuring a printer to use a specific manufacturer's driver.,Synchronizing system clocks across multiple network machines.,B,The text provides 'open file on disk without knowing disk type' as an example of uniform treatment.
What is a benefit of the I/O structuring approach related to new hardware?,It eliminates the need for any device drivers for new hardware.,It allows new devices to be added without disrupting the operating system.,It automatically converts older devices to be compatible with new standards.,It ensures that all new devices operate at the highest possible speed.,It limits the types of devices that can be connected to the system.,B,One of the stated benefits is the ability to 'Add new devices without OS disruption'.
Which set of techniques is primarily used in the approach to achieve uniform I/O device treatment?,"Polling, busy waiting, and direct memory access.","Interrupt handling, context switching, and caching.","Abstraction, encapsulation, and software layering.","Network protocols, socket programming, and data compression.","Multithreading, process synchronization, and virtual memory.",C,"The text explicitly lists 'abstraction, encapsulation, software layering' as the approach."
How do device drivers contribute to the uniform treatment of I/O devices?,They completely replace the need for kernel I/O subsystems.,They are custom-tailored to specific devices but export standard interfaces.,They are generic and can control any device without customization.,They directly manage application-level I/O requests.,They eliminate the need for any form of software layering.,B,"The text states 'Device drivers: custom-tailored to specific devices, export standard interfaces'."
What is the primary purpose of the device-driver layer in an operating system?,To provide a direct interface for applications to interact with hardware.,To manage network communication protocols.,To hide differences among device controllers from the kernel I/O subsystem.,To perform data compression and encryption for I/O operations.,To schedule processes for I/O operations based on priority.,C,The purpose of the device-driver layer is 'to hide differences among device controllers from kernel I/O subsystem'.
How do I/O system calls hide hardware differences from applications?,By allowing applications to bypass the OS and directly control hardware registers.,By encapsulating device behavior in generic classes.,By converting all device outputs into a character-stream format.,By requiring applications to specify the exact hardware model for each I/O request.,"By using a single, universal driver for all possible hardware devices.",B,"The text mentions 'I/O system calls encapsulate device behavior in generic classes, hiding hardware differences from applications'."
Which of the following is a benefit of the standardized I/O interface approach?,It mandates that all hardware manufacturers use the same chipsets.,It forces OS developers to write device-specific code for every new device.,It simplifies OS development and allows hardware manufacturers to design compatible devices.,It removes the need for any form of software drivers.,It prioritizes speed over compatibility for all I/O operations.,C,"Benefits include 'simplifies OS development, allows hardware manufacturers to design compatible devices or write drivers for popular OS'."
A device that transfers a block of bytes as a single unit is categorized as what type of device?,Character-stream device,Sequential device,Block device,Synchronous device,Dedicated device,C,The text defines 'Block' devices as those that transfer 'a block of bytes as a unit'.
What is a characteristic of a 'sequential access' device?,It allows the user to seek to any storage location directly.,It transfers data in a fixed order determined by the device.,It can be used concurrently by multiple processes.,It guarantees predictable response times.,It transfers bytes one by one.,B,A 'Sequential' device is characterized by 'fixed order determined by device'.
Which characteristic describes I/O operations with 'predictable response times' and 'coordinated' behavior?,Asynchronous,Nonblocking,Synchronous,Sharable,Vectored,C,"The text defines 'Synchronous' as having 'predictable response times, coordinated'."
A device that 'cannot be used concurrently' by multiple processes or threads is classified as what type?,Sharable,Asynchronous,Character-stream,Dedicated,Random-access,D,The text defines 'Dedicated' devices as those that 'cannot be used concurrently'.
Which type of device is capable of both input and output data transfers?,Read only,Write once,Read-write,Character-stream,Sequential,C,'Read-write' devices are defined as handling 'both input/output'.
Operating systems group devices into conventional types and hide many differences. Which of the following is NOT listed as a major application access convention?,Block I/O,Character-stream I/O,Memory-mapped file access,Direct hardware register access,Network sockets,D,"The major access conventions listed are Block I/O, Character-stream I/O, Memory-mapped file access, and Network sockets. Direct hardware register access is not listed as a conventional type."
What mechanism do most operating systems provide to transparently pass arbitrary commands to a device driver when the standard interface lacks a specific method?,A system call specifically for network communication.,A dedicated hardware interrupt line.,An 'escape' or 'back door' mechanism.,A global shared memory region.,A standardized logging interface.,C,The text mentions 'Most OS have an escape or back door: transparently passes arbitrary commands to device driver'.
"In UNIX, which system call enables an application to access any driver functionality without requiring a new system call?",`read()`,`write()`,`select()`,`ioctl()`,`gettimeofday()`,D,The text explicitly states 'UNIX: `ioctl()` system call' for this purpose.
"When using the `ioctl()` system call in UNIX, what does the 'major number' of the device identifier represent?",The specific instance of the device.,The current speed of the device.,"The type of the device, used to route I/O requests to the correct driver.",The number of bytes transferred in the current operation.,The priority level of the I/O request.,C,"The major number is described as representing the 'device type, routes I/O requests to driver'."
Which of the following commands is typically associated with a block-device interface for random-access capabilities?,`get()`,`put()`,`seek()`,`connect()`,`listen()`,C,"The text lists 'read(), write(), seek() (for random-access)' as commands for block-device interfaces."
What is 'raw I/O' primarily used by operating systems or special applications like DBMS?,Accessing network sockets directly without protocol stacks.,"Directly accessing secondary storage as a linear array of blocks, bypassing the file system.",Performing character-by-character input from keyboards.,Mapping entire files into main memory for faster access.,Executing arbitrary commands on a device driver.,B,"Raw I/O is defined as 'direct access as linear array of blocks, no file system'."
What is a key advantage of using 'raw I/O'?,It simplifies file system management for developers.,It provides a more secure way to access data.,It avoids extra buffering and redundant locking.,It guarantees data consistency across all applications.,It enables higher-level abstractions for device interaction.,C,The text states 'Raw I/O avoids extra buffering and redundant locking'.
"In UNIX, what is the term for a mode on a file that disables OS block features like buffering and locking, acting as a compromise for raw I/O?",Sequential I/O,Memory-mapped I/O,Direct I/O,Network I/O,Character I/O,C,"UNIX uses 'direct I/O' as a mode on files to disable buffering/locking, a compromise for raw I/O."
Memory-mapped file access is described as being 'layered on' what type of drivers?,Character-stream drivers,Network socket drivers,Printer drivers,Block-device drivers,Audio drivers,D,The text states 'Memory-mapped file access: layered on block-device drivers'.
What is a primary convenience for programmers when using memory-mapped file access?,It requires complex system calls for every data access.,It simplifies data access to simple read/write operations to memory.,It necessitates explicit management of disk sectors.,It forces data to be loaded entirely into memory at once.,It bypasses the operating system entirely for file operations.,B,It's convenient for programmers due to 'simple read/write to memory'.
Which of the following devices typically utilizes a character-stream interface?,Hard disk drive,Solid-state drive,CD-ROM drive,Keyboard,USB flash drive,D,"The text lists 'keyboards, mice, modems, printers, audio boards' as examples for character-stream interface."
The basic system calls for a character-stream interface are primarily for transferring what unit of data?,Blocks of data,Entire files,Packets,One character at a time,Memory pages,D,"Basic system calls are 'get(), put() one character'."
What is the common interface for network I/O in systems like UNIX and Windows?,Block-device interface,Character-stream interface,Network socket,Memory-mapped file access,Direct I/O,C,The text identifies 'network socket' as the 'common interface' for network I/O.
"Which system call is specifically designed to manage a set of sockets and return information on which ones are ready for I/O (e.g., packet waiting, room to send)?",`read()`,`write()`,`connect()`,`select()`,`listen()`,D,"`select()` is described as managing 'set of sockets, returns info on ready sockets'."
What is a key benefit of using the `select()` system call for network I/O?,It encrypts all network traffic automatically.,It eliminates polling and busy waiting for network I/O.,It guarantees delivery of all packets regardless of network conditions.,It provides direct hardware access to the network interface card.,It standardizes network protocols globally.,B,`select()` 'eliminates polling/busy waiting for network I/O'.
Which of the following is NOT listed as a capability provided by hardware clocks and timers?,Providing the current time.,Measuring elapsed time.,Setting a timer for a future operation.,Directly controlling process execution order.,Triggering operations based on time intervals.,D,"Clocks/timers provide current time, elapsed time, and set timers, but do not directly control process execution order; rather, they enable the OS scheduler to do so."
What is the primary function of a 'programmable interval timer'?,To measure the CPU temperature.,To synchronize data across multiple disks.,To measure elapsed time and trigger operations.,To manage network packet routing.,To control graphical display resolution.,C,"A programmable interval timer is 'hardware to measure elapsed time, trigger operations'."
How does an OS typically support more timer requests than available hardware channels?,By ignoring less critical timer requests.,By dedicating a separate CPU core to each timer request.,By simulating virtual clocks and maintaining a sorted list of wanted interrupts.,By offloading all timer management to external hardware.,By requiring applications to manage their own timers.,C,The text explains the OS 'Supports more timer requests than hardware channels by simulating virtual clocks' and the 'Kernel maintains sorted list of wanted interrupts'.
What is the 'High-performance event timer (HPET)' commonly used in modern PCs characterized by?,It's a software-only timer that relies on CPU cycles.,It's a low-frequency counter providing millisecond precision.,It's a hardware timer often operating in the 10-megahertz range with comparators triggering interrupts.,It's primarily used for network time synchronization.,It completely replaces the need for programmable interval timers.,C,HPET is described as a 'hardware timer provided by some CPUs' in the '10-megahertz range' with 'Comparators trigger interrupts when value matches HPET'.
Which protocol is specifically mentioned for correcting system clock drift?,Transmission Control Protocol (TCP),Hypertext Transfer Protocol (HTTP),Network Time Protocol (NTP),Internet Protocol (IP),Secure Shell Protocol (SSH),C,"System clock drift is 'corrected by protocols (e.g., network time protocol (NTP))'."
What happens to the calling thread when a 'blocking' system call is made?,"It immediately returns, indicating the I/O operation will complete later.",It is suspended and moved to a wait queue until the I/O completes.,"It continues execution, and I/O completion is communicated via a signal.",It polls the device repeatedly until data is available.,It transfers all available bytes and then immediately terminates.,B,"A 'Blocking' system call is one where the 'calling thread suspended, moved to wait queue. Resumes after completion'."
"Why do operating systems typically provide blocking I/O calls for the application interface, even though physical I/O actions are often asynchronous?",To force applications to handle complex interrupt routines.,Because blocking calls are easier for programmers to write.,To prevent multiple applications from accessing the same device.,To ensure absolute real-time performance for all I/O.,To minimize the use of system resources.,B,OS provides blocking calls 'for application interface (easier to write)'.
Which type of I/O system call returns quickly and indicates bytes transferred but does NOT halt the thread?,Blocking I/O,Asynchronous I/O,Nonblocking I/O,Synchronous I/O,Vectored I/O,C,"Nonblocking I/O system calls 'return quickly, indicate bytes transferred, don't halt thread'."
What is a characteristic of an 'asynchronous system call' for I/O?,It suspends the calling thread until the I/O operation is fully complete.,It always returns an error if data is not immediately available.,It returns immediately and does not wait for I/O; the thread continues execution.,It requires the application to continuously poll the device for completion.,"It only works for character-stream devices, not block devices.",C,"An 'Asynchronous system call: returns immediately, doesn't wait for I/O. Thread continues'."
What is the key difference between a nonblocking `read()` and an asynchronous `read()`?,"Nonblocking `read()` always reads the full requested amount, while asynchronous `read()` reads partially.","Nonblocking `read()` returns available data immediately (full, fewer, or none); asynchronous `read()` requests the full transfer to complete later.","Nonblocking `read()` requires a callback, while asynchronous `read()` uses a signal.","Nonblocking `read()` is only for network I/O, while asynchronous `read()` is for disk I/O.","Nonblocking `read()` waits indefinitely, while asynchronous `read()` has a timeout.",B,"The text clarifies: 'Difference: nonblocking `read()` returns available data immediately (full, fewer, none); asynchronous `read()` requests full transfer to complete later'."
How does OS buffering primarily optimize I/O performance?,By eliminating the need for any system calls.,By directly writing data to disk without involving the CPU.,By returning to the application quickly and completing the request later.,By requiring applications to manage their own data consistency.,By ensuring all I/O operations are strictly synchronous.,C,"OS buffers I/O, returns to application, completes request later (optimizes performance)."
What is the purpose of 'Vectored I/O'?,To perform I/O operations on devices that only support vector graphics.,To allow a single system call to perform multiple I/O operations involving multiple locations.,To create a virtual I/O device for testing purposes.,To ensure that all I/O requests are handled synchronously.,To convert serial data streams into parallel streams.,B,Vectored I/O is defined as 'one system call performs multiple I/O operations involving multiple locations'.
"Which UNIX system call is an example of Vectored I/O, accepting a vector of multiple buffers?",`read()`,`write()`,`readv()`,`ioctl()`,`select()`,C,"UNIX `readv` is given as an example of Vectored I/O: 'accepts vector of multiple buffers, reads to/writes from vector'."
What is another common name for 'Vectored I/O'?,Pipelined I/O,Buffered I/O,Scatter-gather,Atomic I/O,Direct Memory Access (DMA),C,The text states 'Also called scatter-gather'.
One of the benefits of Vectored I/O (scatter-gather) is that it avoids which of the following?,The need for device drivers.,The use of hardware interrupts.,Context-switching and system-call overhead.,Any form of data buffering.,The creation of virtual memory addresses.,C,Benefits include 'Avoids context-switching and system-call overhead'.
