Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Deadlock prevention protocols based on 'no preemption' generally cannot be applied to which of the following?,CPU registers,Database transactions,Memory pages,Mutex locks and semaphores,Files that support exclusive write access,D,The text states: 'Cannot generally apply to mutex locks and semaphores (where deadlocks commonly occur).'
What is the practical solution mentioned for preventing the 'circular wait' condition?,Ensuring all resources are requested before execution.,Preempting resources from threads that are waiting.,Imposing a total ordering of all resource types.,Denying mutual exclusion for all resources.,Ensuring that no thread holds resources while waiting for another.,C,The text states: 'Practical solution: impose total ordering of all resource types.'
"When preventing 'circular wait' by imposing a total ordering of resource types, what rule must threads follow when requesting resources?",Threads must request resources in decreasing order of enumeration.,"Threads can request resources in any order, but must release them in increasing order.",Threads must request resources in increasing order of enumeration.,Threads must request all resources of the same type in separate requests.,Threads are only allowed to request resources they do not currently hold.,C,The text states: 'Require threads to request resources in increasing order of enumeration.'
"According to the total ordering protocol for circular wait prevention, what should a thread do if it needs multiple instances of the same resource type?",It must issue separate requests for each instance.,It must issue a single request for all instances needed.,It should only request one instance at a time to avoid complex ordering.,It must release all other resources before requesting multiple instances.,This scenario is not covered by the total ordering protocol.,B,"The text specifies: 'If multiple instances of same resource type needed, single request for all must be issued.'"
What is a known challenge in implementing the total ordering protocol for deadlock prevention?,The protocol does not guarantee deadlock prevention.,It often leads to high resource utilization.,It is difficult to apply to sharable resources.,Developing a consistent and effective ordering can be difficult for many locks.,"It requires threads to release all resources before requesting more, which is inefficient.",D,The text notes: 'Developing ordering can be difficult for many locks.'
Which Java mechanism is mentioned as being used for lock acquisition ordering in the context of preventing circular wait?,synchronized keyword,java.util.concurrent.locks.ReentrantLock,System.identityHashCode(Object),Object.wait() and Object.notify(),java.util.concurrent.Semaphore,C,The text states: 'Java uses `System.identityHashCode(Object)` for lock acquisition ordering.'
What is the definition of 'deadlock prevention' as provided in the glossary?,An operating system method where processes inform the OS of resources they will use during their lifetimes.,A set of methods intended to ensure that at least one of the necessary conditions for deadlock cannot hold.,A technique to detect deadlocks as they occur and recover gracefully.,A strategy to minimize resource allocation overhead.,A method to prioritize resource requests to avoid starvation.,B,The glossary defines 'deadlock prevention' as 'A set of methods intended to ensure that at least one of the necessary conditions for deadlock cannot hold.'
What is the definition of 'deadlock avoidance' as provided in the glossary?,A method to strictly enforce a total ordering of all resource types.,A technique where threads allocate all resources before execution begins.,An operating system method in which processes inform the operating system of which resources they will use during their lifetimes so the system can approve or deny requests to avoid deadlock.,A protocol that preempts resources from waiting threads to satisfy new requests.,A strategy to ensure that mutual exclusion never holds for any resource.,C,The glossary defines 'deadlock avoidance' as 'An operating system method in which processes inform the operating system of which resources they will use during their lifetimes so the system can approve or deny requests to avoid deadlock.'
"Which of the following is an alternative rule for preventing circular wait using total ordering, as mentioned in the text?",A thread requesting resource R_j must also request all R_i with F(R_i) < F(R_j).,A thread requesting R_j must have released any R_i such that F(R_i) >= F(R_j).,A thread requesting R_j must acquire R_j before any R_i where F(R_i) > F(R_j).,A thread requesting R_j must ensure F(R_j) is the highest function value among its held resources.,A thread must only request R_j if no other thread is holding any R_i.,B,"The text states: 'Alternatively, thread requesting R_j must have released any R_i such that F(R_i) >= F(R_j).'"
When does lock ordering NOT guarantee deadlock prevention?,When resources are requested in decreasing order of enumeration.,When multiple instances of the same resource type are needed.,"If locks are acquired dynamically (e.g., in a transaction function).",If the `System.identityHashCode(Object)` method is used for ordering.,When resource utilization is low.,C,"The text states: 'Lock ordering does not guarantee deadlock prevention if locks acquired dynamically (e.g., `transaction()` function example).'"
