What is the purpose of the `pthread_mutex_unlock()` function?,To attempt to acquire a lock without blocking.,To release a mutex lock.,To initialize a mutex.,To check the status of a mutex.,To destroy a mutex.,B,The text explicitly states that `pthread_mutex_unlock()` releases a lock.
"In the Pthreads example demonstrating deadlock, how many mutex locks and threads are involved in the scenario?","One mutex, two threads.","Two mutexes, one thread.","Two mutexes, two threads.","Three mutexes, two threads.","One mutex, one thread.",C,"The deadlock scenario description mentions 'Two mutex locks created: `first_mutex`, `second_mutex`' and 'Two threads, `thread_one` and `thread_two`'."
Which locking order between `thread_one` and `thread_two` is described as leading to a potential deadlock in the provided example?,`thread_one` locks `first_mutex` then `second_mutex`; `thread_two` also locks `first_mutex` then `second_mutex`.,`thread_one` locks `first_mutex` then `second_mutex`; `thread_two` locks `second_mutex` then `first_mutex`.,`thread_one` locks `second_mutex` then `first_mutex`; `thread_two` locks `first_mutex` then `second_mutex`.,Both threads attempt to lock both mutexes simultaneously.,Both threads lock `second_mutex` then `first_mutex`.,B,"The text states: '`thread_one` locks in order: (1) `first_mutex`, (2) `second_mutex`' and '`thread_two` locks in order: (1) `second_mutex`, (2) `first_mutex`'."
What specific condition must occur for a deadlock to be possible in the given Pthreads example?,Both threads acquire both `first_mutex` and `second_mutex` successfully in their specified order.,"`thread_one` acquires `first_mutex` and `thread_two` acquires `second_mutex`, leading both to block waiting for the other's lock.",One thread acquires and releases both locks before the other thread starts execution.,Neither thread is able to acquire any mutex lock.,Both threads acquire `second_mutex` and then `first_mutex`.,B,"The text explains the deadlock is possible 'If `thread_one` acquires `first_mutex` and `thread_two` acquires `second_mutex`, both threads will block waiting for the other's lock'."
Why is it often difficult to identify and test for deadlocks in multithreaded applications?,"Deadlocks always cause immediate system crashes, preventing analysis.",Deadlock detection tools are not available for multithreaded environments.,The occurrence of deadlock is intermittent and depends on the CPU scheduler.,"Deadlocks only manifest on specific hardware architectures, not in testing environments.","Deadlocks only occur when applications are under extremely high load, making replication hard.",C,The text states: 'Deadlock might not occur if one thread acquires and releases both locks before the other thread starts.' and 'Occurrence depends on the CPU scheduler.' which 'Makes identifying and testing for deadlocks difficult'.
Which characteristic distinguishes livelock from deadlock?,"In livelock, threads are permanently blocked and cannot execute.",Livelock applies only to single-threaded applications.,"In livelock, threads are actively attempting operations but fail to make progress.",Livelock results in resources being continuously acquired and released productively.,"Livelock is a type of resource starvation, not a liveness failure.",C,"The text states livelock is 'Similar to deadlock, but threads are not blocked' and illustrates with the analogy of two people 'They are active but make no progress'."
"According to the provided text, what is the core condition that defines livelock?",A thread becomes permanently blocked while waiting for a resource.,A thread continuously attempts an action that fails.,A thread repeatedly acquires and releases a lock successfully.,A thread is unable to acquire any resource due to other threads holding them indefinitely.,A thread enters an infinite loop performing meaningful work.,B,The text defines livelock as a 'Condition: A thread continuously attempts an action that fails' and the glossary also states this.
What is the behavior of `pthread_mutex_trylock()` when it attempts to acquire a lock that is already held by another thread?,It blocks the calling thread until the lock becomes available.,It forces the lock to be released by the current holder.,"It attempts to acquire the lock and returns immediately, indicating success or failure, without blocking.",It initializes a new mutex if the requested one is unavailable.,It causes a deadlock if the lock is held.,C,"The text states `pthread_mutex_trylock()` 'attempts to acquire a lock without blocking'. If it cannot acquire, it will indicate failure, allowing the thread to proceed without waiting."
"In the Pthreads livelock scenario involving `pthread_mutex_trylock()`, what sequence of events leads to livelock?",Both threads successfully acquire their first mutex and then block indefinitely on the second mutex.,"`thread_one` acquires `first_mutex`, `thread_two` acquires `second_mutex`; both fail to acquire the other's mutex using `trylock`, release their own, and repeat indefinitely.","One thread acquires both locks and completes its work, allowing the other thread to proceed.","Both threads attempt to acquire all locks simultaneously, causing a system error.","Threads acquire locks in a random order, eventually resolving the contention.",B,"The text describes the livelock scenario: '`thread_one` acquires `first_mutex`, `thread_two` acquires `second_mutex`. Both then call `trylock` on the other mutex, which fails. They release their locks and repeat indefinitely.'"
What is a common strategy mentioned to avoid livelock?,Ensuring all threads acquire locks in a predefined global order.,Having threads retry failing operations at random times.,Using blocking lock acquisition mechanisms exclusively.,Minimizing the number of shared resources between threads.,Implementing a watchdog timer to terminate non-progressing threads.,B,The text states that livelock 'Can be avoided by having threads retry at random times'.
"The Ethernet example, where hosts involved in a network collision 'backoff' for a random period before retransmitting, is used to illustrate a method for avoiding which concurrency issue?",Deadlock.,Race condition.,Starvation.,Livelock.,Data inconsistency.,D,"This example is provided directly under the 'Avoidance' section for Livelock, showing how random backoff helps prevent threads from repeatedly failing at the same time."
"Compared to deadlock, what is stated about the commonness of livelock in concurrent application design?",It is far more common than deadlock.,It is equally common as deadlock.,It is less common than deadlock.,It is a theoretical concept that does not occur in real-world applications.,Its commonness depends entirely on the operating system used.,C,"The text explicitly states that livelock is 'Less common than deadlock, but still a challenge'."
"According to the Section Glossary, what is the definition of livelock?","A condition in which two or more threads are permanently blocked, waiting for each other.",A condition in which a thread continuously attempts an action that fails.,"A situation where a thread holds a resource indefinitely, preventing others from acquiring it.","A state where multiple threads try to access a shared resource simultaneously, leading to incorrect data.","A scenario where a thread is repeatedly preempted by the scheduler, preventing it from making progress.",B,The glossary defines 'livelock' as 'A condition in which a thread continuously attempts an action that fails'.
What is a fundamental requirement for a deadlock situation to arise in a system?,At least two conditions must hold simultaneously.,Only the circular-wait condition is strictly necessary.,"All four specified conditions (Mutual exclusion, Hold and wait, No preemption, and Circular wait) must hold concurrently.",Deadlocks can arise even if only one condition is met.,Deadlocks are only possible if resources are sharable.,C,"The text states, ""A deadlock situation can arise if the following four conditions hold simultaneously in a system."""
Which of the following conditions for deadlock states that at least one resource must be held in a nonsharable mode?,Hold and wait,No preemption,Circular wait,Mutual exclusion,Resource allocation,D,"Mutual exclusion is defined as ""At least one resource must be held in a nonsharable mode."""
"In the context of deadlock conditions, what does ""Hold and wait"" mean?",A thread is waiting for resources but holds none.,A thread has released all its resources and is waiting for new ones.,A thread must be holding at least one resource and waiting to acquire additional resources held by other threads.,A thread is preempting resources from another thread.,A thread is only holding resources and not waiting for any.,C,"""Hold and wait"" means ""A thread must be holding at least one resource and waiting to acquire additional resources held by other threads."""
"According to the necessary conditions for deadlock, what does ""No preemption"" imply about resource release?",A resource can be forcibly taken away from a thread by the operating system.,Resources are always preemptible if a higher-priority thread requests them.,A resource can be released only voluntarily by the thread holding it.,Resources are automatically released after a fixed time.,A thread can preempt resources from another thread if it waits long enough.,C,"""No preemption"" means ""A resource can be released only voluntarily by the thread holding it."""
"Describe the ""Circular wait"" condition for deadlock.",All threads are waiting for the same resource.,"A set of waiting threads {T_0, T_1, ..., T_n} must exist such that T_0 is waiting for a resource held by T_1, T_1 is waiting for a resource held by T_2, ..., T_{n-1} is waiting for a resource held by T_n, and T_n is waiting for a resource held by T_0.",Threads are waiting in a linear sequence for resources.,A thread is waiting for a resource it previously held.,Threads are waiting for resources that are not currently available anywhere in the system.,B,The definition of circular wait explicitly states this chain of waiting threads.
Which of the following conditions is implied by the circular-wait condition?,Mutual exclusion,No preemption,Hold and wait,Resource starvation,Deadlock avoidance,C,"The text states, ""The circular-wait condition implies the hold-and-wait condition."""
What is the primary purpose of a system resource-allocation graph?,To visualize thread execution order.,To describe deadlocks precisely.,To manage memory allocation.,To represent network topology.,To monitor CPU utilization.,B,"The text and glossary define it as ""A directed graph for precise description of deadlocks."""
What are the two types of vertices that partition the set V in a system resource-allocation graph?,Edges and Nodes,Processes and Resources,Active threads and Resource types,Input and Output,Mutexes and Semaphores,C,Vertices V are partitioned into two types: T (active threads) and R (resource types).
"In a system resource-allocation graph, what does a directed edge from thread T_i to resource type R_j (T_i \rightarrow R_j) represent?",Resource R_j is allocated to thread T_i.,Thread T_i has released resource R_j.,Thread T_i has requested an instance of R_j.,Resource R_j is available for T_i.,Thread T_i is preempting resource R_j.,C,"An edge T_i \rightarrow R_j is a request edge, signifying that T_i has requested an instance of R_j."
What does a directed edge from resource type R_j to thread T_i (R_j \rightarrow T_i) signify in a system resource-allocation graph?,Thread T_i is requesting resource R_j.,An instance of R_j has been allocated to T_i.,Resource R_j is about to be released by T_i.,Thread T_i is waiting for R_j.,Resource R_j is being shared by T_i and other threads.,B,"An edge R_j \rightarrow T_i is an assignment edge, signifying that an instance of R_j has been allocated to T_i."
What can be definitively concluded if a system resource-allocation graph contains no cycles?,A deadlock may still exist.,All threads are actively running.,No thread is deadlocked.,All resources are fully utilized.,"The system is in a safe state, but deadlocks are still possible.",C,"The text states, ""If the graph contains no cycles, no thread is deadlocked."""
"If a system resource-allocation graph contains a cycle and each resource type has exactly one instance, what is the implication?","A deadlock is possible, but not certain.",No deadlock can occur.,A deadlock has occurred.,The system is in a safe state.,All resources are sharable.,C,"The text specifies, ""If each resource type has exactly one instance, a cycle implies a deadlock has occurred."""
"When a system resource-allocation graph contains a cycle, but each resource type has several instances, what does the cycle indicate?",A deadlock is guaranteed.,The system is deadlock-free.,A cycle is a necessary but not a sufficient condition for deadlock.,The system will recover from the deadlock automatically.,All resources are currently available.,C,"The text specifies, ""If each resource type has several instances, a cycle is a necessary but not a sufficient condition for deadlock."""
What are the three fundamental approaches to handling deadlocks mentioned in the text?,"Prevention, Detection, and Recovery.","Ignore, Prevent/Avoid, and Detect/Recover.","Avoidance, Resolution, and Preemption.","Monitoring, Logging, and Restarting.","Scheduling, Prioritizing, and Terminating.",B,"The text lists 'Ignore problem', 'Prevent/Avoid', and 'Detect/Recover' as the three ways to deal with deadlocks."
Which deadlock handling method is most commonly adopted by operating systems like Linux and Windows?,Deadlock Prevention.,Deadlock Avoidance.,Deadlock Detection and Recovery.,Ignoring the problem.,A combination of Prevention and Avoidance.,D,"The text states that 'Ignore problem' is common due to the infrequency of deadlocks and the cost of other methods, specifically mentioning Linux and Windows."
Why is ignoring the deadlock problem a common solution in many operating systems?,It is the most efficient method to prevent deadlocks from occurring.,Deadlocks are very frequent but easily resolved by users.,"Deadlocks occur infrequently, and other methods are costly.",It guarantees that the system never enters a deadlocked state.,It allows the system to automatically recover without user intervention.,C,The text explicitly states that 'ignoring' is common due to 'infrequency of deadlocks and cost of other methods'.
Which deadlock handling strategy explicitly allows the system to enter a deadlocked state before taking action?,Deadlock Prevention.,Deadlock Avoidance.,Ignoring the problem.,Deadlock Detection and Recovery.,Resource preemption.,D,"The 'Detect/Recover' method is described as allowing the system to 'enter deadlocked state, then detect and recover'."
Which type of systems are specifically mentioned as typically employing the Deadlock Detection and Recovery method?,General-purpose desktop operating systems.,Real-time embedded systems.,Database systems.,Mobile operating systems.,Web servers.,C,The text provides 'databases' as an example of systems that use 'Detect/Recover'.
"What is the primary goal of Deadlock Prevention, as defined in the text?",To provide advance information to the OS about resource requests.,To allow the system to enter a deadlocked state for later recovery.,To ensure at least one necessary condition for deadlock cannot hold.,To detect deadlocks quickly after they occur.,To manually restart the system upon deadlock detection.,C,The glossary defines 'deadlock prevention' as 'Methods to ensure at least one necessary condition for deadlock cannot hold.'
How does Deadlock Prevention prevent deadlocks from occurring?,By providing the OS with advance information on resource use.,By examining the system state to determine if a deadlock occurred.,By constraining resource request methods.,By allowing resources to be preempted from processes.,By recovering the system after a deadlock has formed.,C,The text states Deadlock Prevention 'Prevents deadlocks by constraining resource request methods'.
"For Deadlock Avoidance, what kind of information is provided to the OS in advance?",Current CPU utilization of all threads.,Memory usage limits for each thread.,The resources a thread will request/use.,The priority levels of various system processes.,Network bandwidth requirements for future operations.,C,Deadlock Avoidance is described as the OS being 'given advance info on resources a thread will request/use'.
"When the OS employs Deadlock Avoidance, which of the following is NOT one of the factors it considers to decide if a resource request can be satisfied or delayed?",Currently available resources.,Resources allocated to each thread.,Future requests/releases of each thread.,The total number of CPU cores in the system.,Information provided in advance by the threads.,D,"The text explicitly lists 'Currently available resources', 'Resources allocated to each thread', and 'Future requests/releases of each thread' as factors considered by the OS. The number of CPU cores is not mentioned."
What is the definition of 'deadlock avoidance' according to the provided glossary?,Methods to ensure at least one necessary condition for deadlock cannot hold.,"Allowing the system to enter a deadlocked state, then detecting and recovering.",OS method where processes inform OS of resource use; system approves/denies requests to avoid deadlock.,A common approach in most OS due to the infrequency of deadlocks.,Algorithms designed to examine system state to determine if deadlock occurred and recover from it.,C,The glossary defines 'deadlock avoidance' as 'OS method where processes inform OS of resource use; system approves/denies requests to avoid deadlock.'
Under what circumstances would a system primarily rely on Deadlock Detection and Recovery?,As a primary proactive measure to prevent all deadlocks.,When deadlocks are exceptionally rare and insignificant.,If no prevention or avoidance methods are currently in place.,To minimize the cost associated with resource allocation.,When the system design mandates immediate resolution of all resource conflicts.,C,"The text states: 'If no prevention/avoidance, deadlock may arise,' implying detection and recovery is used in such cases."
The algorithms provided by a system for Deadlock Detection and Recovery are designed to perform which two main functions?,Constrain resource requests and allocate resources safely.,Receive advance information and approve/deny requests.,Examine system state to determine if deadlock occurred and recover from it.,Ignore deadlocks and then restart the system manually.,Prioritize threads and preempt resources when necessary.,C,The text specifies that the algorithms are for 'Examine system state to determine if deadlock occurred' and 'Recover from deadlock'.
Which of the following is a primary outcome if a deadlock remains undetected in a system?,The system automatically and immediately resolves the resource conflicts.,Improved overall system performance due to efficient resource locking.,Resources are automatically released after a short timeout period.,"System performance deteriorates, resources remain held, leading eventually to a manual restart.",The system enters a safe state where no new deadlocks can form spontaneously.,D,"The text explicitly states that 'Undetected deadlock: system performance deteriorates, resources held, more threads deadlock. Eventually, manual restart needed.'"
"What other type of system failure's manual recovery method might be applied for deadlock recovery, according_to the text?",System crash due to hardware failure.,Memory leak leading to out-of-memory errors.,"Livelock, which is a type of liveness failure.",Data corruption during file operations.,Process starvation due to low priority.,C,"The text mentions: 'Manual recovery for other liveness failures (e.g., livelock) may be used for deadlock recovery.'"
Under what circumstances does deadlock occur?,If any one of the four necessary conditions holds.,Only if the mutual exclusion and no preemption conditions hold.,If all four necessary conditions hold simultaneously.,When a thread requests resources in increasing order of enumeration.,If resources are allocated but remain unused for long periods.,C,The text states: 'Deadlock occurs if all four necessary conditions hold.'
What is the primary goal of deadlock prevention?,To detect deadlocks quickly and recover from them.,To ensure that at least one of the necessary conditions for deadlock cannot hold.,To allow threads to request resources only when they are holding none.,To predefine a safe sequence for resource allocation.,To maximize resource utilization and prevent starvation.,B,The text states: 'Prevent deadlock by ensuring at least one condition cannot hold.' The glossary also defines 'deadlock prevention' as 'A set of methods intended to ensure that at least one of the necessary conditions for deadlock cannot hold.'
"Which type of resource, due to its nature, cannot be involved in a deadlock because it does not require mutual exclusion?",Mutex locks,Semaphores,CPU registers,Read-only files,Database transactions,D,"The text states: 'Sharable resources (e.g., read-only files) do not require mutual exclusion, thus cannot be involved in deadlock.'"
Why is denying the mutual-exclusion condition generally not a viable strategy for preventing deadlocks?,It leads to low resource utilization.,It causes threads to wait indefinitely for popular resources.,"Some resources are intrinsically nonsharable, like mutex locks.","It only prevents circular wait, not other conditions.",It requires threads to release all current resources before requesting more.,C,"The text states: 'Cannot generally prevent deadlocks by denying mutual-exclusion, as some resources are intrinsically nonsharable (e.g., mutex locks).'"
What is Protocol 1 for preventing the 'hold and wait' condition?,Threads must release all current resources before requesting more.,Threads must request and allocate all resources before execution begins.,Threads' currently held resources are preempted if a new request must wait.,Threads are required to request resources in an increasing order of enumeration.,The operating system denies requests if they lead to an unsafe state.,B,The text describes Protocol 1 for hold-and-wait prevention as: 'Thread requests/allocates all resources before execution.'
Which of the following describes Protocol 2 for preventing the 'hold and wait' condition?,A thread acquires all necessary resources in a single atomic operation.,A thread may request resources only when it is not holding any other resources.,"If a thread cannot get a requested resource, it releases all held resources and tries again.",Resources are preempted from a waiting thread and allocated to a requesting thread.,Resources are allocated based on a predefined hierarchical ordering.,B,The text describes Protocol 2 for hold-and-wait prevention as: 'Thread requests resources only when holding none. Must release all current resources before requesting more.'
What is a common disadvantage of both protocols designed to prevent the 'hold and wait' condition?,Increased system overhead due to frequent preemption.,High resource utilization as resources are quickly released.,"Low resource utilization, as resources may be allocated but unused for long periods.",Inability to apply to sharable resources.,Complexity in imposing a total ordering of resource types.,C,The text lists 'Low resource utilization: resources allocated but unused for long periods' as a disadvantage of both hold-and-wait protocols.
Another disadvantage common to both 'hold and wait' prevention protocols is:,They require mutual exclusion to be denied.,They are impractical for static resource allocation.,They lead to an increase in deadlocks.,"Starvation is possible, where a thread waits indefinitely for popular resources.",They are only applicable to mutex locks and semaphores.,D,The text lists 'Starvation possible: thread waits indefinitely for popular resources' as a disadvantage of both hold-and-wait protocols.
"In one protocol to prevent 'no preemption', what happens if a thread requests a resource and must wait?",The thread's request is immediately denied to prevent deadlock.,All resources currently held by that thread are preempted (implicitly released).,The thread is put into a queue and waits for all its requested resources to become available without releasing any current ones.,The operating system checks if other threads can release resources to satisfy the request.,The thread is immediately terminated to free up resources.,B,"Protocol 1 for no-preemption states: 'If thread requests resource and must wait, all currently held resources are preempted (implicitly released).'"
Which type of resources are often suitable for implementing deadlock prevention protocols based on 'no preemption'?,Mutex locks and semaphores,"Resources whose state cannot be saved or restored, like printers.","Resources whose state can be saved and restored, such as CPU registers or database transactions.",Sharable resources like read-only files.,Network connections that are continuously in use.,C,"The text states that no-preemption protocols are 'Often applied to resources whose state can be saved/restored (e.g., CPU registers, database transactions).'"
Deadlock prevention protocols based on 'no preemption' generally cannot be applied to which of the following?,CPU registers,Database transactions,Memory pages,Mutex locks and semaphores,Files that support exclusive write access,D,The text states: 'Cannot generally apply to mutex locks and semaphores (where deadlocks commonly occur).'
What is the practical solution mentioned for preventing the 'circular wait' condition?,Ensuring all resources are requested before execution.,Preempting resources from threads that are waiting.,Imposing a total ordering of all resource types.,Denying mutual exclusion for all resources.,Ensuring that no thread holds resources while waiting for another.,C,The text states: 'Practical solution: impose total ordering of all resource types.'
"When preventing 'circular wait' by imposing a total ordering of resource types, what rule must threads follow when requesting resources?",Threads must request resources in decreasing order of enumeration.,"Threads can request resources in any order, but must release them in increasing order.",Threads must request resources in increasing order of enumeration.,Threads must request all resources of the same type in separate requests.,Threads are only allowed to request resources they do not currently hold.,C,The text states: 'Require threads to request resources in increasing order of enumeration.'
"According to the total ordering protocol for circular wait prevention, what should a thread do if it needs multiple instances of the same resource type?",It must issue separate requests for each instance.,It must issue a single request for all instances needed.,It should only request one instance at a time to avoid complex ordering.,It must release all other resources before requesting multiple instances.,This scenario is not covered by the total ordering protocol.,B,"The text specifies: 'If multiple instances of same resource type needed, single request for all must be issued.'"
What is a known challenge in implementing the total ordering protocol for deadlock prevention?,The protocol does not guarantee deadlock prevention.,It often leads to high resource utilization.,It is difficult to apply to sharable resources.,Developing a consistent and effective ordering can be difficult for many locks.,"It requires threads to release all resources before requesting more, which is inefficient.",D,The text notes: 'Developing ordering can be difficult for many locks.'
Which Java mechanism is mentioned as being used for lock acquisition ordering in the context of preventing circular wait?,synchronized keyword,java.util.concurrent.locks.ReentrantLock,System.identityHashCode(Object),Object.wait() and Object.notify(),java.util.concurrent.Semaphore,C,The text states: 'Java uses `System.identityHashCode(Object)` for lock acquisition ordering.'
What is the definition of 'deadlock prevention' as provided in the glossary?,An operating system method where processes inform the OS of resources they will use during their lifetimes.,A set of methods intended to ensure that at least one of the necessary conditions for deadlock cannot hold.,A technique to detect deadlocks as they occur and recover gracefully.,A strategy to minimize resource allocation overhead.,A method to prioritize resource requests to avoid starvation.,B,The glossary defines 'deadlock prevention' as 'A set of methods intended to ensure that at least one of the necessary conditions for deadlock cannot hold.'
What is the definition of 'deadlock avoidance' as provided in the glossary?,A method to strictly enforce a total ordering of all resource types.,A technique where threads allocate all resources before execution begins.,An operating system method in which processes inform the operating system of which resources they will use during their lifetimes so the system can approve or deny requests to avoid deadlock.,A protocol that preempts resources from waiting threads to satisfy new requests.,A strategy to ensure that mutual exclusion never holds for any resource.,C,The glossary defines 'deadlock avoidance' as 'An operating system method in which processes inform the operating system of which resources they will use during their lifetimes so the system can approve or deny requests to avoid deadlock.'
"Which of the following is an alternative rule for preventing circular wait using total ordering, as mentioned in the text?",A thread requesting resource R_j must also request all R_i with F(R_i) < F(R_j).,A thread requesting R_j must have released any R_i such that F(R_i) >= F(R_j).,A thread requesting R_j must acquire R_j before any R_i where F(R_i) > F(R_j).,A thread requesting R_j must ensure F(R_j) is the highest function value among its held resources.,A thread must only request R_j if no other thread is holding any R_i.,B,"The text states: 'Alternatively, thread requesting R_j must have released any R_i such that F(R_i) >= F(R_j).'"
When does lock ordering NOT guarantee deadlock prevention?,When resources are requested in decreasing order of enumeration.,When multiple instances of the same resource type are needed.,"If locks are acquired dynamically (e.g., in a transaction function).",If the `System.identityHashCode(Object)` method is used for ordering.,When resource utilization is low.,C,"The text states: 'Lock ordering does not guarantee deadlock prevention if locks acquired dynamically (e.g., `transaction()` function example).'"
Which of the following is a side effect of deadlock prevention mechanisms?,Increased system throughput,Higher device utilization,Reduced system throughput,Elimination of all resource request errors,Automatic detection of unsafe states,C,"Deadlock prevention limits how requests are made, which can lead to side effects such as low device utilization and reduced system throughput."
What additional information does a deadlock-avoidance algorithm typically require compared to deadlock prevention?,The current CPU utilization of each thread,A priori knowledge of the maximum resources each thread may need,The history of all resource requests made by threads,The priority level of each thread,The total number of threads currently in the system,B,"Deadlock avoidance requires additional information, specifically that the system needs to know the maximum resources each thread may need (a priori information)."
What is the primary goal of a deadlock-avoidance algorithm regarding the resource-allocation state?,To maximize device utilization regardless of deadlock potential,To ensure that all resource requests are immediately granted,To dynamically examine the resource-allocation state to prevent circular-wait,To convert all request edges into assignment edges,To reduce the complexity of resource allocation to O(n) operations,C,"A deadlock-avoidance algorithm dynamically examines the resource-allocation state to prevent circular-wait, which is a necessary condition for deadlock."
How is the resource-allocation state defined in the context of deadlock avoidance?,By the number of active threads and their priorities,By the amount of free memory and disk space,"By the available and allocated resources, and the maximum demands of each thread",By the historical success rate of resource requests,By the total system uptime and number of system calls,C,"The resource-allocation state is defined by the available and allocated resources, and the maximum demands of each thread."
What characterizes a 'safe state' in deadlock avoidance?,A state where no thread is currently holding any resources.,A state where the system can allocate resources to each thread (up to its maximum) in some order and avoid deadlock.,A state where all resource requests are immediately denied to prevent future issues.,A state where the system has detected a cycle in its resource-allocation graph.,A state where no new threads are allowed to enter the system.,B,A state is safe if the system can allocate resources to each thread (up to its maximum) in some order and avoid deadlock.
