Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
For which type of address spaces are clustered page tables particularly useful?,Address spaces with very few entries.,Dense and contiguous address spaces.,"Sparse address spaces, where memory references are noncontiguous and scattered.",Physical address spaces exclusively.,"Small, fixed-size address spaces.",C,"The text states that clustered page tables are ""Useful for sparse address spaces (memory references noncontiguous, scattered)."" The glossary defines 'sparse' as a page table with noncontiguous, scattered entries or an address space with many holes."
What is the fundamental difference between an inverted page table and a standard page table regarding their entries?,"Standard page tables have one entry per process, while inverted have one entry per virtual page.","Standard page tables have one entry for each virtual address, while inverted page tables have one entry for each real physical page frame.","Inverted page tables are sorted by process ID, while standard page tables are sorted by virtual address.","Inverted page tables store only physical addresses, whereas standard page tables store only virtual addresses.","Standard page tables are managed by hardware, while inverted page tables are managed by software.",B,"The text clarifies: ""Standard page table: one entry for each page process is using (or each virtual address)... Inverted page table: one entry for each real page (frame) of memory."""
What information does each entry in an inverted page table typically contain?,Only the physical page number and permissions.,The virtual address of the page stored in that real memory location and process information.,The logical page number and page offset for all active processes.,A pointer to the next element in a linked list for collision resolution.,The hash value of the corresponding virtual page number.,B,"The text states that ""Each entry: virtual address of page stored in that real memory location, plus process information."""
How many inverted page tables typically exist within a single system?,One per active process.,One per CPU core.,One per physical memory block.,Only one for the entire system.,"Multiple, depending on the number of installed memory modules.",D,"The text specifies, ""Only one page table in system, one entry per physical memory page."""
What is a significant drawback of inverted page tables concerning address lookup performance?,They inherently cause more Translation Lookaside Buffer (TLB) misses.,"They increase the time to search the table because it's sorted by physical address, but lookups are by virtual address.","They are incompatible with multi-level paging schemes, slowing down translation.","They always require two physical memory reads for a single virtual memory reference, even with a hit.","They cannot support dynamic memory allocation, leading to fragmentation.",B,"The text notes, ""Drawback: increases time to search table (sorted by physical address, lookups by virtual address)."""
How is the increased search time drawback of inverted page tables commonly alleviated?,By reducing the page size to decrease table complexity.,By using a hash table to limit the search space.,By increasing the number of physical memory frames.,By storing the entire page table in the Translation Lookaside Buffer (TLB).,By implementing a Least Recently Used (LRU) page replacement policy.,B,"The text states, ""Alleviation: use a hash table to limit search."""
Which of the following describes a key issue with shared memory when using inverted page tables compared to standard paging?,Inverted page tables allow more flexible shared memory by design.,"Standard paging allows only one virtual address per physical page, while inverted allows many.","Inverted page tables allow only one virtual page entry for every physical page, making it difficult for multiple processes to directly share memory without special handling.",Shared memory segments are automatically swapped to disk with inverted page tables.,Inverted page tables do not support any form of shared memory.,C,"The text explains: ""Standard paging: multiple virtual addresses map to same physical address. Inverted page tables: only one virtual page entry for every physical page. One physical page cannot have two (or more) shared virtual addresses. Reference by another process sharing memory: page fault, replaces mapping."""
How does the Oracle SPARC Solaris system primarily solve the virtual memory problem efficiently for its 64-bit architecture?,By implementing a complex seven-level hierarchical page table structure.,"By exclusively using a single, centralized inverted page table.",Through the efficient use of hashed page tables.,"By eliminating the need for any form of page tables, using direct address mapping.",By relying solely on the Translation Lookaside Buffer (TLB) for all translations.,C,"The text states that Solaris ""Solves virtual memory problem efficiently using hashed page tables."""
How many distinct hash tables does Oracle SPARC Solaris typically utilize for virtual to physical memory mapping?,"One for all processes, including the kernel.",Two: one for the kernel and one for all user processes.,One for each active user process.,One per CPU core to minimize contention.,"Three: one for kernel, one for user, and one for shared memory.",B,"The text states, ""Two hash tables: one for kernel, one for all user processes."""
"In Oracle SPARC Solaris, what information does each hash-table entry typically represent for virtual memory mapping?",A single virtual page number mapped to a single physical page frame.,A linked list of all virtual pages that hash to that entry.,"A contiguous area of mapped virtual memory, including a base address and a span (number of pages represented).",A pointer to an entry in an inverted page table.,Only the permissions and dirty bit for a specific page.,C,"The text explains, ""Each hash-table entry: contiguous area of mapped virtual memory (more efficient than per-page entry). Entry has base address and span (number of pages represented)."""
What is the primary function of the TLB (Translation Lookaside Buffer) in the SPARC Solaris virtual memory system?,To store the complete page table in main memory.,To hold Translation Table Entries (TTEs) for fast hardware lookups.,To manage physical memory allocation and deallocation.,To handle page faults by initiating disk I/O.,To provide a software-managed cache for process IDs.,B,"The text states, ""TLB (Translation Lookaside Buffer): holds translation table entries (TTEs) for fast hardware lookups."""
What is the Translation Storage Buffer (TSB) in the SPARC Solaris system?,The primary disk storage area for virtual memory pages.,A hardware component responsible for hashing virtual addresses.,A cache of Translation Table Entries (TTEs) that includes an entry per recently accessed page.,A software routine that manages the page fault handling process.,The physical memory region where the kernel's hash table resides.,C,"The text defines it as a ""Cache of TTEs: translation storage buffer (TSB). TSB includes entry per recently accessed page."""
What specifically describes a 'TLB walk' in the context of virtual memory management?,The process of flushing all entries from the TLB.,The steps involved in traversing page-table structures to locate a needed translation and copying the result into the TLB.,A hardware error that occurs when the TLB cannot find a translation.,A software routine that preloads the TLB with frequently accessed translations.,The movement of a page from physical memory to disk when memory is low.,B,"The glossary defines ""TLB walk"" as ""Steps involved in traversing page-table structures to locate a needed translation and copying the result into the TLB."" The virtual address reference process also outlines this step."
Under what specific condition does the kernel get interrupted during the virtual address reference process in Oracle SPARC Solaris?,When the hardware successfully finds a translation in the TLB.,When a match is found in the Translation Storage Buffer (TSB).,When neither the Translation Lookaside Buffer (TLB) nor the Translation Storage Buffer (TSB) contains the required translation.,When the Memory Management Unit (MMU) successfully completes address translation.,When data is finally retrieved from the main memory location.,C,"The virtual address reference process outlines: ""1. Hardware searches TLB for translation. 2. None found: hardware walks through in-memory TSB... 4. No match in TSB: kernel interrupted to search hash table."""
The term 'sparse' in memory management refers to:,A memory region that is densely packed with frequently accessed data.,"A page table with noncontiguous, scattered entries; an address space with many holes.",A type of physical memory characterized by very fast access times.,A condition where a system has an abundance of available free physical memory.,A process that is designed to use a minimal amount of memory resources.,B,"The glossary defines 'sparse' as ""In memory management, describes a page table with noncontiguous, scattered entries; an address space with many holes."""
