Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the consequence if the Δ parameter in the working-set model is chosen to be too small?,The working set will encompass several overlapping localities.,The working set will become infinitely large.,It won't encompass the entire locality.,It will lead to zero page faults.,It will always prevent thrashing.,C,The text describes this as a drawback: 'Δ too small: won't encompass entire locality.'
"If Δ in the working-set model were infinite, what would the working set consist of?",Only the currently executing page.,All pages touched during execution.,An empty set of pages.,The set of pages from the previous locality.,Pages that are shared between processes only.,B,The text clarifies the extreme case: 'Extreme: Δ infinite → working set is all pages touched during execution.'
"According to the working-set model, when does thrashing occur regarding total demand for frames (D) and total available frames (m)?",When D < m.,When D = m.,When D > m.,When D is zero.,When m is infinite.,C,The text states the condition for thrashing: 'If D > m (total available frames) → thrashing (some processes lack frames).'
What action does the OS take when the sum of working-set sizes for all active processes exceeds the total available frames?,It increases the degree of multiprogramming.,It allocates more frames to all processes proportionally.,It suspends a process.,It automatically increases the physical memory.,"It ignores the demand, assuming processes will adapt.",C,The text outlines the OS behavior: 'Sum of working-set sizes exceeds available frames → OS suspends a process.'
Which of the following is a key benefit of using the working-set model for memory management?,It complicates tracking of process memory usage.,It inherently leads to lower CPU utilization.,"It prevents thrashing, keeps multiprogramming high, and optimizes CPU utilization.",It requires significantly less physical memory than other models.,It guarantees zero page faults.,C,"The text summarizes the benefits: 'Prevents thrashing, keeps multiprogramming high, optimizes CPU utilization.'"
What is a primary difficulty in implementing the working-set model in practice?,Calculating the total available frames.,Defining the working-set size for new processes.,Tracking the moving working-set window.,Suspending processes without user intervention.,Ensuring enough physical memory is always available.,C,The text identifies the challenge: 'Difficulty: tracking moving working-set window.'
Which two mechanisms are typically used together to approximate the working-set window?,Global timer and page table entries.,Fixed-interval timer interrupt and reference bit.,CPU utilization monitor and process ID.,Disk access patterns and cache hits.,Program counter and stack pointer.,B,The text states the approximation method: 'Approximation: fixed-interval timer interrupt + reference bit.'
What is the main problem that the Page-Fault Frequency (PFF) strategy aims to prevent?,Low CPU utilization.,Excessive process suspension.,Thrashing due to a high page-fault rate.,Inaccurate working-set approximations.,Insufficient multiprogramming.,C,The text states the problem addressed by PFF: 'Problem: prevent thrashing (high page-fault rate).'
"According to the Page-Fault Frequency (PFF) strategy, what action should be taken if a process's actual PFF exceeds an established upper limit?",Remove a frame from the process.,Suspend the process.,Allocate another frame to the process.,Decrease the degree of multiprogramming.,"Ignore the PFF, as it will self-correct.",C,The text specifies the PFF control mechanism: 'Actual PFF exceeds upper limit → allocate another frame.'
"According to the Page-Fault Frequency (PFF) strategy, what action should be taken if a process's actual PFF falls below an established lower limit?",Allocate another frame to the process.,Suspend the process.,Remove a frame from the process.,Increase the degree of multiprogramming.,Force the process to generate more page faults.,C,The text specifies the PFF control mechanism: 'Actual PFF falls below lower limit → remove a frame.'
"If, under the PFF strategy, the page-fault frequency increases for processes but there are no free frames available, what is the typical OS response?",Increase the physical memory size dynamically.,Force all processes to shrink their working sets.,"Select a process, swap it out to backing store, and reallocate its freed frames.",Discard pages from high-PFF processes to reduce their demand.,Temporarily disable page fault handling.,C,"The text outlines this scenario: 'If PFF increases and no free frames: select process, swap out to backing store. Freed frames distributed to high-PFF processes.'"
What is considered the best practice in current computing environments to avoid thrashing and excessive swapping?,Rely solely on advanced page replacement algorithms.,Continuously adjust the degree of multiprogramming.,Include enough physical memory.,Prioritize disk I/O over CPU utilization.,Implement sophisticated working-set tracking.,C,The text states the best practice: 'Best practice: include enough physical memory to avoid thrashing/swapping.'
"What is the main benefit of including enough physical memory, as per current best practice?",It makes all other memory management strategies obsolete.,It reduces the cost of system hardware.,It provides the best user experience.,It simplifies the working-set model implementation.,It makes the system immune to all forms of performance degradation.,C,The text states the outcome: 'Provides best user experience (smartphones to large servers).'
"According to the section glossary, what is the definition of ""thrashing""?",A low rate of paging memory.,Occurs when there is an abundance of physical memory.,High rate of paging memory; occurs when insufficient physical memory to meet virtual memory demand.,The process of allocating more frames to a process.,The total demand for frames by all processes.,C,The glossary defines thrashing as 'High rate of paging memory; occurs when insufficient physical memory to meet virtual memory demand.'
"As defined in the glossary, what is a ""local replacement algorithm""?",A page replacement algorithm that allows processes to steal frames from others.,A page replacement algorithm that prioritizes global efficiency over individual process needs.,A page replacement algorithm that avoids thrashing by not allowing a process to steal frames from other processes.,An algorithm used exclusively for prepaging.,An algorithm that determines the optimal working-set window.,C,The glossary defines local replacement algorithm as a 'Page replacement algorithm that avoids thrashing by not allowing a process to steal frames from other processes.'
"What is the ""locality model"" defined as in the section glossary?",A model for page replacement based on the working-set strategy.,A model that describes random memory accesses.,A model used to determine the optimal degree of multiprogramming.,A model for allocating shared memory segments.,A model that defines the page-fault frequency.,A,The glossary defines locality model as a 'Model for page replacement based on the working-set strategy.'
"According to the glossary, what is the ""working-set model""?",A model for determining the global page-fault rate.,A memory access model based on tracking the set of most recently accessed pages.,A model that defines the minimum number of frames required for any process.,A model used to detect deadlocks in memory management.,A model for prioritizing processes for CPU access.,B,The glossary defines working-set model as a 'Memory access model based on tracking the set of most recently accessed pages.'
"How is ""working-set window"" defined in the glossary?",The total number of pages in physical memory.,The maximum number of page faults allowed in a given time.,"Limited set of most recently accessed pages (a ""window"" view of the entire set of accessed pages).",A measure of CPU utilization over time.,The range of virtual addresses accessible by a process.,C,"The glossary defines working-set window as 'Limited set of most recently accessed pages (a ""window"" view of the entire set of accessed pages).'"
"What does the glossary define as the ""working set""?",All pages that have been modified since the last save.,The set of pages in the most recent page references.,The collection of all pages currently swapped out to disk.,The total amount of available physical memory.,The number of active processes in the system.,B,The glossary defines working set as 'The set of pages in the most recent page references.'
"What is ""page-fault frequency"" defined as in the glossary?",The total number of page faults that have occurred since system boot.,The average time taken to handle a page fault.,The frequency of page faults.,The rate at which pages are written to disk.,The maximum allowable page faults for a process.,C,The glossary defines page-fault frequency as 'The frequency of page faults.'
Which term in the glossary refers to an algorithm that functions similarly to a local replacement algorithm in preventing processes from stealing frames from others to avoid thrashing?,Locality model,Working-set model,Page-fault frequency,Priority replacement algorithm,Global replacement algorithm,D,"The glossary states 'priority replacement algorithm: Page replacement algorithm that avoids thrashing by not allowing a process to steal frames from other processes,' which is the same function described for the local replacement algorithm in the main text."
