Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"How do deadlocks primarily manifest in a multicore system, as described?",Through continuous memory page faults.,When two or more processes wait for each other to release resources.,Due to a single core failing to execute instructions.,As a result of high cache miss rates.,When processes try to access non-existent hardware.,B,"For a 'Multicore system', the text states: 'Two or more processes wait for each other to release resources.'"
"Beyond process synchronization, where else can deadlocks occur?",Only within database management systems.,Exclusively in network communication protocols.,Only in distributed file systems.,"In memory management, file systems, and other areas.",Nowhere else; they are confined to process synchronization.,D,"The text mentions: 'Scope: Deadlock is not limited to process synchronization; it can occur in memory management, file systems, etc.'"
What is true regarding the relationship between semaphores and deadlock?,Semaphores completely prevent deadlock.,Semaphores are unrelated to deadlock occurrences.,Semaphores can lead to deadlock.,"Semaphores can only resolve deadlocks, not cause them.",Deadlock is a prerequisite for using semaphores.,C,The text explicitly states: 'Semaphores and Deadlock: Semaphores can lead to deadlock.'
"Consider two processes, P0 and P1, and two semaphores, S and Q, both initialized to 1. P0 executes `wait(S)` then `wait(Q)`. P1 executes `wait(Q)` then `wait(S)`. If P0 executes `wait(S)` and then P1 executes `wait(Q)`, what is the immediate result?",Both processes complete successfully.,"P0 acquires both S and Q, and P1 waits indefinitely.","P0 waits for `wait(Q)` and P1 waits for `wait(S)`, leading to deadlock.","P1 acquires both Q and S, and P0 waits indefinitely.",The operating system preempts one process to avoid deadlock.,C,"The example scenario shows: 'P0 executes `wait(S)`, then P1 executes `wait(Q)`. Result: P0 waits for `wait(Q)` (needs P1 to `signal(Q)`). P1 waits for `wait(S)` (needs P0 to `signal(S)`). Both `signal()` operations never execute, leading to deadlock.'"
What is 'starvation' in the context of process management?,A situation where a process consumes all available CPU resources.,A process's inability to access network resources due to firewall rules.,A situation in which a process is ready to run but cannot obtain a required resource for an indefinite period.,The state where a process has been terminated due to a critical error.,"When a process's memory allocation is too small, causing frequent swapping.",C,"The text defines starvation as: 'A situation in which a process is ready to run but cannot obtain a required resource (CPU core, mutex lock) for an indefinite period.'"
What is the key distinction between starvation and deadlock?,"Starvation occurs in single-core systems, while deadlock occurs in multicore systems.","In starvation, resources *do* become available but are repeatedly denied; in deadlock, the required event never occurs.","Deadlock is resolvable by the operating system, while starvation is not.","Starvation only affects CPU resources, while deadlock affects all resource types.","Deadlock is a liveness problem, but starvation is a safety problem.",B,"The text explicitly states: 'Distinction from Deadlock: In starvation, resources *do* become available, but the process is repeatedly denied access. In deadlock, the event never occurs.'"
How can a low-priority process experience starvation in a priority-based CPU scheduling system?,By continuously holding onto a resource needed by high-priority processes.,By being unable to access its allocated memory region.,"By being continuously preempted by high-priority processes, potentially never getting a chance to execute.","By entering an infinite loop, preventing other processes from running.",By requesting resources that are currently not available in the system.,C,The example states: 'Low-priority process is continuously preempted by high-priority processes. May never get a chance to execute. This is a form of starvation.'
Why is starvation considered a serious problem in real-time systems?,"It can lead to excessive memory consumption, causing system thrashing.","A starving process may miss its deadline, potentially causing system failure.","It significantly increases context switching overhead, reducing system throughput.",It often indicates a hardware malfunction that requires immediate attention.,"It causes all other processes to enter a waiting state, halting system operations.",B,"The text explains the impact: 'Serious problem in real-time systems; a starving process may miss its deadline, causing system failure.'"
What is 'Aging' as a technique for preventing starvation?,A method to gradually reduce the priority of processes that consume too many resources.,A technique to increase the execution speed of older processes.,A technique of gradually increasing the priority of processes that wait in the system for a long time.,"A process of archiving old, inactive processes to free up system resources.",A way to detect and terminate processes that have been running for an excessively long duration.,C,The text defines aging: 'A technique of gradually increasing the priority of processes that wait in the system for a long time.'
"If priorities range from 0-127, how might 'Aging' practically prevent starvation for a waiting process?",By decreasing its priority by 1 every 15 minutes.,By setting its priority to 127 immediately upon entering the system.,"By incrementing its priority by 1 every 15 minutes, eventually reaching a higher priority.",By periodically removing it from the ready queue and reinserting it at a lower priority.,By ensuring it gets a fixed time slice regardless of its priority.,C,"The example given for aging states: 'Example: If priorities are 0-127, increment priority by 1 every 15 minutes. Eventually, the process reaches highest priority and executes.'"
"Besides 'Aging', what other general technique is mentioned for preventing starvation?","Implementing a strict First-Come, First-Served (FCFS) scheduling policy.",Using a Preemptive Shortest Job First (PSJF) scheduling algorithm.,Ensuring processes release resources immediately after acquisition.,Employing a fair scheduling algorithm that ensures every process eventually gets access to needed resources.,Increasing the number of available CPU cores.,D,The second technique listed is: 'Fair scheduling algorithm: Ensures every process eventually gets access to needed resources.'
