Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary synchronization property that Mutex Locks are designed to provide?,Progress,Bounded waiting,Mutual exclusion,Starvation avoidance,Deadlock detection,C,"Mutex locks (short for mutual exclusion locks) are designed specifically to provide mutual exclusion, ensuring that only one process can hold the lock and access a critical section at a time."
How do processes typically interact with a mutex lock to access a critical section?,They signal the lock before entering and wait after exiting.,They acquire the lock before entering and release it upon exiting.,They check the lock status periodically without acquiring it.,They disable system interrupts before entering and re-enable them after exiting.,They perform a series of `compare-and-swap` operations indefinitely.,B,"The standard protocol for using a mutex lock is for a process to 'acquire' the lock before entering its critical section and 'release' the lock upon exiting, thereby enforcing mutual exclusion."
In what way can semaphores be similar to mutex locks?,Both are strictly binary in value.,Both are abstract data types (ADTs).,Both can provide mutual exclusion.,Both are primarily used for high-level process synchronization.,Both rely on hardware instruction reordering.,C,"Semaphores can be used to provide mutual exclusion. A binary semaphore, specifically, functions very similarly to a mutex lock, having only two states (0 or 1) representing locked or unlocked."
"What is a key distinguishing feature of semaphores compared to mutex locks, which allows them to solve a wider variety of synchronization problems?","Semaphores are implemented purely in hardware, unlike mutexes.","Semaphores inherently prevent deadlock, while mutexes do not.","Semaphores have an integer value, allowing for counting resources, unlike mutex locks' binary value.",Semaphores do not require acquire/release operations.,"Semaphores guarantee bounded waiting automatically, while mutexes require additional logic.",C,"The primary difference is that semaphores have an integer value, which allows them to act as counting semaphores (managing access to multiple instances of a resource), whereas mutex locks are strictly binary (managing access to a single critical section)."
What kind of synchronization construct is a 'monitor'?,A low-level hardware instruction.,A software algorithm prone to instruction reordering.,An abstract data type (ADT) for high-level synchronization.,A simple binary flag for mutual exclusion.,A specialized CPU register.,C,"Monitors are described as an abstract data type (ADT) that provides a high-level approach to process synchronization, encapsulating shared data and operations on that data."
What is the primary purpose of 'monitors' in the context of process synchronization?,To directly manage CPU scheduling queues.,To provide a high-level form of process synchronization.,To enforce strict memory access patterns at the hardware level.,To replace the need for critical sections entirely.,To solely detect and resolve deadlocks in a system.,B,"Monitors are designed to simplify the complex aspects of process synchronization by providing a structured, high-level mechanism that typically handles mutual exclusion implicitly."
"Within monitors, what is the function of 'condition variables'?",To count the number of processes currently inside the monitor.,To directly provide mutual exclusion for the monitor's code.,To allow processes to wait for specific conditions to become true and to signal other processes when those conditions are met.,To store the shared data that the monitor protects.,To act as an alternative to mutex locks outside the monitor.,C,"Condition variables within monitors enable processes to suspend themselves if a condition is not met (wait) and to be awakened by another process when that condition changes (signal), facilitating more complex synchronization logic."
"Solutions to the critical-section problem, while providing synchronization, may sometimes suffer from which category of undesirable issues?",Compiler errors,Hardware malfunctions,Liveness problems,Network latency,User interface freezes,C,"Even if a critical-section solution correctly implements mutual exclusion, progress, and bounded waiting, it can still lead to 'liveness problems' such as deadlock or starvation, where processes are unable to make progress."
Which of the following are examples of 'liveness problems' that can arise in concurrent systems?,Race condition and data corruption,Mutual exclusion and progress,Deadlock and starvation,Instruction reordering and memory barriers,Acquire and release operations,C,"Deadlock (processes indefinitely waiting for each other) and starvation (a process being indefinitely denied access to a resource) are classic examples of liveness problems, where processes cease to make forward progress."
How are various synchronization tools often evaluated to understand their performance characteristics?,Based solely on their lines of code.,"Under different contention levels (e.g., uncontended, moderate, high).",By the number of CPU cores available.,Strictly on their ability to prevent data corruption.,By their historical significance in computing.,B,Synchronization tools are often evaluated under varying levels of 'contention' (how many processes are trying to access the shared resource simultaneously) because their performance can differ significantly depending on the load.
What is generally observed about the performance of synchronization tools when evaluated under specific contention loads?,All synchronization tools perform identically regardless of the contention level.,Performance only improves as contention increases.,"Some tools perform better than others under specific contention loads (e.g., uncontended, moderate, high).",Contention levels have no measurable impact on synchronization tool performance.,Only hardware-based tools are affected by contention.,C,"The performance of synchronization tools is not uniform; some tools are optimized for low contention scenarios, while others might be more robust or efficient under high contention, leading to varying performance across different loads."
