Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
Which strategy characterizes CAS-based synchronization?,"Pessimistic approach, acquiring locks before any update.","Optimistic approach, updating a variable first and then detecting conflicts.",Strict serialization of all concurrent operations.,A strategy that eliminates the need for any conflict detection.,A method that requires kernel-level intervention for every update.,B,The text describes CAS-based synchronization as an 'Optimistic approach' where you 'Optimistically update a variable first. Use collision detection to see if another thread updated concurrently.'
Which strategy characterizes mutual-exclusion locking?,"Optimistic approach, retrying on conflict.","Lock-free approach, avoiding overhead.","Pessimistic strategy, acquiring the lock before making any updates.",A strategy that relies on hardware-level atomicity without software locks.,A method that ensures fairness among competing threads.,C,The text describes mutual-exclusion locking as a 'Pessimistic strategy' where you 'Pessimistically acquire the lock before making any updates.'
"Regarding performance under uncontended loads, how do CAS-based synchronization and traditional locking compare?",Traditional locking is significantly faster.,CAS protection is much slower due to retries.,"Both are generally fast, with CAS protection being somewhat faster.",Both perform identically.,Only traditional locking is suitable for uncontended scenarios.,C,"The text states, 'Uncontended loads: Both are generally fast; CAS protection is somewhat faster.'"
"Under conditions of moderate contention, which synchronization approach is typically faster?",Traditional synchronization (mutex locks).,CAS-based protection.,Both perform equally.,Higher-level tools like monitors.,Spinlocks.,B,"The text states, 'Moderate contention: CAS protection is faster (possibly much faster).'"
Why is CAS-based protection faster under moderate contention compared to traditional locking?,Traditional locking involves simpler code paths.,CAS operations never fail under moderate contention.,"Traditional locking involves complex, time-intensive code paths like suspending threads and context switches, while CAS often succeeds or iterates few times.",CAS inherently eliminates all forms of contention.,Traditional locking automatically scales better.,C,"The text explains, 'CAS operation succeeds most of the time. If it fails, it iterates only a few times before succeeding. Traditional locking: Any contended lock acquisition involves a more complex, time-intensive code path (suspends thread, places on wait queue, context switch).'"
"Under conditions of high contention, which synchronization approach is ultimately faster?",CAS-based synchronization.,Traditional synchronization.,Atomic integers.,Spinlocks.,Reader-writer locks.,B,"The text states, 'High contention: Traditional synchronization is ultimately faster than CAS-based synchronization.'"
"For single updates to shared variables (e.g., counters), which synchronization mechanism is described as much lighter-weight and more appropriate than traditional locks?",Semaphores.,Spinlocks.,Atomic integers.,Mutex locks.,Reader-writer locks.,C,"The text states, 'Atomic integers are much lighter-weight than traditional locks. More appropriate than mutex locks or semaphores for single updates to shared variables (e.g., counters).'"
In what scenario are spinlocks typically used on multiprocessor systems?,When locks are held for very long durations.,For protecting critical sections that require extensive I/O operations.,When locks are held for short durations.,As a replacement for all other synchronization tools.,On single-processor systems only.,C,"The text states, 'Spinlocks are used on multiprocessor systems when locks are held for short durations.'"
How do mutex locks compare to semaphores in terms of simplicity and overhead?,Semaphores are simpler and have less overhead.,Mutex locks are simpler and have less overhead.,Both have identical simplicity and overhead.,Semaphores are always preferred over mutex locks.,Mutex locks are only used in single-threaded applications.,B,"The text states, 'Mutex locks are simpler and have less overhead than semaphores.'"
"For protecting critical section access, which mechanism is preferable between mutex locks and binary semaphores?",Binary semaphores are always preferable.,Mutex locks are preferable to binary semaphores.,"They are equally preferable, serving the exact same purpose without distinction.",Neither is suitable for critical section access.,Only counting semaphores are appropriate.,B,"The text states, 'Mutex locks are preferable to binary semaphores for protecting critical section access.'"
When is a counting semaphore more appropriate than a mutex lock?,For protecting a critical section from race conditions.,For controlling access to a finite number of resources.,For single updates to shared variables.,For implementing lock-free algorithms.,When higher concurrency is desired with multiple readers.,B,"The text states, 'Counting semaphores are more appropriate than mutex locks for controlling access to a finite number of resources.'"
Why might reader-writer locks be preferred over mutex locks?,They offer simpler implementation.,They have significantly less overhead in all situations.,For higher concurrency by allowing multiple readers simultaneously.,They eliminate the possibility of deadlocks.,They are suitable for single updates to shared variables.,C,"The text states, 'Reader-writer locks may be preferred over mutex locks for higher concurrency (multiple readers allowed).'"
What is the main appeal of higher-level synchronization tools like monitors and condition variables?,Their superior performance in highly contended situations.,Their inherent ability to prevent all liveness issues.,Their simplicity and ease of use.,Their low overhead compared to hardware solutions.,Their direct support for lock-free algorithms.,C,"The text states, 'Appeal: Simplicity and ease of use.'"
What is a stated drawback of higher-level synchronization tools like monitors and condition variables?,They are extremely difficult to develop and test.,They often lack mutual exclusion guarantees.,They introduce significant overhead and may scale less effectively in highly contended situations.,They are only applicable to single-processor systems.,They require specific hardware support that is not widely available.,C,"The text states, 'Drawbacks: Significant overhead; may scale less effectively in highly contended situations depending on implementation.'"
What is a primary focus of ongoing research related to concurrent programming?,Eliminating the need for any synchronization tools.,Developing less scalable and less efficient tools.,Designing compilers for less efficient code.,"Developing scalable, efficient tools for concurrent programming.",Focusing solely on hardware-level solutions.,D,"The text states, 'Much research is focused on developing scalable, efficient tools for concurrent programming.'"
