Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"In the Java Fork-Join Library, which method is used by a parent task to block until a child task completes and returns its result?",`compute()`,`execute()`,`fork()`,`join()`,`shutdown()`,D,The `join()` method blocks until a task completes and returns its result in the Java Fork-Join Library.
What is 'Work Stealing' in the context of the Java Fork-Join Library?,A mechanism where threads can take tasks from another thread's queue if their own queue is empty to balance workload.,A method for securely sharing data between threads without race conditions.,A process by which a parent thread assigns specific tasks to child threads.,A way to prioritize certain tasks over others based on their importance.,A technique for dynamically adjusting the number of threads in the `ForkJoinPool`.,A,"Work Stealing is a mechanism where if a thread's queue is empty, it can 'steal' a task from another thread's queue to balance workload."
OpenMP is a set of compiler directives and an API primarily used for parallel programming in which type of environment?,"Distributed memory environments (e.g., clusters).",GPU-accelerated computing environments.,Shared-memory environments.,Single-threaded embedded systems.,Network-based client-server architectures.,C,OpenMP supports parallel programming specifically in shared-memory environments.
What does OpenMP identify as 'parallel regions'?,Specific memory locations that can be accessed concurrently by multiple threads.,Blocks of code that may run in parallel.,External libraries that provide parallel algorithms.,Sections of an application's data that must be kept private to each thread.,User interfaces designed for concurrent user interaction.,B,OpenMP identifies 'parallel regions' as blocks of code that may run in parallel.
"When OpenMP encounters a directive like `#pragma omp parallel`, what action does it typically take regarding threads?",It terminates all existing threads before executing the region sequentially.,It creates a single new thread to execute the region.,"It creates as many threads as there are processing cores, and all threads execute the region simultaneously.",It pauses all other threads until the region completes.,"It queues the region to be executed by a single, pre-existing thread from a pool.",C,"When `#pragma omp parallel` is encountered, OpenMP creates as many threads as there are processing cores in the system, and all threads execute the parallel region simultaneously."
Grand Central Dispatch (GCD) was developed by which company and for which operating systems?,Microsoft for Windows and Xbox.,Google for Android and ChromeOS.,Apple for macOS and iOS.,IBM for AIX and Linux.,Oracle for Java and Solaris.,C,Grand Central Dispatch (GCD) was developed by Apple for macOS and iOS.
"In GCD, what is the purpose of a 'dispatch queue'?",To store shared data that multiple threads can access.,To synchronize access to critical sections of code.,"To schedule tasks by placing them on the queue, from which available threads remove them for execution.",To manage the creation and destruction of new threads for each task.,To perform load balancing across different CPU cores.,C,GCD schedules tasks by placing them on a dispatch queue. Tasks are assigned to available threads from a managed pool.
Which type of Grand Central Dispatch queue ensures that tasks are removed in FIFO order and that one task completes before the next is removed?,Concurrent queue,Global dispatch queue,Main queue,Serial queue,Background queue,D,"Serial queues remove tasks in FIFO order, and one task completes before the next is removed. The main queue is a type of serial queue, but 'serial queue' is the general category."
"What is the highest quality-of-service (QOS) class for system-wide concurrent queues in Grand Central Dispatch, typically used for user interface and event handling?",QOS_CLASS_BACKGROUND,QOS_CLASS_UTILITY,QOS_CLASS_USER_INITIATED,QOS_CLASS_USER_INTERACTIVE,QOS_CLASS_DEFAULT,D,"QOS_CLASS_USER_INTERACTIVE is for user interface and event handling, requiring a small amount of work for a responsive UI, making it the highest priority interactive class."
"In C, C++, or Objective-C, what is the term for a self-contained unit of work used to submit tasks to Grand Central Dispatch queues?",Method,Function pointer,Block,Closure,Delegate,C,"For C, C++, Objective-C, a 'block' (specified by `^{}`) is used as a self-contained unit of work for GCD."
Intel Threading Building Blocks (TBB) is characterized as a template library for designing parallel applications in which programming language?,Java,Python,C++,FORTRAN,C#,C,Intel Threading Building Blocks (TBB) is a template library for designing parallel C++ applications.
Which statement accurately describes a key advantage or feature of Intel Threading Building Blocks (TBB)?,It requires specific compiler extensions and language modifications.,"It is primarily designed for distributed memory systems, not shared memory.","It provides load balancing and is cache-aware, prioritizing tasks with data in cache.",Developers must manually manage thread creation and destruction.,It only supports sequential execution of tasks for simplicity.,C,"TBB provides load balancing and is cache-aware, prioritizing tasks with data in cache. It requires no special compiler or language support and its task scheduler maps tasks to threads, relieving developers of manual thread management."
"In the context of Intel TBB's `parallel_for` loop, what does the `range` parameter define?",The specific thread that will execute the loop.,The number of iterations to skip.,"The iteration space, or the range of elements that will be iterated.",The type of data to be processed.,The maximum execution time for the loop.,C,"In `parallel_for (range, body)`, `range` defines the iteration space, which is the range of elements that will be iterated."
