Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is a key performance advantage of Shared Memory over Message Passing?,It is always slower for any data size.,It requires more kernel intervention for every access.,It is faster after setup because it requires no kernel intervention for access.,It is only faster in highly distributed systems.,Its speed is primarily limited by network bandwidth.,C,Shared Memory is faster than Message Passing after its initial setup because data access occurs directly without repeated kernel intervention.
Which statement accurately describes the role of kernel intervention in the Shared Memory IPC model for data access?,The kernel intervenes for every single read or write operation.,"Kernel intervention is typically needed only for initial setup, not for subsequent data access.",It always requires more kernel intervention than Message Passing.,Kernel intervention is completely absent in the Shared Memory model.,The kernel intervenes only when data conflicts occur.,B,"A significant feature of Shared Memory is that, after the initial setup, processes can access the shared region directly without continuous kernel intervention."
What is the primary method of communication in the Message Passing IPC model?,Direct manipulation of a common memory segment.,Exchanging information through messages sent and received between processes.,Utilizing a central database for data storage.,Sharing files via a network file system.,Establishing a direct hardware link between communicating processes.,B,Message passing involves communication via messages exchanged between processes.
For what type of data amounts is Message Passing considered most useful?,"Extremely large, continuous data streams.","Smaller data amounts, especially when avoiding conflicts.",Only encrypted data for secure transactions.,Data requiring very high throughput and low latency.,Unstructured data without specific formats.,B,Message passing is noted as useful for smaller data amounts and situations where avoiding conflicts is desirable.
In which type of system is the Message Passing IPC model generally easier to implement?,"Highly centralized, single-processor systems.",Systems with very limited memory resources.,Distributed systems.,Systems where all processes reside in the same address space.,Legacy systems with no network capabilities.,C,Message passing is explicitly stated to be easier to implement in distributed systems.
What is a characteristic of Message Passing regarding kernel intervention and speed compared to Shared Memory?,It is generally faster than shared memory due to less system call overhead.,"It typically uses system calls (kernel intervention), making it slower than shared memory.","It completely bypasses the kernel for all communication, leading to high speed.",Its speed is identical to shared memory in all scenarios.,Kernel intervention only occurs during system boot-up.,B,"Message passing typically uses system calls, involving kernel intervention, which generally makes it slower than shared memory."
"According to the provided text, what is the function of a 'browser' process?",To compile and execute programming code.,To manage all network connections and traffic.,To accept a URL and display its contents on a screen.,To handle the storage and retrieval of user data.,"To provide a secure, contained environment for other processes.",C,A browser is defined as a process that accepts input in the form of a URL and displays its contents on a screen.
What is the primary responsibility of a 'renderer' process?,To act as an add-on functionality to expand a process.,To contain logic for rendering contents onto a display.,To manage the secure environment of other processes.,To handle interprocess communication exclusively.,To translate URLs into network addresses.,B,A renderer is a process that contains logic for rendering contents (such as web pages) onto a display.
What is a 'plug-in' defined as?,A standalone operating system component.,A core security feature of a browser.,An add-on functionality that expands the primary functionality of a process.,A method for interprocess communication.,A type of shared memory segment.,C,"A plug-in is defined as an add-on functionality that expands the primary functionality of a process (e.g., a web browser plug-in)."
What does the term 'sandbox' refer to in the context provided?,A type of database used for storing system configurations.,A physical server designed for high-performance computing.,"A contained environment, such as a virtual machine.",A networking protocol for secure data transmission.,A specific type of interprocess communication mechanism.,C,"A sandbox is defined as a contained environment (e.g., a virtual machine)."
