Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"According to the glossary, what is a ""pipe""?",A network socket for inter-machine communication.,A hardware device for data storage.,A logical conduit allowing two processes to communicate.,A specialized memory buffer for kernel operations.,A mechanism for process synchronization.,C,The glossary defines 'pipe' as: 'A logical conduit allowing two processes to communicate.'
Ordinary pipes are inherently:,Bidirectional (full-duplex),Bidirectional (half-duplex),Unidirectional,Multidirectional,Directionality depends on the operating system,C,"The text states for Ordinary Pipes: 'Unidirectional (producer writes to write end, consumer reads from read end).'"
"In UNIX, when pipe(int fd[]) is called, which array element corresponds to the write end of the pipe?",fd[0],fd[1],fd[2],fd[-1],fd[any],B,"The text for UNIX Ordinary Pipes states: 'UNIX: pipe(int fd[]) creates pipe (fd[0] read, fd[1] write).'"
What kind of process relationship is typically required for ordinary pipes (both UNIX and Windows) to function?,Any two unrelated processes.,Processes communicating over a network.,Processes that are parent and child.,Processes belonging to the same user group.,Processes running with administrator privileges.,C,The text states for Ordinary Pipes: 'Both: Require parent-child relationship.'
Ordinary pipes are limited to communication between processes on:,The same machine only.,Different machines on the same local network.,Any two machines connected via the internet.,Machines running the same operating system.,Machines with identical hardware specifications.,A,The text specifies for Ordinary Pipes: 'Both: Require parent-child relationship. Same machine only.'
How does Windows handle the inheritance of ordinary pipe handles to child processes?,Automatically inherits all open handles by default.,Requires explicit inheritance using SECURITY_ATTRIBUTES and SetHandleInformation.,Pipes cannot be inherited by child processes in Windows.,"Inherits only the read end, not the write end.",Uses a separate kernel call InheritPipe() for this purpose.,B,"The text states for Windows Ordinary Pipes: 'Requires explicit inheritance (SECURITY_ATTRIBUTES, SetHandleInformation).'"
Which feature distinguishes named pipes (UNIX FIFOs) from ordinary pipes?,"Named pipes are always unidirectional, while ordinary pipes are bidirectional.","Named pipes require a parent-child relationship, while ordinary pipes do not.","Named pipes persist after the communicating processes terminate, while ordinary pipes do not.","Named pipes can only be used by two processes, while ordinary pipes can be used by several.","Named pipes are only available on UNIX, while ordinary pipes are only on Windows.",C,The text states for Named Pipes: 'Continue to exist after processes terminate.' This is a key distinction from ordinary pipes which are typically tied to process lifetimes.
Which statement is TRUE regarding UNIX FIFOs (named pipes)?,They are full-duplex and can communicate across machines.,"They are bidirectional but half-duplex, and are only for the same machine.",They require a parent-child relationship and are deleted upon process termination.,They are only used for signaling and cannot transfer data.,They are created with CreateNamedPipe() and connect with ConnectNamedPipe().,B,The text states: 'UNIX FIFOs: Half-duplex only. Same machine only (use sockets for intermachine).'
How are UNIX FIFOs (Named Pipes) created and how long do they persist?,"Created with pipe(), persist only while processes are active.","Created with mkfifo(), persist until explicitly deleted.","Created with CreateNamedPipe(), persist until system reboot.","Created automatically by the kernel, deleted when not in use.","Created by open() with a special flag, deleted when all processes close them.",B,"The text for UNIX FIFOs states: 'Created with mkfifo(), appear as files. ... Exist until explicitly deleted.'"
Which set of features accurately describes Windows Named Pipes?,"Unidirectional, require parent-child relationship, same machine only.","Half-duplex, appear as files, deleted explicitly.","Full-duplex, can communicate on same or different machines, byte- or message-oriented data.","Unidirectional, persist after processes terminate, accessed via mkfifo().","Half-duplex, only for signaling, not data transfer.",C,The text states: 'Windows Named Pipes: Full-duplex. Communicating processes can be on same or different machines. Byte- or message-oriented data.'
"In the context of networking and message-passing communications, what is the definition of a ""message""?",A connection point for devices to attach to computers.,A system call used to allocate shared memory.,"A communication, contained in one or more packets, that includes source and destination information to allow correct delivery.",A logical conduit allowing two processes to communicate.,A mechanism for process synchronization and resource locking.,C,"The glossary defines 'message' as: 'In networking, a communication, contained in one or more packets, that includes source and destination information to allow correct delivery. In message-passing communications, a packet of information with metadata about its sender and receiver.'"
"In the context of the Mach OS, what is a ""port""?",A communication address like an IP address.,A connection point for devices to attach to computers.,A mailbox for communication.,A function for moving code between platforms.,A shared memory region for fast data exchange.,C,"The glossary provides multiple definitions for 'port', with the specific Mach OS context being: 'In the Mach OS, a mailbox for communication.'"
"According to the glossary, what is the ""bootstrap server"" in Mach message passing?",A server responsible for loading the operating system at startup.,A client process that initiates communication with a server.,A system-wide service for registering ports.,A port that allows a task to register its created port.,A server that authenticates users before granting port access.,C,"The glossary defines 'bootstrap server' as: 'In Mach message passing, a system-wide service for registering ports.'"
"What is the definition of ""Advanced Local Procedure Call (ALPC)"" in Windows OS?",A method used for inter-machine communication.,A method for remote procedure calls between different operating systems.,A method used for communication between two processes on the same machine.,A protocol for network file sharing.,A legacy API for kernel-level debugging.,C,"The glossary defines 'advanced local procedure call (ALPC)' as: 'In Windows OS, a method used for communication between two processes on the same machine.'"
"In Windows OS, what is a ""communication port"" in the context of ALPC?","A port published by a server process, visible to clients.",A private port used to send messages between two processes.,A hardware port for network adapters.,A port used to maintain connection between two processes.,A port used exclusively by the kernel for internal communication.,B,"The glossary defines 'communication port' as: 'In Windows OS, a port used to send messages between two processes.'"
"In Windows OS, what is a ""section object""?",A type of pipe used for inter-process communication.,The data structure used to implement shared memory.,A security descriptor for process access control.,An object representing a network connection.,A kernel object used for thread synchronization.,B,The glossary defines 'section object' as: 'The Windows data structure that is used to implement shared memory.'
"What are ""anonymous pipes"" according to the glossary?",Named pipes on UNIX systems.,Ordinary pipes on Windows systems.,Pipes that can communicate across networks.,Bidirectional pipes used for server-client communication.,Pipes that do not require a parent-child relationship.,B,The glossary defines 'anonymous pipes' as: 'Ordinary pipes on Windows systems.'
