Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"In a system resource-allocation graph, what do the vertices partitioned as 'R' represent?",Active threads,Resource types,Request edges,Assignment edges,Deadlocked processes,B,"Vertices V are partitioned into two types: 'T = {...}, the set of all active threads.' and 'R = {...}, the set of all resource types.'"
"In a system resource-allocation graph, what does a directed edge from thread $T_i$ to resource type $R_j$ ($T_i ightarrow R_j$) signify?",An instance of $R_j$ has been allocated to $T_i$.,$T_i$ has released an instance of $R_j$.,$T_i$ has requested an instance of $R_j$.,$R_j$ is held exclusively by $T_i$.,$R_j$ is waiting for $T_i$.,C,"A directed edge from thread $T_i$ to resource type $R_j$ ($T_i ightarrow R_j$) is a request edge; 'it signifies that $T_i$ has requested an instance of $R_j$.'"
"What type of edge is represented by an arrow pointing from a resource type $R_j$ to a thread $T_i$ ($R_j ightarrow T_i$) in a system resource-allocation graph?",Request edge,Waiting edge,Assignment edge,Dependency edge,Cycle edge,C,"A directed edge from resource type $R_j$ to thread $T_i$ ($R_j ightarrow T_i$) is an assignment edge."
"If a system resource-allocation graph contains no cycles, what can be definitively concluded?",A deadlock situation is imminent.,All resources are sharable.,No thread is deadlocked.,All threads are waiting for resources.,The system is experiencing high contention.,C,"The text states: 'If the graph contains no cycles, no thread is deadlocked.'"
"When a system resource-allocation graph contains a cycle, what is the immediate implication?",A deadlock has definitely occurred.,No deadlock can occur.,A deadlock may exist.,All resources are free.,The system is perfectly balanced.,C,"The text states: 'If the graph contains a cycle, a deadlock may exist.' It's not a definite conclusion unless specific conditions about resource instances are met."
Under what specific condition does a cycle in a system resource-allocation graph definitively imply a deadlock has occurred?,If each resource type has several instances.,If no thread is waiting for a resource.,If each resource type has exactly one instance.,If all resources are currently available.,If only request edges form the cycle.,C,"The text specifies: 'If each resource type has exactly one instance, a cycle implies a deadlock has occurred.'"
"If a system resource-allocation graph has a cycle, and each resource type has several instances, what is the status of the cycle regarding deadlock?",The cycle guarantees a deadlock.,The cycle indicates no possibility of deadlock.,The cycle is a necessary but not a sufficient condition for deadlock.,The cycle is a sufficient but not a necessary condition for deadlock.,The cycle is irrelevant to deadlock detection.,C,"The text states: 'If each resource type has several instances, a cycle is a necessary but not a sufficient condition for deadlock.'"
"According to the glossary, what is the primary function of a 'system resource-allocation graph'?",To visualize thread execution paths.,To manage memory allocation.,To provide a precise description of deadlocks.,To track CPU utilization.,To optimize resource access times.,C,The glossary defines 'system resource-allocation graph' as 'A directed graph for precise description of deadlocks.'
What does a 'request edge' in a system resource-allocation graph indicate?,A resource has been assigned to a thread.,A resource is being released by a thread.,A thread is waiting for another thread.,An edge (arrow) indicating a resource request.,A deadlock has occurred.,D,"The glossary defines 'request edge' as 'In a system resource-allocation graph, an edge (arrow) indicating a resource request.'"
What does an 'assignment edge' in a system resource-allocation graph indicate?,A thread is requesting a resource.,A resource is available.,An edge (arrow) indicating a resource assignment.,A resource is in a waiting state.,A thread has completed its execution.,C,"The glossary defines 'assignment edge' as 'In a system resource-allocation graph, an edge (arrow) indicating a resource assignment.'"
Which of the following scenarios would directly prevent the 'Mutual exclusion' condition from contributing to a deadlock?,Threads are designed to release all held resources before requesting new ones.,All resources in the system are sharable and can be accessed concurrently by multiple threads.,The operating system forcibly preempts resources from threads that are holding them for too long.,Resource requests are granted only if they do not create a circular wait condition.,Threads only request resources when they know they can acquire them instantly.,B,"Mutual exclusion requires 'At least one resource must be held in a nonsharable mode.' If all resources are sharable, this condition cannot hold."
"To avoid the 'Hold and wait' condition, a system might implement a policy where:",Resources are never released voluntarily.,"All required resources must be requested and allocated at once, or not at all.","Resources are granted based on their type, not availability.",Threads can only hold one resource at a time.,Threads must wait for an indefinite period before requesting resources.,B,The 'Hold and wait' condition means a thread holds some resources while waiting for others. Requiring all resources to be requested and allocated at once ensures a thread doesn't hold some while waiting for others.
A system that allows the operating system to reclaim a resource from a thread before the thread voluntarily releases it is effectively addressing which deadlock condition?,Mutual exclusion,Hold and wait,No preemption,Circular wait,Resource scarcity,C,"The 'No preemption' condition states 'A resource can be released only voluntarily by the thread holding it.' If the OS can reclaim resources, preemption is allowed, thus violating 'No preemption'."
Which of the following best represents the partition of vertices 'T' in a system resource-allocation graph?,The set of all available resource instances.,The set of all blocked threads.,The set of all active threads.,The set of all system calls.,The set of all resource types.,C,"The text states: 'Vertices V are partitioned into two types: T = {$T_1, T_2, \dots, T_n$}, the set of all active threads.'"
"Consider a system where Thread A requests Resource X, which is held by Thread B. Thread B requests Resource Y, which is held by Thread C. Thread C requests Resource Z, which is held by Thread A. This specific pattern exemplifies which necessary condition for deadlock?",Mutual exclusion,Hold and wait,No preemption,Circular wait,Resource abundance,D,"This is a classic example of circular wait, where a set of threads ($T_A, T_B, T_C$) are waiting for resources held by each other in a cycle ($T_A ightarrow T_B ightarrow T_C ightarrow T_A$)."
