Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
What is the primary function of Page Address Extension (PAE) in IA-32 CPUs?,To enable 64-bit processing on 32-bit CPUs,To allow 32-bit processors to access physical address space larger than 4 GB,To decrease the number of paging levels for efficiency,To increase the segment size beyond 4 GB,To completely eliminate the need for segmentation,B,"PAE allows 32-bit processors to access physical address space larger than 4 GB, overcoming the 4-GB memory limitation. This is explicitly stated: 'PAE: allows 32-bit processors to access physical address space > 4 GB.'"
How does PAE change the paging scheme in IA-32 architecture?,It simplifies it to a single-level scheme,It changes from a two-level to a three-level scheme,It introduces a five-level hierarchy,It replaces paging with segmentation,It makes paging optional,B,The text states 'PAE changes paging from two-level to three-level scheme.'
"In the PAE 3-level paging scheme, what does the top two bits of the address refer to?",The page directory,The inner page table,The page directory pointer table,The physical address,The segment selector,C,The text states 'Top two bits refer to page directory pointer table.'
"Besides the standard 4-KB pages, what other page size is explicitly mentioned as being supported by PAE?",1-MB pages,2-MB pages,8-MB pages,16-MB pages,64-MB pages,B,The text mentions 'PAE also supports 2-MB pages.'
How did PAE increase the size of page-directory and page-table entries?,From 16 to 32 bits,From 32 to 64 bits,From 64 to 128 bits,From 8 to 16 bits,It did not change entry sizes,B,The text states 'PAE increased page-directory and page-table entries from 32 to 64 bits.'
How did PAE extend the base address of page tables/frames?,From 12 to 16 bits,From 16 to 20 bits,From 20 to 24 bits,From 24 to 32 bits,From 32 to 36 bits,C,The text states 'Allowed base address of page tables/frames to extend from 20 to 24 bits.'
"Combining the extended base address with the 12-bit offset, what total address space in bits did PAE increase for physical memory?",32 bits,36 bits,40 bits,48 bits,64 bits,B,The text says 'Combined with 12-bit offset: PAE increased address space to 36 bits.'
What is the maximum amount of physical memory that PAE supports?,4 GB,16 GB,32 GB,64 GB,128 GB,D,The text states 'Supports up to 64 GB physical memory.'
Which operating systems are explicitly mentioned as supporting PAE for 32-bit systems?,Windows XP and Vista,Linux and Mac,MS-DOS and Windows 98,Unix and Solaris,All versions of Windows,B,"The text states 'OS support required for PAE (Linux, Mac support; 32-bit Windows desktop -> 4 GB limit).'"
What was Intel's initial 64-bit architecture that was not widely adopted?,x86-64,Pentium Pro,IA-64 (Itanium),Atom,Core 2 Duo,C,"The text states 'Intel's initial 64-bit architecture: IA-64 (later Itanium), not widely adopted.'"
Which company originally developed the x86-64 architecture by extending the existing IA-32 instruction set?,Intel,IBM,Microsoft,AMD,Motorola,D,The text states 'AMD developed x86-64: extended existing IA-32 instruction set.'
What was a key improvement brought by the x86-64 architecture over IA-32?,Reduced power consumption,Smaller chip size,Support for larger logical and physical address spaces,Elimination of segmentation,Increased clock speed only,C,"The text says 'x86-64: supported larger logical/physical address spaces, architectural advances.'"
Which company eventually adopted AMD's x86-64 architecture?,ARM Holdings,NVIDIA,Intel,VIA Technologies,Qualcomm,C,The text states 'Intel adopted AMD's x86-64 architecture.'
"What is the general term used to refer to the class of 64-bit CPUs running identical instruction sets, common in desktop/server systems?",IA-32,IA-64,ARM,x86-64,RISC,D,"The text states 'Use general term x86-64 (instead of AMD 64, Intel 64).' and the glossary defines it."
A 64-bit address space theoretically allows for how many bytes of addressable memory?,4 GB,64 GB,2^48 bytes,2^64 bytes (16 exabytes),Unlimited,D,The text states '64-bit address space: potentially 2^64 bytes (16 quintillion / 16 exabytes).'
"In practice, how many bits are used for the virtual address in the x86-64 architecture?",32-bit,36-bit,48-bit,52-bit,64-bit,C,The text states 'x86-64 architecture: 48-bit virtual address.'
What are the page sizes supported by the x86-64 architecture?,Only 4 KB,4 KB or 4 MB,"4 KB, 2 MB, or 1 GB",2 MB or 1 GB only,Any multiple of 4 KB,C,"The text states 'Supports page sizes: 4 KB, 2 MB, or 1 GB.'"
How many levels of paging hierarchy does the x86-64 architecture typically use?,Two,Three,Four,Five,One,C,The text states 'Uses four levels of paging hierarchy.'
Does the x86-64 architecture utilize the Page Address Extension (PAE) addressing scheme?,Yes,No,Only for 4KB pages,Only for 1GB pages,It uses an entirely different scheme unrelated to PAE,A,The text states 'Addressing scheme uses PAE.'
"With its 48-bit virtual addresses, what is the maximum physical address size supported by the x86-64 architecture?",32-bit (4 GB),36-bit (64 GB),48-bit (256 TB),"52-bit (4,096 terabytes)",64-bit (16 exabytes),D,"The text states 'Virtual addresses 48 bits, support 52-bit physical addresses (4,096 terabytes).'"
"According to the section glossary, what is a 'page directory'?",The innermost page table in Intel IA-32 CPU architecture.,A cache for physical addresses.,The outermost page table in Intel IA-32 CPU architecture.,A table used for segment-to-linear address translation.,A list of all active processes.,C,"The glossary defines 'page directory' as 'In Intel IA-32 CPU architecture, the outermost page table.'"
"According to the section glossary, what is the definition of 'Page Address Extension (PAE)'?",A software utility to extend RAM capacity.,Intel IA-32 CPU hardware allowing 32-bit processors to access physical address space larger than 4GB.,An architectural feature of 64-bit processors to increase virtual memory.,A method to compress page tables for efficiency.,A protocol for networked memory access.,B,The glossary defines 'page address extension (PAE)' as 'Intel IA-32 CPU hardware allowing 32-bit processors to access physical address space larger than 4GB.'
"According to the section glossary, what is a 'page directory pointer table'?",A table that points to segment descriptors.,A cache for frequently used page entries.,PAE pointer to page tables.,The table holding 4MB page entries.,A part of the x86-64 architecture for 1GB pages.,C,The glossary defines 'page directory pointer table' as 'PAE pointer to page tables.'
"According to the section glossary, what is 'Itanium'?",An AMD 64-bit CPU.,Intel IA-64 CPU.,A specific type of memory module.,An early 32-bit Intel processor.,A proprietary operating system.,B,The glossary defines 'Itanium' as 'Intel IA-64 CPU.'
"According to the section glossary, what is 'AMD 64'?",An Intel 64-bit CPU architecture.,A specific version of the IA-32 architecture.,A 64-bit CPU designed by Advanced Micro Devices; part of x86-64 class.,A memory standard for 64-bit systems.,A mobile processor architecture.,C,The glossary defines 'AMD 64' as 'A 64-bit CPU designed by Advanced Micro Devices; part of x86-64 class.'
"According to the section glossary, what is 'Intel 64'?",Intel's original 32-bit CPU line.,"Intel 64-bit CPUs, part of x86-64 class.",A server-specific 64-bit architecture unrelated to x86.,A brand name for Intel's mobile processors.,The name for Intel's IA-64 architecture.,B,"The glossary defines 'Intel 64' as 'Intel 64-bit CPUs, part of x86-64 class.'"
"According to the section glossary, what is 'x86-64'?",An obsolete 16-bit instruction set.,A proprietary Intel architecture for supercomputers.,Class of 64-bit CPUs running identical instruction set; common in desktop/server systems.,A specific type of graphics processing unit (GPU).,A network communication protocol.,C,The glossary defines 'x86-64' as 'Class of 64-bit CPUs running identical instruction set; common in desktop/server systems.'
