Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"In the simplified IBM RT inverted page table version, if a memory reference `<process-id, page-number>` is presented to the memory subsystem and a match is found at entry `i` in the inverted page table, how is the physical address generated?","The physical address is `<process-id, i>`.","The physical address is `<page-number, offset>`.","The physical address is `<i, offset>`.",The physical address is retrieved directly from the entry `i`.,An illegal address access is declared.,C,"The text describes: 'Match at entry $i$: physical address `<i, offset>` generated.'"
What is considered a primary drawback of inverted page tables regarding search efficiency?,They always require multiple TLB lookups.,They significantly increase the time to search the table because lookups are by virtual address but the table is implicitly sorted by physical address.,They cannot handle page faults efficiently.,"They are prone to collisions, which slows down access.",They make it difficult to determine if a page is dirty or not.,B,"The text states: 'Drawback: increases time to search table (sorted by physical address, lookups by virtual address).'"
What common technique is employed to alleviate the search time drawback of inverted page tables?,Implementing a multi-level paging scheme.,Using a hash table to limit the search.,Increasing the page size to reduce the number of entries.,Storing the inverted page table entirely in the CPU cache.,Converting the inverted page table to a forward-mapped table.,B,The text states: 'Alleviation: use a hash table to limit search.'
"When an inverted page table uses a hash table to speed up searches, how many real memory reads are required for a single virtual memory reference translation (excluding TLB hits)?",One real memory read (for the page table entry).,At least two real memory reads (hash-table entry + page table entry).,Three real memory reads (hash-table entry + two page table entries).,Four or more real memory reads depending on collisions.,Zero real memory reads if the hash table is in cache.,B,The text states: 'Each access to hash table adds memory reference: one virtual memory reference requires at least two real memory reads (hash-table entry + page table).'
How do inverted page tables typically complicate shared memory compared to standard paging?,They make it impossible for processes to share memory.,"They allow multiple virtual addresses to map to the same physical address, causing ambiguity.","They only allow one virtual page entry for every physical page, meaning a physical page cannot easily have two or more shared virtual addresses without issues.",They require a separate inverted page table for each shared memory segment.,They cause page faults when a process attempts to write to a shared memory page.,C,"The text explains: 'Inverted page tables: only one virtual page entry for every physical page. One physical page cannot have two (or more) shared virtual addresses. Reference by another process sharing memory: page fault, replaces mapping.'"
How does Oracle SPARC Solaris efficiently solve the virtual memory problem for its 64-bit architecture?,By implementing an advanced seven-level hierarchical paging scheme.,By using a highly optimized inverted page table with direct hardware support.,By utilizing hashed page tables.,By relying solely on a very large Translation Lookaside Buffer (TLB).,By employing a segmented memory management approach.,C,The text states: 'Solves virtual memory problem efficiently using hashed page tables.'
How many hash tables does Solaris on a SPARC CPU typically use for virtual to physical memory mapping?,One single hash table for all memory.,Two hash tables: one for kernel processes and one for all user processes.,A separate hash table for each running process.,"Three hash tables: one for data, one for code, and one for stack.",Only one hash table that serves as the TSB.,B,"The text states: 'Two hash tables: one for kernel, one for all user processes.'"
What feature of hash table entries in Solaris on SPARC makes them more efficient than a per-page entry system?,Each entry stores only the virtual page number.,"Each entry represents a single, fixed-size page.",Each entry stores the physical address directly without a lookup.,Each entry represents a contiguous area of mapped virtual memory with a base address and span.,Each entry includes a complete copy of the TLB.,D,The text notes: 'Each hash-table entry: contiguous area of mapped virtual memory (more efficient than per-page entry). Entry has base address and span (number of pages represented).'
What is the purpose of the Translation Storage Buffer (TSB) in Oracle SPARC Solaris?,It is the main page table for all kernel processes.,"It serves as a cache of Translation Table Entries (TTEs) for recently accessed pages, located in memory.",It is a hardware component that performs address translation without involving software.,It stores only the process IDs for active processes.,"It is a buffer for I/O operations, not related to virtual memory.",B,The text describes TSB as 'Cache of TTEs' and 'TSB includes entry per recently accessed page.'
"In the Oracle SPARC Solaris virtual address reference process (TLB walk), what is the very first step the hardware takes to find a translation?",It immediately interrupts the kernel to search the hash table.,It searches the in-memory Translation Storage Buffer (TSB).,It searches the Translation Lookaside Buffer (TLB) for the translation.,It performs a direct lookup in the main page table.,It checks the physical memory directly.,C,The first step listed is: 'Hardware searches TLB for translation.'
"If the hardware does not find a translation in the TLB during a virtual address reference in Oracle SPARC Solaris, what is the next step?",The CPU immediately generates a page fault.,The hardware walks through the in-memory Translation Storage Buffer (TSB) for the Translation Table Entry (TTE).,The operating system creates a new TTE from scratch.,The CPU accesses the main disk to find the entry.,The process is immediately terminated.,B,The second step listed is: 'None found: hardware walks through in-memory TSB for TTE. (TLB walk)'
Under what specific condition is the kernel interrupted during the virtual address translation process in Oracle SPARC Solaris?,When the hardware successfully finds a TTE in the TLB.,When the hardware finds a TTE in the TSB.,When no match is found for the TTE in both the TLB and the TSB.,When the physical memory is full.,When the process attempts to access a protected memory region.,C,The text states: 'No match in TSB: kernel interrupted to search hash table.'
"If the kernel is interrupted during a TLB walk in Oracle SPARC Solaris (due to a miss in both TLB and TSB), what is the kernel's primary responsibility?",To terminate the process causing the miss.,To load the entire hash table into the TSB.,To create the Translation Table Entry (TTE) from the hash table and store it in the TSB.,To flush the entire TLB and TSB.,To notify other processes of the memory access failure.,C,"The text states: 'Kernel creates TTE from hash table, stores in TSB for automatic loading into TLB by MMU.'"
"According to the glossary, what is the definition of a ""TLB walk""?",The process of the CPU moving data from the TLB to main memory.,The steps involved in traversing page-table structures to locate a needed translation and copying the result into the TLB.,A hardware operation that refreshes the TLB entries periodically.,The act of a user program explicitly requesting a TLB flush.,The sequence of events when a TLB entry is replaced due to a new memory access pattern.,B,The glossary defines 'TLB walk' as: 'Steps involved in traversing page-table structures to locate a needed translation and copying the result into the TLB.'
Which term describes a scheme for hierarchical page tables where address translation starts at the outer page table and moves inward?,Inverted mapping.,Backward-mapped.,Direct-mapped.,Forward-mapped.,Clustered mapping.,D,The glossary defines 'forward-mapped' as: 'Scheme for hierarchical page tables where address translation starts at the outer page table and moves inward.'
"A page table that is hashed for faster access, where the hash value is specifically the virtual page number, is known as a:",Hierarchical page table.,Inverted page table.,Forward-mapped page table.,Hashed page table.,Clustered page table.,D,The glossary defines 'hashed page table' as: 'A page table that is hashed for faster access; the hash value is the virtual page number.'
What type of page table is similar to a hashed page table but distinguishes itself by having an entry refer to a cluster of several pages rather than a single page?,Inverted page table.,Hierarchical page table.,Clustered page table.,Segmented page table.,Sparse page table.,C,"The glossary defines 'clustered page table' as: 'Similar to a hashed page table, but an entry refers to a cluster of several pages.'"
"Which page table scheme features one entry for each real physical page frame in memory, mapping to a logical page (virtual address) value?",Hierarchical page table.,Hashed page table.,Inverted page table.,Forward-mapped page table.,Clustered page table.,C,"The glossary defines 'inverted page table' as: 'A page-table scheme with one entry for each real physical page frame in memory, mapping to a logical page (virtual address) value.'"
"Which of the following best describes Solaris, as mentioned in the text?",A proprietary database management system by Oracle.,A type of RISC CPU architecture created by Sun Microsystems.,"A UNIX derivative, main operating system of Sun Microsystems (now Oracle); active open source version called Illumos.",An open-source project for developing new paging algorithms.,A network protocol for distributed computing.,C,"The glossary defines 'Solaris' as: 'A UNIX derivative, main operating system of Sun Microsystems (now Oracle); active open source version called Illumos.'"
What does SPARC refer to in the context of the provided text?,A type of specialized memory module.,A proprietary RISC CPU created by Sun Microsystems (now Oracle); active open source version called OpenSPARC.,An operating system designed for embedded systems.,A standard for inter-process communication.,A software framework for virtual machine management.,B,The glossary defines 'SPARC' as: 'A proprietary RISC CPU created by Sun Microsystems (now Oracle); active open source version called OpenSPARC.'
