Question,Option A,Option B,Option C,Option D,Option E,Answer,Explanation
"If an arriving process requests memory but there isn't enough available, what are the potential actions the OS might take?",Terminate the process immediately to free resources,Reject the process or place it in a wait queue,Force the process to use less memory than requested,Swap another process out to make immediate space,Increase the system's physical memory dynamically,B,"The text specifies: ""Insufficient memory for arriving process: reject or place in wait queue."""
What occurs if the OS allocates a 'hole' that is significantly larger than the memory requested by an arriving process?,"The entire hole is allocated to the process, leading to internal fragmentation",The process is immediately rejected due to inefficient allocation,"The hole is split into two parts: one allocated to the process, and the other returned to the list of holes",The hole is merged with an adjacent hole to form an even larger block,"The OS waits for a smaller, more suitable hole to become available",C,"The text explains: ""If hole too large: split into two parts (one allocated, other returned to holes)."""
"When a process terminates and releases its memory block, what can happen if the newly freed hole is adjacent to existing free holes?",It is immediately reallocated to the next process in the wait queue,It is marked as unusable to prevent further fragmentation,It is merged with the adjacent holes to form a larger contiguous hole,It is swapped out to disk for later use,"It creates a new, separate memory partition",C,"The text describes: ""New hole adjacent to others: merged to form larger hole."""
The procedure of satisfying a memory request of size 'n' from a list of free holes is an instance of what general computer science problem?,The producer-consumer problem,The critical section problem,The dynamic storage-allocation problem,The resource deadlock problem,The paging problem,C,"The text states: ""This procedure: instance of dynamic storage-allocation problem."" The glossary also defines it."
"Which memory allocation strategy involves allocating the first hole that is large enough for a request, typically searching from the beginning or the last search end?",Best-fit,Worst-fit,Next-fit,First-fit,Random-fit,D,"The text defines 'First-fit' as: ""Allocate first hole big enough. Search from beginning or last search end. Stop when large enough hole found."""
"Which memory allocation strategy requires searching the entire list of free holes (unless ordered by size) to find the smallest hole that is large enough for a request, and produces the smallest leftover hole?",First-fit,Worst-fit,Random-fit,Best-fit,Next-fit,D,"The text defines 'Best-fit' as: ""Allocate smallest hole big enough. Must search entire list (unless ordered by size). Produces smallest leftover hole."""
"Which memory allocation strategy involves allocating the largest available hole, potentially producing a large leftover hole?",First-fit,Best-fit,Worst-fit,Random-fit,Next-fit,C,"The text defines 'Worst-fit' as: ""Allocate largest hole. Must search entire list (unless sorted by size). Produces largest leftover hole (may be more useful)."""
"Based on simulations, which memory allocation strategies generally perform better in terms of decreasing time and storage utilization?",Worst-fit is consistently the best overall,First-fit and best-fit are better than worst-fit,"All three (first-fit, best-fit, worst-fit) perform equally well",Best-fit is always faster than first-fit,Only worst-fit shows significant improvement in storage utilization,B,"The text states: ""Simulations: first-fit and best-fit better than worst-fit (decreasing time, storage utilization)."""
"In a comparison between first-fit and best-fit strategies, what is generally true regarding their performance for storage utilization and speed?",Best-fit is clearly better for storage utilization,First-fit is clearly better for storage utilization,"Neither is clearly better for storage utilization, but first-fit is generally faster","Best-fit is generally faster, but results in more fragmentation",First-fit leads to significantly less external fragmentation,C,"The text notes: ""Neither first-fit nor best-fit clearly better for storage utilization, but first-fit generally faster."""
Which memory allocation strategies are specifically mentioned as suffering from external fragmentation?,Only worst-fit,Only first-fit,Only best-fit,First-fit and best-fit,All allocation strategies equally,D,"The text states: ""First-fit and best-fit suffer from external fragmentation."""
"What process leads to free memory being broken into small, non-contiguous pieces, causing external fragmentation?",Continuous memory access by a single process,Frequent CPU scheduling of lightweight processes,Processes being loaded and removed from memory,The system boot-up sequence and OS initialization,High rates of disk I/O operations,C,"The text attributes it to: ""Processes loaded/removed: free memory broken into small pieces."""
What is the definition of 'external fragmentation'?,Unused memory located within a process's allocated partition,"A state where the total memory is insufficient for a process, regardless of contiguity","A condition where available memory has holes that together are enough, but no single hole is large enough for a new request",Memory that is lost or corrupted due to system crashes,Memory being accessed by unauthorized processes or users,C,"The text and glossary define it as: ""External fragmentation: enough total memory, but spaces not contiguous (storage fragmented)."""
What is a key consequence if external fragmentation becomes severe?,Increased CPU utilization due to more efficient memory access,Improved overall system performance and responsiveness,"Wasted memory between processes, preventing new processes from loading despite sufficient total free space",Faster process termination as memory blocks are smaller,Reduced need for context switching between processes,C,"The text states: ""Problem can be severe: wasted memory between processes."" and ""If small pieces were one big block: could run more processes."""
"Besides the chosen allocation strategy (first-fit/best-fit), what other factor is mentioned as influencing the amount of fragmentation?",The CPU clock speed,The total size of the operating system kernel,Which end of the free block is allocated,The type of file system used for storage,The number of active users logged into the system,C,"The text notes: ""Strategy (first-fit/best-fit) affects fragmentation amount. Which end of free block allocated also a factor."""
"According to the text, is external fragmentation a sporadic or constant problem?",A sporadic problem that rarely occurs,A problem only with fixed-partition schemes,A problem only with certain operating systems,Always a problem in dynamic memory allocation,A problem only with very large memory systems,D,"The text explicitly states: ""External fragmentation always a problem."""
"According to the glossary, what is the '50-percent rule'?",A rule stating that 50% of processes must reside in high memory for optimal performance,A statistical finding that fragmentation may result in 50 percent space loss,A rule that allocates exactly 50% of memory to the operating system,A guideline for optimizing CPU utilization by 50%,A principle for equally dividing memory into 50% used and 50% free partitions,B,"The glossary defines: ""50-percent rule: Statistical finding that fragmentation may result in 50 percent space loss."""
"What is the practical consequence of the '50-percent rule' regarding memory usability, as described in the text?",Half of the total memory becomes inaccessible,Two-thirds of the memory becomes unusable,One-third of the memory may become unusable due to fragmentation,"No memory is lost, but access speeds are significantly reduced",All memory is eventually compacted to eliminate fragmentation,C,"The text specifies: ""50-percent rule: one-third of memory unusable."""
What are the two general types of memory fragmentation mentioned in the text?,Logical and physical fragmentation,Contiguous and noncontiguous fragmentation,Internal and external fragmentation,Active and passive fragmentation,Foreground and background fragmentation,C,"The text states: ""Memory fragmentation: internal and external."""
What is the definition of 'internal fragmentation'?,Memory that is inaccessible to the Operating System,Free memory scattered in small pieces between processes,Unused memory located within a process's allocated partition,Memory that has been corrupted by a faulty process,Memory exclusively allocated to system buffers,C,"The text and glossary define it as: ""Internal fragmentation: unused memory internal to a partition."""
Under what condition does internal fragmentation typically occur?,When a process terminates and releases its memory block,When the OS cannot find a large enough contiguous hole for a process,"When allocated memory is slightly larger than requested, such as with fixed-sized blocks",When processes are frequently swapped between main memory and disk,When a process attempts to access memory it does not own,C,"The text explains: ""Occurs when allocated memory slightly larger than requested (e.g., fixed-sized blocks)."""
What is the primary goal of 'compaction' as a solution to external fragmentation?,To reduce the total amount of physical memory available,"To shuffle memory contents, placing all free memory together in one large block",To compress data within memory to save space,To merge small processes into larger ones for efficiency,To defragment disk space rather than main memory,B,"The text defines its goal as: ""shuffle memory contents, place all free memory together in one large block."""
Under what specific condition is compaction possible as a solution to external fragmentation?,Only if relocation is static (assembly or load time),"Regardless of the type of relocation, it is always possible",Only if relocation is dynamic (execution time),Only if memory is partitioned into fixed-size blocks,Only if the system has an abundant amount of free memory,C,"The text explicitly states: ""Compaction not always possible: If relocation static (assembly/load time): cannot compact. Possible only if relocation dynamic (execution time)."""
"If dynamic relocation is supported, what actions are taken during compaction to achieve its goal?",The entire memory is reset to its initial empty state,"Program and data are moved, and the base register is changed",New physical memory is added to the system dynamically,Logical addresses are remapped at compile time,Only system files and kernel modules are moved to one end,B,"The text describes: ""If dynamic relocation: move program/data, change base register."""
What is a potential disadvantage or cost associated with performing memory compaction?,It significantly increases internal fragmentation,"It can be an expensive operation, requiring substantial CPU time",It makes memory protection more difficult to implement,It permanently reduces the overall memory capacity of the system,It requires frequent system reboots to be effective,B,"The text warns: ""Compaction can be expensive (e.g., move all processes to one end)."""
"What is an alternative solution to external fragmentation, besides compaction, mentioned in the text?",Implementing larger physical memory modules,Requiring all processes to be of a fixed size,Eliminating the need for memory protection mechanisms,Permitting noncontiguous logical address space,Reducing the number of concurrent processes allowed in memory,D,"The text introduces: ""Another solution to external fragmentation: permit noncontiguous logical address space."""
Which common memory-management technique allows a process to be allocated physical memory wherever available by permitting noncontiguous logical address space?,Swapping,Segmentation,Contiguous allocation,Paging,Overlays,D,"The text specifies: ""Allows process to be allocated physical memory wherever available. Strategy used in paging (most common memory-management technique)."""
"Is fragmentation a problem specific only to memory management, or is it a broader issue?","Yes, it only occurs in main memory allocation","No, it's a general problem found in various aspects of computing",It's only a problem with contiguous memory allocation schemes,It's a problem exclusive to older operating systems,It's primarily a problem when using Solid State Drives (SSDs),B,"The text concludes: ""Fragmentation: general problem in computing (storage management chapters)."""
